inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
Initial,14235219,PC8660464,1,3010240042,3,01024,0042,374,7 AVENUE,11215,40.665516551049,-73.982737631098,Brooklyn,2026-01-30T11:05:00.000,Failed for Other R,2026-02-02T08:49:15.000,"{'latitude': '40.665516551049', 'longitude': '-73.982737631098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,151,3023021,Park Slope,989039,181745
Initial,14235096,PC8647243,1,3012180007,3,01218,0007,30,ROGERS AVENUE,11216,40.675740637438,-73.952743795474,Brooklyn,2026-01-30T11:06:00.000,Rat Activity,2026-01-30T15:53:30.000,"{'latitude': '40.675740637438', 'longitude': '-73.952743795474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,221,3030633,Crown Heights (North),997358,185473
Treatments,3062433,PC8558793,28,1021010055,1,02101,0055,675,Riverside Drive,10031,40.826809268533,-73.952198877717,Manhattan,2026-01-30T11:09:21.000,Bait applied,2026-02-03T08:32:57.000,"{'latitude': '40.826809268533', 'longitude': '-73.952198877717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1000000,Hamilton Heights-Sugar Hill,,
Initial,14235118,PC8658698,1,3012690001,3,01269,0001,1261,UNION STREET,11225,40.668937990283,-73.950171220664,Brooklyn,2026-01-30T11:13:47.000,Rat Activity,2026-02-02T11:36:52.000,"{'latitude': '40.668937990283', 'longitude': '-73.950171220664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,35,319,3032925,Crown Heights (South),998073,182995
Compliance,14235108,PC8646623,2,1021790093,1,02179,0093,95,PINEHURST AVENUE,10033,40.85158253587,-73.939055992875,Manhattan,2026-01-30T11:15:28.000,Rat Activity,2026-02-02T09:36:45.000,"{'latitude': '40.85158253587', 'longitude': '-73.939055992875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,273,1064337,Washington Heights (North),1001110,249540
Initial,14235119,PC8658697,1,3012690063,3,01269,0063,1291,UNION STREET,11225,40.668885485592,-73.949363791401,Brooklyn,2026-01-30T11:26:47.000,Rat Activity,2026-02-02T11:36:13.000,"{'latitude': '40.668885485592', 'longitude': '-73.949363791401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,35,319,3324533,Crown Heights (South),998297,182976
Initial,14235326,PC8662352,1,4004650100,4,00465,0100,41-01,10 STREET,11101,40.755615777051,-73.945698953606,Queens,2026-01-30T11:30:21.000,Failed for Rat Act,2026-02-02T10:39:24.000,"{'latitude': '40.755615777051', 'longitude': '-73.945698953606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,26,25,4433389,Queensbridge-Ravenswood-Dutch Kills,,
Initial,14235093,PC8662316,1,2024180001,2,02418,0001,299,EAST  158 STREET,10451,40.823158373875,-73.917609111422,Bronx,2026-01-30T11:38:10.000,Failed for Rat Act,2026-02-02T09:31:40.000,"{'latitude': '40.823158373875', 'longitude': '-73.917609111422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,17,69,2001887,Melrose,1007053,239189
Compliance,14236364,PC8630674,2,2031650044,2,03165,0044,2403,GRAND CONCOURSE,10468,40.86014754236,-73.898399047768,Bronx,2026-01-30T11:42:51.000,Failed for Other R,2026-02-05T11:25:22.000,"{'latitude': '40.86014754236', 'longitude': '-73.898399047768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23703,2013802,Fordham Heights,,
Initial,14235307,PC8664241,1,4006280021,4,00628,0021,28-08,35 STREET,11103,40.766734172928,-73.917105178789,Queens,2026-01-30T11:43:00.000,Rat Activity,2026-02-03T11:49:24.000,"{'latitude': '40.766734172928', 'longitude': '-73.917105178789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,6501,4009167,Astoria (Central),,
Treatments,3062490,PC8613564,8,1012140061,1,01214,0061,495,AMSTERDAM AVENUE,10024,40.786164291482,-73.976108669702,Manhattan,2026-01-30T11:45:39.000,Bait applied,2026-02-05T10:52:59.000,"{'latitude': '40.786164291482', 'longitude': '-73.976108669702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,169,1032123,Upper West Side (Central),,
Initial,14237824,PC8655482,1,2030940003,2,03094,0003,730,OAKLAND PLACE,10457,40.846776771749,-73.888266558701,Bronx,2026-01-30T11:47:00.000,Rat Activity,2026-02-12T09:45:05.000,"{'latitude': '40.846776771749', 'longitude': '-73.888266558701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,371,2012651,Tremont,,
Initial,14235602,PC8654785,1,2032650001,2,03265,0001,2811,EXTERIOR STREET,10463,40.873787535026,-73.906557344354,Bronx,2026-01-30T11:55:00.000,Rat Activity,2026-02-02T09:57:56.000,"{'latitude': '40.873787535026', 'longitude': '-73.906557344354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,283,2092482,Kingsbridge-Marble Hill,1010092,257638
Compliance,14235207,PC8644877,2,1004387502,1,00438,7502,418,EAST   11 STREET,10009,40.729099291144,-73.983388584193,Manhattan,2026-01-30T11:56:00.000,Failed for Other R,2026-02-02T08:33:03.000,"{'latitude': '40.729099291144', 'longitude': '-73.983388584193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,34,1005937,East Village,988854,204910
Treatments,3062432,PC8558792,26,1021010055,1,02101,0055,675,Riverside Drive,10031,40.826809268533,-73.952198877717,Manhattan,2026-01-30T11:59:12.000,Bait applied,2026-02-03T08:33:16.000,"{'latitude': '40.826809268533', 'longitude': '-73.952198877717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1000000,Hamilton Heights-Sugar Hill,,
Compliance,14235094,PC8585880,5,2024260008,2,02426,0008,1124,CLAY AVENUE,10456,40.83025194648,-73.911778867955,Bronx,2026-01-30T12:11:10.000,Rat Activity,2026-02-02T10:07:10.000,"{'latitude': '40.83025194648', 'longitude': '-73.911778867955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,143,2002069,Concourse-Concourse Village,,
Treatments,3062434,PC8558794,29,1021010055,1,02101,0055,675,Riverside Drive,10031,40.826809268533,-73.952198877717,Manhattan,2026-01-30T12:16:14.000,Bait applied,2026-02-03T08:32:46.000,"{'latitude': '40.826809268533', 'longitude': '-73.952198877717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1000000,Hamilton Heights-Sugar Hill,,
Initial,14235109,PC8661849,1,1021790213,1,02179,0213,812,WEST  187 STREET,10033,40.855300816084,-73.937505389794,Manhattan,2026-01-30T12:20:03.000,Failed for Other R,2026-02-02T09:37:56.000,"{'latitude': '40.855300816084', 'longitude': '-73.937505389794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,273,1064356,Washington Heights (North),1001538,250895
Initial,14234468,PC8658375,1,1020500118,1,02050,0118,63,HAMILTON TERRACE,10031,40.823153375003,-73.946221734485,Manhattan,2026-01-30T12:22:00.000,Failed for Rat Act,2026-02-02T11:40:47.000,"{'latitude': '40.823153375003', 'longitude': '-73.946221734485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,227,1061001,Hamilton Heights-Sugar Hill,999134,239181
Initial,14235415,PC8661314,1,3000450115,3,00045,0115,66,FRONT STREET,11201,40.702519742566,-73.990254978075,Brooklyn,2026-01-30T12:23:21.000,Failed for Rat Act,2026-02-02T12:38:45.000,"{'latitude': '40.702519742566', 'longitude': '-73.990254978075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,21,3387676,Downtown Brooklyn-DUMBO-Boerum Hill,,
Treatments,3062435,PC8560501,28,1020750001,1,02075,0001,3502,Broadway,10031,40.825269083716,-73.951282216525,Manhattan,2026-01-30T12:35:01.000,Bait applied,2026-02-03T10:40:01.000,"{'latitude': '40.825269083716', 'longitude': '-73.951282216525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061879,Hamilton Heights-Sugar Hill,,
Compliance,14235595,PC8642623,2,1020740001,1,02074,0001,3486,BROADWAY,10031,40.824739510594,-73.951665609844,Manhattan,2026-01-30T12:55:01.000,Failed for Rat Act,2026-02-02T11:42:04.000,"{'latitude': '40.824739510594', 'longitude': '-73.951665609844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061843,Hamilton Heights-Sugar Hill,,
Initial,14235603,PC8656168,1,2058011030,2,05801,1030,5991,BROADWAY,10471,40.889987883717,-73.898027751491,Bronx,2026-01-30T13:00:00.000,Rat Activity,2026-02-02T10:16:16.000,"{'latitude': '40.889987883717', 'longitude': '-73.898027751491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,285,2084207,Kingsbridge-Marble Hill,1012045,263501
Treatments,3062436,PC8560502,27,1020750001,1,02075,0001,3502,Broadway,10031,40.825269083716,-73.951282216525,Manhattan,2026-01-30T13:00:52.000,Bait applied,2026-02-03T08:32:23.000,"{'latitude': '40.825269083716', 'longitude': '-73.951282216525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061879,Hamilton Heights-Sugar Hill,,
Compliance,14235596,PC8642215,2,1020740061,1,02074,0061,3488,BROADWAY,10031,40.824788900715,-73.95162944134,Manhattan,2026-01-30T13:07:01.000,Failed for Rat Act,2026-02-02T11:46:03.000,"{'latitude': '40.824788900715', 'longitude': '-73.95162944134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061873,Hamilton Heights-Sugar Hill,,
Treatments,3062437,PC8560503,24,1020900029,1,02090,0029,3501,Broadway,10031,40.825227935583,-73.95133644586,Manhattan,2026-01-30T13:20:14.000,Bait applied,2026-02-03T08:32:07.000,"{'latitude': '40.825227935583', 'longitude': '-73.95133644586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062361,Hamilton Heights-Sugar Hill,,
Compliance,14235294,PC8636541,2,2024880031,2,02488,0031,1183,GERARD AVENUE,10452,40.834842123123,-73.920637404727,Bronx,2026-01-30T13:23:26.000,Failed for Other R,2026-02-03T09:25:25.000,"{'latitude': '40.834842123123', 'longitude': '-73.920637404727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2003001,Concourse-Concourse Village,,
Compliance,14235223,PC8650887,2,3032470051,3,03247,0051,239,STOCKHOLM STREET,11237,40.701326412337,-73.920998927377,Brooklyn,2026-01-30T13:25:00.000,Rat Activity,2026-02-03T09:07:21.000,"{'latitude': '40.701326412337', 'longitude': '-73.920998927377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073897,Bushwick (West),,
Initial,14235101,PC8662136,1,1018740029,1,01874,0029,868,AMSTERDAM AVENUE,10025,40.798162189515,-73.967371020133,Manhattan,2026-01-30T13:30:51.000,Failed for Rat Act,2026-02-02T10:55:08.000,"{'latitude': '40.798162189515', 'longitude': '-73.967371020133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,191,1079429,Upper West Side-Manhattan Valley,,
Initial,14235598,PC8661822,1,1020620037,1,02062,0037,402,WEST  148 STREET,10031,40.826204457536,-73.943982610113,Manhattan,2026-01-30T13:31:00.000,Failed for Rat Act,2026-02-02T11:50:19.000,"{'latitude': '40.826204457536', 'longitude': '-73.943982610113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061455,Hamilton Heights-Sugar Hill,999753,240293
Compliance,14235295,PC8636637,2,2024880041,2,02488,0041,1165,GERARD AVENUE,10452,40.834523863299,-73.920825702419,Bronx,2026-01-30T13:31:26.000,Failed for Rat Act,2026-02-03T09:40:09.000,"{'latitude': '40.834523863299', 'longitude': '-73.920825702419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2003003,Concourse-Concourse Village,,
Compliance,14235464,PC8384707,11,1000920013,1,00092,0013,55,ANN STREET,10038,40.710221787905,-74.006676583211,Manhattan,2026-01-30T13:38:06.000,Failed for Rat Act,2026-02-02T08:21:41.000,"{'latitude': '40.710221787905', 'longitude': '-74.006676583211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,1,1501,1001271,Financial District-Battery Park City,982399,198032
Compliance,14235619,PC8632190,3,3016070040,3,01607,0040,40,MALCOLM X BOULEVARD,11221,40.692785662177,-73.931030350567,Brooklyn,2026-01-30T13:43:00.000,Failed for Rat Act,2026-02-02T16:17:55.000,"{'latitude': '40.692785662177', 'longitude': '-73.931030350567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3043464,Bedford-Stuyvesant (East),1003376,191687
Treatments,3062438,PC8560505,26,1020750061,1,02075,0061,3512,Broadway,10031,40.825510545646,-73.951104987931,Manhattan,2026-01-30T13:46:42.000,Bait applied,2026-02-03T10:38:52.000,"{'latitude': '40.825510545646', 'longitude': '-73.951104987931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061895,Hamilton Heights-Sugar Hill,,
Initial,14235866,PC8661176,1,3033460001,3,03346,0001,1581,MYRTLE AVENUE,11237,40.699461566797,-73.911894906442,Brooklyn,2026-01-30T13:50:12.000,Failed for Other R,2026-02-04T06:08:30.000,"{'latitude': '40.699461566797', 'longitude': '-73.911894906442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,439,3326415,Bushwick (East),,
Compliance,14235296,PC8640702,2,2024630001,2,02463,0001,1170,WALTON AVENUE,10452,40.834067693872,-73.920042062362,Bronx,2026-01-30T13:50:26.000,Rat Activity,2026-02-03T09:46:10.000,"{'latitude': '40.834067693872', 'longitude': '-73.920042062362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2002834,Concourse-Concourse Village,1006376,243163
Compliance,14235111,PC8525233,13,1021800160,1,02180,0160,10,OVERLOOK TERRACE,10033,40.852969952474,-73.936437611581,Manhattan,2026-01-30T13:50:41.000,Rat Activity,2026-02-02T09:49:30.000,"{'latitude': '40.852969952474', 'longitude': '-73.936437611581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,271,1064433,Washington Heights (North),1001834,250046
Compliance,14235112,PC8516620,8,1021800092,1,02180,0092,51,BENNETT AVENUE,10033,40.852008977052,-73.935863790788,Manhattan,2026-01-30T14:25:16.000,Rat Activity,2026-02-02T09:53:38.000,"{'latitude': '40.852008977052', 'longitude': '-73.935863790788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,271,1064413,Washington Heights (North),1001993,249696
Initial,14235298,PC8662560,1,2024560240,2,02456,0240,1181,SHERMAN AVENUE,10456,40.833071445637,-73.916317537981,Bronx,2026-01-30T14:37:26.000,Rat Activity,2026-02-03T09:53:01.000,"{'latitude': '40.833071445637', 'longitude': '-73.916317537981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18102,2098340,Concourse-Concourse Village,1007407,242801
Compliance,14235593,PC8581158,5,1000197501,1,00019,7501,42,TRINITY PLACE,10006,40.70742979227,-74.013193903069,Manhattan,2026-01-30T15:08:06.000,Rat Activity,2026-02-03T07:54:41.000,"{'latitude': '40.70742979227', 'longitude': '-74.013193903069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,1,13,1090972,Financial District-Battery Park City,980592,197015
