inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
Initial,14233608,PC8660611,1,1001110100,1,00111,0100,20,MADISON STREET,10038,40.711767287013,-73.999682575366,Manhattan,2026-01-27T08:00:26.000,Failed for Other R,2026-01-29T14:12:31.000,"{'latitude': '40.711767287013', 'longitude': '-73.999682575366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,25,1077417,Chinatown-Two Bridges,,
Initial,14233590,PC8660558,1,,1,01797,0001,2340,2 AVENUE,10035,40.799389625186,-73.936015816258,Manhattan,2026-01-27T08:00:33.000,Failed for Rat Act,2026-01-29T14:45:15.000,"{'latitude': '40.799389625186', 'longitude': '-73.936015816258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,194,,East Harlem (North),,
Initial,14233622,PC8660119,1,5029930001,5,02993,0001,481,HYLAN BOULEVARD,10305,40.608101763116,-74.076326077692,Staten Island,2026-01-27T09:45:12.000,Failed for Other R,2026-01-28T09:25:18.000,"{'latitude': '40.608101763116', 'longitude': '-74.076326077692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,49,36,5093255,Rosebank-Shore Acres-Park Hill,,
Compliance,14233592,PC8630084,2,2033560146,2,03356,0146,3525,DECATUR AVENUE,10467,40.879222138662,-73.872351075752,Bronx,2026-01-27T10:03:18.000,Rat Activity,2026-01-30T09:35:06.000,"{'latitude': '40.879222138662', 'longitude': '-73.872351075752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,43102,2018647,Norwood,1019549,259630
Compliance,14233593,PC8634364,2,2033560185,2,03356,0185,3540,DECATUR AVENUE,10467,40.879386721486,-73.872260352775,Bronx,2026-01-27T10:27:15.000,Rat Activity,2026-01-30T09:37:59.000,"{'latitude': '40.879386721486', 'longitude': '-73.872260352775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,43102,2018652,Norwood,,
Initial,14233591,PC8660859,1,1018087501,1,01808,0001,2342,1 AVENUE,10035,40.798751346383,-73.93338340758,Manhattan,2026-01-27T11:00:00.000,Failed for Rat Act,2026-01-29T14:44:51.000,"{'latitude': '40.798751346383', 'longitude': '-73.93338340758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,192,1089835,East Harlem (North),,
Compliance,14233594,PC8640763,2,2032010027,2,03201,0027,2564,DAVIDSON AVENUE,10468,40.865369650732,-73.900260233562,Bronx,2026-01-27T11:32:41.000,Rat Activity,2026-01-30T09:40:38.000,"{'latitude': '40.865369650732', 'longitude': '-73.900260233562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,265,2014377,University Heights (North)-Fordham,1011837,254573
Initial,14233661,PC8660801,1,3000350009,3,00035,0009,11,OLD FULTON STREET,11201,40.702736836919,-73.994005818148,Brooklyn,2026-01-27T11:41:00.000,Failed for Other R,2026-01-28T15:08:02.000,"{'latitude': '40.702736836919', 'longitude': '-73.994005818148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,21,3000076,Downtown Brooklyn-DUMBO-Boerum Hill,,
Compliance,14233595,PC8619155,6,2031670064,2,03167,0064,2545,GRAND CONCOURSE,10468,40.863444913621,-73.896387466315,Bronx,2026-01-27T11:54:00.000,Rat Activity,2026-01-30T09:53:54.000,"{'latitude': '40.863444913621', 'longitude': '-73.896387466315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,401,2013823,University Heights (North)-Fordham,1012909,253873
Compliance,14233827,PC8542179,8,2024439080,2,02443,9080,800,CONCOURSE VILLAGE WEST,10451,40.82477834523,-73.922372973735,Bronx,2026-01-27T11:54:00.000,Failed for Rat Act,2026-01-29T15:30:21.000,"{'latitude': '40.82477834523', 'longitude': '-73.922372973735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,61,2101572,Concourse-Concourse Village,1005734,239778
Initial,14233640,PC8657444,1,4012720035,4,01272,0035,35-54,73 STREET,11372,40.750522881473,-73.892994272194,Queens,2026-01-27T12:00:10.000,Rat Activity,2026-01-28T09:23:26.000,"{'latitude': '40.750522881473', 'longitude': '-73.892994272194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,25,291,4029537,Jackson Heights,,
Compliance,14233596,PC8630550,2,2031650030,2,03165,0030,2446,CRESTON AVENUE,10468,40.861668399199,-73.898711243161,Bronx,2026-01-27T12:08:00.000,Rat Activity,2026-01-30T10:25:54.000,"{'latitude': '40.861668399199', 'longitude': '-73.898711243161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23703,2013796,Fordham Heights,,
Initial,14233607,PC8654078,1,,1,02069,0001,67,ST NICHOLAS PLACE,10031,40.828986212635,-73.94115813284,Manhattan,2026-01-27T12:48:00.000,Failed for Rat Act,2026-01-28T08:53:41.000,"{'latitude': '40.828986212635', 'longitude': '-73.94115813284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,23501,,Hamilton Heights-Sugar Hill,,
Initial,14233778,PC8657480,1,1004870006,1,00487,0006,498,BROOME STREET,10013,40.723218426154,-74.002781552345,Manhattan,2026-01-27T13:06:04.000,Failed for Other R,2026-01-28T09:54:12.000,"{'latitude': '40.723218426154', 'longitude': '-74.002781552345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,1,47,1007306,SoHo-Little Italy-Hudson Square,,
Initial,14233609,PC8660329,1,3026280006,3,02628,0006,245,RUSSELL STREET,11222,40.72886226105,-73.945049744877,Brooklyn,2026-01-27T13:45:21.000,Failed for Other R,2026-01-28T09:27:55.000,"{'latitude': '40.72886226105', 'longitude': '-73.945049744877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,58901,3065920,Greenpoint,,
Initial,14233670,PC8656788,1,1017250005,1,01725,0005,79,WEST  127 STREET,10027,40.808651600568,-73.943531444457,Manhattan,2026-01-27T13:50:45.000,Rat Activity,2026-01-29T14:55:08.000,"{'latitude': '40.808651600568', 'longitude': '-73.943531444457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,208,1053614,Harlem (North),999882,233898
Compliance,14233831,PC8625692,2,2024350025,2,02435,0025,1175,FINDLAY AVENUE,10456,40.832264507404,-73.912650694281,Bronx,2026-01-27T14:00:57.000,Failed for Other R,2026-01-29T15:47:39.000,"{'latitude': '40.832264507404', 'longitude': '-73.912650694281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002295,Concourse-Concourse Village,,
Compliance,14233833,PC8625580,2,2024350007,2,02435,0007,1200,COLLEGE AVENUE,10456,40.832901768259,-73.913285864295,Bronx,2026-01-27T14:23:57.000,Failed for Rat Act,2026-01-29T15:55:38.000,"{'latitude': '40.832901768259', 'longitude': '-73.913285864295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002289,Concourse-Concourse Village,,
Initial,14233877,PC8661613,1,1016960001,1,01696,0001,1980,1 AVENUE,10029,40.787148398787,-73.941856100282,Manhattan,2026-01-28T08:00:13.000,Failed for Rat Act,2026-01-29T14:43:00.000,"{'latitude': '40.787148398787', 'longitude': '-73.941856100282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,162,1083937,East Harlem (South),,
Initial,14234109,PC8661704,1,2023250001,2,02325,0001,300,MORRIS AVENUE,10451,40.812103025109,-73.926401367188,Bronx,2026-01-28T08:00:36.000,Failed for Other R,2026-01-29T14:23:44.000,"{'latitude': '40.812103025109', 'longitude': '-73.926401367188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,8,51,2091125,Mott Haven-Port Morris,,
Initial,14233894,PC8659214,1,3016420020,3,01642,0020,700,MONROE STREET,11221,40.687969901608,-73.928698787992,Brooklyn,2026-01-28T08:53:00.000,Rat Activity,2026-01-29T10:51:19.000,"{'latitude': '40.687969901608', 'longitude': '-73.928698787992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,385,3044988,Bedford-Stuyvesant (East),,
Initial,14234103,PC8662307,1,1015960001,1,01596,0001,90,LENOX AVENUE,10026,40.801007910143,-73.950407888735,Manhattan,2026-01-28T08:58:06.000,Failed for Other R,2026-01-29T09:34:43.000,"{'latitude': '40.801007910143', 'longitude': '-73.950407888735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,186,1083313,Harlem (South),,
Initial,14234070,PC8659436,1,3016390038,3,01639,0038,538A,MONROE STREET,11221,40.687079663352,-73.936448518736,Brooklyn,2026-01-28T09:16:00.000,Rat Activity,2026-01-29T09:17:50.000,"{'latitude': '40.687079663352', 'longitude': '-73.936448518736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,277,3044801,Bedford-Stuyvesant (East),,
Initial,14234139,PC8660222,1,3020390101,3,02039,0101,21,AUBURN PLACE,11205,40.694341155242,-73.976906204208,Brooklyn,2026-01-28T09:30:37.000,Rat Activity,2026-01-29T14:11:23.000,"{'latitude': '40.694341155242', 'longitude': '-73.976906204208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,2901,3251647,Fort Greene,,
Compliance,14234246,PC8520593,6,3052120024,3,05212,0024,2511,NEWKIRK AVENUE,11226,40.639707279093,-73.953000016288,Brooklyn,2026-01-28T09:33:21.000,Failed for Rat Act,2026-01-29T18:02:24.000,"{'latitude': '40.639707279093', 'longitude': '-73.953000016288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,79002,3120374,East Flatbush-Erasmus,997294,172345
Initial,14234294,PC8658627,1,1011397503,1,01139,7503,1998,BROADWAY,10023,40.775359297524,-73.982160242675,Manhattan,2026-01-28T09:35:00.000,Rat Activity,2026-01-29T14:19:13.000,"{'latitude': '40.775359297524', 'longitude': '-73.982160242675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,15302,1084564,Upper West Side-Lincoln Square,989191,221764
Initial,14234270,PC8660485,1,1021070072,1,02107,0072,935,ST NICHOLAS AVENUE,10032,40.832120613327,-73.94097828134,Manhattan,2026-01-28T09:50:00.000,Rat Activity,2026-01-29T06:22:16.000,"{'latitude': '40.832120613327', 'longitude': '-73.94097828134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,239,1062491,Washington Heights (South),1000583,242449
Initial,14234034,PC8654007,1,1020660029,1,02066,0029,820,ST NICHOLAS AVENUE,10031,40.828221065782,-73.942412674485,Manhattan,2026-01-28T10:00:00.000,Rat Activity,2026-01-29T15:30:47.000,"{'latitude': '40.828221065782', 'longitude': '-73.942412674485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,23501,1061593,Hamilton Heights-Sugar Hill,,
Initial,14233928,PC8652416,1,2028630013,2,02863,0013,2012,DAVIDSON AVENUE,10453,40.853039482702,-73.909189254745,Bronx,2026-01-28T10:02:00.000,Failed for Other R,2026-01-29T15:57:37.000,"{'latitude': '40.853039482702', 'longitude': '-73.909189254745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,243,2008395,University Heights (South)-Morris Heights,,
Initial,14234150,PC8655175,1,2031670032,2,03167,0032,2538,CRESTON AVENUE,10468,40.863810857471,-73.897384738638,Bronx,2026-01-28T10:13:16.000,Failed for Other R,2026-01-29T14:08:59.000,"{'latitude': '40.863810857471', 'longitude': '-73.897384738638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,401,2013815,University Heights (North)-Fordham,,
Compliance,14234271,PC8647014,2,1021150054,1,02115,0054,537,WEST  156 STREET,10032,40.83281372556,-73.943846931321,Manhattan,2026-01-28T10:22:00.000,Rat Activity,2026-01-29T06:37:00.000,"{'latitude': '40.83281372556', 'longitude': '-73.943846931321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,241,1062723,Washington Heights (South),999789,242701
Compliance,14233841,PC8649313,2,3017720015,3,01772,0015,156,HART STREET,11206,40.693575532536,-73.945118606218,Brooklyn,2026-01-28T10:25:37.000,Rat Activity,2026-01-28T16:06:03.000,"{'latitude': '40.693575532536', 'longitude': '-73.945118606218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049355,Bedford-Stuyvesant (West),,
Compliance,14233940,PC8649592,2,3015990056,3,01599,0056,1079,DEKALB AVENUE,11221,40.6935714023,-73.932262824609,Brooklyn,2026-01-28T10:25:37.000,Rat Activity,2026-01-29T16:37:40.000,"{'latitude': '40.6935714023', 'longitude': '-73.932262824609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3043185,Bedford-Stuyvesant (East),,
Initial,14234039,PC8653739,1,1020660021,1,02066,0046,486,CONVENT AVENUE,10031,40.828531403696,-73.94277736363,Manhattan,2026-01-28T10:27:00.000,Failed for Other R,2026-01-29T15:37:07.000,"{'latitude': '40.828531403696', 'longitude': '-73.94277736363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1061592,Hamilton Heights-Sugar Hill,,
Initial,14234288,PC8661870,1,1009270016,1,00927,0016,325,EAST   21 STREET,10010,40.73611173953,-73.980669688089,Manhattan,2026-01-28T10:32:45.000,Failed for Rat Act,2026-01-29T09:49:24.000,"{'latitude': '40.73611173953', 'longitude': '-73.980669688089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,64,1020548,Gramercy,989607,207465
Initial,14234041,PC8653810,1,1020660051,1,02066,0051,450,WEST 152 STREET,10031,40.829033788,-73.94297205786,Manhattan,2026-01-28T10:34:00.000,Failed for Other R,2026-01-29T15:39:13.000,"{'latitude': '40.829033788', 'longitude': '-73.94297205786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1061600,Hamilton Heights-Sugar Hill,,
Compliance,14233844,PC8649640,2,3017720025,3,01772,0025,176,HART STREET,11206,40.693638396849,-73.944566818789,Brooklyn,2026-01-28T10:37:37.000,Rat Activity,2026-01-28T16:01:45.000,"{'latitude': '40.693638396849', 'longitude': '-73.944566818789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049365,Bedford-Stuyvesant (West),,
Initial,14234156,PC8655691,1,2031670055,2,03167,0055,2565,GRAND CONCOURSE,10468,40.863779541887,-73.896133866513,Bronx,2026-01-28T10:39:16.000,Rat Activity,2026-01-29T14:33:42.000,"{'latitude': '40.863779541887', 'longitude': '-73.896133866513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,401,2013820,University Heights (North)-Fordham,,
Compliance,14234474,PC8649634,2,3015990101,3,01599,0101,1047,DEKALB AVENUE,11221,40.693413013245,-73.933644123354,Brooklyn,2026-01-28T10:40:29.000,Rat Activity,2026-02-03T08:12:39.000,"{'latitude': '40.693413013245', 'longitude': '-73.933644123354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3388844,Bedford-Stuyvesant (East),,
Initial,14234157,PC8655216,1,2031670062,2,03167,0062,2555,GRAND CONCOURSE,10468,40.863612227826,-73.896260666734,Bronx,2026-01-28T10:45:16.000,Rat Activity,2026-01-29T14:34:08.000,"{'latitude': '40.863612227826', 'longitude': '-73.896260666734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,401,2013822,University Heights (North)-Fordham,,
Compliance,14234307,PC8247518,19,2028030020,2,02803,0020,306,EAST TREMONT AVENUE,10457,40.848645689057,-73.903111986375,Bronx,2026-01-28T10:45:51.000,Failed for Rat Act,2026-01-30T11:30:42.000,"{'latitude': '40.848645689057', 'longitude': '-73.903111986375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,15,23302,2007586,Mount Hope,,
Initial,14234272,PC8658383,1,1021160011,1,02116,0011,550,WEST  158 STREET,10032,40.834056661021,-73.942971349676,Manhattan,2026-01-28T10:46:00.000,Failed for Other R,2026-01-29T06:41:37.000,"{'latitude': '40.834056661021', 'longitude': '-73.942971349676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,241,1062730,Washington Heights (South),1000031,243154
Compliance,14233837,PC8649960,2,3017720029,3,01772,0029,184,HART STREET,11206,40.693662993226,-73.944346825208,Brooklyn,2026-01-28T10:49:37.000,Rat Activity,2026-01-28T15:53:15.000,"{'latitude': '40.693662993226', 'longitude': '-73.944346825208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049369,Bedford-Stuyvesant (West),,
Compliance,14234375,PC8639987,2,2044410046,2,04441,0046,2561,BRONXWOOD AVENUE,10469,40.863987458245,-73.861624644183,Bronx,2026-01-28T11:00:23.000,Failed for Rat Act,2026-01-30T11:43:48.000,"{'latitude': '40.863987458245', 'longitude': '-73.861624644183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,13,328,2051555,Allerton,1022524,254084
Initial,14234110,PC8661522,1,2023240001,2,02324,0001,414,MORRIS AVENUE,10451,40.815521362643,-73.923922842219,Bronx,2026-01-28T11:00:35.000,Failed for Other R,2026-01-29T14:22:43.000,"{'latitude': '40.815521362643', 'longitude': '-73.923922842219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,8,51,2097853,Mott Haven-Port Morris,,
Initial,14233853,PC8658709,1,3066420003,3,06642,0003,1006,AVENUE P,11223,40.609886180996,-73.96318112807,Brooklyn,2026-01-28T11:05:03.000,Failed for Other R,2026-01-29T18:03:53.000,"{'latitude': '40.609886180996', 'longitude': '-73.96318112807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,44,420,3176293,Gravesend (East)-Homecrest,994473,161479
Compliance,14234308,PC8585723,6,2028280005,2,02828,0005,1920,WALTON AVENUE,10453,40.850459258077,-73.908968682676,Bronx,2026-01-28T11:08:57.000,Rat Activity,2026-01-30T11:34:02.000,"{'latitude': '40.850459258077', 'longitude': '-73.908968682676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23301,2007910,Mount Hope,,
Initial,14234273,PC8658657,1,1021090018,1,02109,0018,974,ST NICHOLAS AVENUE,10032,40.833920804707,-73.940286452521,Manhattan,2026-01-28T11:12:00.000,Rat Activity,2026-01-29T06:25:42.000,"{'latitude': '40.833920804707', 'longitude': '-73.940286452521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,24301,1062536,Washington Heights (South),1000774,243105
Compliance,14234102,PC8638592,2,3032410013,3,03241,0013,1154,DEKALB AVENUE,11221,40.694634370019,-73.928951277585,Brooklyn,2026-01-28T11:17:14.000,Rat Activity,2026-01-29T08:50:37.000,"{'latitude': '40.694634370019', 'longitude': '-73.928951277585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3073748,Bushwick (West),,
Initial,14233949,PC8651617,1,2030250013,2,03025,0013,2421,WEBSTER AVENUE,10458,40.859437725967,-73.893516081299,Bronx,2026-01-28T11:30:00.000,Failed for Other R,2026-02-02T09:45:59.000,"{'latitude': '40.859437725967', 'longitude': '-73.893516081299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,15,39902,2011060,Fordham Heights,,
Compliance,14234290,PC8648536,2,1009040013,1,00904,0013,221,East 23 street,10010,40.738554871291,-73.982487687766,Manhattan,2026-01-28T11:30:00.000,Failed for Rat Act,2026-01-29T09:53:51.000,"{'latitude': '40.738554871291', 'longitude': '-73.982487687766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,64,1019774,Gramercy,,
Initial,14234164,PC8651722,1,2032080019,2,03208,0019,2237,GRAND AVENUE,10453,40.85813134739,-73.906250454631,Bronx,2026-01-28T11:31:16.000,Failed for Other R,2026-01-29T14:46:43.000,"{'latitude': '40.85813134739', 'longitude': '-73.906250454631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,251,2014513,University Heights (South)-Morris Heights,,
Compliance,14233854,PC8223965,15,1016890002,1,01689,0002,2284,2 AVENUE,10035,40.797861417148,-73.93713333147,Manhattan,2026-01-28T11:31:17.000,Failed for Other R,2026-01-30T09:02:24.000,"{'latitude': '40.797861417148', 'longitude': '-73.93713333147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,188,1052984,East Harlem (North),,
Compliance,14234309,PC8266361,18,2028080072,2,02808,0072,2024,CRESTON AVENUE,10453,40.852015440439,-73.905467481035,Bronx,2026-01-28T11:32:09.000,Failed for Other R,2026-01-30T11:37:53.000,"{'latitude': '40.852015440439', 'longitude': '-73.905467481035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23501,2007691,Mount Hope,,
Initial,14234051,PC8653829,1,1020667501,1,02066,7501,443,WEST 151 STREET,10031,40.828559320533,-73.943727678112,Manhattan,2026-01-28T11:38:00.000,Rat Activity,2026-01-29T15:49:26.000,"{'latitude': '40.828559320533', 'longitude': '-73.943727678112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1083670,Hamilton Heights-Sugar Hill,,
Initial,14234170,PC8655599,1,2031980043,2,03198,0043,28,NORTH STREET,10468,40.860114333635,-73.904483442113,Bronx,2026-01-28T11:52:16.000,Failed for Other R,2026-01-29T13:58:38.000,"{'latitude': '40.860114333635', 'longitude': '-73.904483442113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,253,2014261,University Heights (North)-Fordham,,
Initial,14234178,PC8661835,1,1020580029,1,02058,0029,477,WEST  142 STREET,10031,40.823044560357,-73.948346357298,Manhattan,2026-01-28T11:55:14.000,Failed for Rat Act,2026-01-29T11:14:18.000,"{'latitude': '40.823044560357', 'longitude': '-73.948346357298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,227,1061246,Hamilton Heights-Sugar Hill,998546,239141
Initial,14234053,PC8653938,1,1020660021,1,02066,0021,484,CONVENT AVENUE,10031,40.828501236751,-73.942827977995,Manhattan,2026-01-28T11:58:00.000,Failed for Other R,2026-01-29T15:51:01.000,"{'latitude': '40.828501236751', 'longitude': '-73.942827977995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1061592,Hamilton Heights-Sugar Hill,,
Initial,14234172,PC8655712,1,2031980005,2,03198,0005,2304,GRAND AVENUE,10468,40.860180620641,-73.904982241491,Bronx,2026-01-28T11:58:00.000,Failed for Other R,2026-01-29T13:57:57.000,"{'latitude': '40.860180620641', 'longitude': '-73.904982241491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,253,2014238,University Heights (North)-Fordham,,
Compliance,14234105,PC8650557,2,3032470054,3,03247,0054,233,STOCKHOLM STREET,11237,40.701222180603,-73.921100034121,Brooklyn,2026-01-28T11:59:32.000,Rat Activity,2026-01-29T08:49:30.000,"{'latitude': '40.701222180603', 'longitude': '-73.921100034121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073900,Bushwick (West),,
Initial,14234140,PC8659822,1,3031180019,3,03118,0019,19,BOGART STREET,11206,40.703925075043,-73.932926711548,Brooklyn,2026-01-28T12:01:34.000,Failed for Other R,2026-01-29T14:10:59.000,"{'latitude': '40.703925075043', 'longitude': '-73.932926711548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,485,3397431,East Williamsburg,,
Initial,14234173,PC8655984,1,2031980055,2,03198,0055,2344,DAVIDSON AVENUE,10468,40.859880736746,-73.904129492785,Bronx,2026-01-28T12:02:16.000,Failed for Rat Act,2026-01-29T13:57:03.000,"{'latitude': '40.859880736746', 'longitude': '-73.904129492785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,239,2014265,Fordham Heights,,
Compliance,14234030,PC8618378,3,1017630001,1,01763,0001,2289,5 AVENUE,10037,40.814938613638,-73.936011647631,Manhattan,2026-01-28T12:05:58.000,Failed for Other R,2026-01-30T07:20:52.000,"{'latitude': '40.814938613638', 'longitude': '-73.936011647631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,210,1054344,East Harlem (North),1001962,236190
Initial,14234174,PC8655412,1,2031980050,2,03198,0050,2324,DAVIDSON AVENUE,10468,40.859674987589,-73.904256320884,Bronx,2026-01-28T12:07:16.000,Rat Activity,2026-01-29T13:56:41.000,"{'latitude': '40.859674987589', 'longitude': '-73.904256320884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,239,2014264,Fordham Heights,,
Initial,14234335,PC8653054,1,1017530057,1,01753,0057,32,EAST 129 STREET,10035,40.808424304844,-73.939171522666,Manhattan,2026-01-28T12:08:11.000,Rat Activity,2026-01-29T15:22:42.000,"{'latitude': '40.808424304844', 'longitude': '-73.939171522666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,206,1054198,East Harlem (North),,
Initial,14234473,PC8659701,1,2033080001,2,03308,0001,3034,GRAND CONCOURSE,10458,40.873772618393,-73.886897592001,Bronx,2026-01-28T12:10:00.000,Rat Activity,2026-01-30T11:58:05.000,"{'latitude': '40.873772618393', 'longitude': '-73.886897592001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,413,2017235,Bedford Park,1015529,257639
Compliance,14234093,PC8633544,2,2025040061,2,02504,0061,958,ANDERSON AVENUE,10452,40.831355568614,-73.92784711333,Bronx,2026-01-28T12:13:13.000,Rat Activity,2026-01-30T13:07:04.000,"{'latitude': '40.831355568614', 'longitude': '-73.92784711333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003040,Highbridge,1004217,242173
Initial,14233961,PC8655084,1,2032860011,2,03286,0011,2550,BAINBRIDGE AVENUE,10458,40.862525282956,-73.893229124386,Bronx,2026-01-28T12:14:00.000,Failed for Other R,2026-02-02T09:50:27.000,"{'latitude': '40.862525282956', 'longitude': '-73.893229124386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,39901,2016588,University Heights (North)-Fordham,,
Initial,14234176,PC8655521,1,2031980102,2,03198,0102,2343,JEROME AVENUE,10468,40.85955332009,-73.903182798175,Bronx,2026-01-28T12:14:16.000,Failed for Other R,2026-01-29T13:56:04.000,"{'latitude': '40.85955332009', 'longitude': '-73.903182798175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,239,2014285,Fordham Heights,,
