rating,latitude,longitude,restaurant_name,address,inspection_type,inspection_date,result
3.8,40.637526,-74.007181,Uncle Ng's Recipe,"5603 8th Ave, Brooklyn, NY 11220, USA",Treatments,2025-01-28 09:53:00,Bait applied
4.5,40.708278,-73.89763,Minitalia Pizzeria Restaurant,"66-25 Fresh Pond Rd, Ridgewood, NY 11385, USA",Initial,2025-01-28 09:57:00,Failed for Other R
5.0,40.698837,-73.916822,La Huequita El autentico manabita,"1450 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:03:39,Rat Activity
5.0,40.698837,-73.916822,La Huequita El autentico manabita,"1450 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:03:39,Rat Activity
5.0,40.698837,-73.916822,La Huequita El autentico manabita,"1450 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:03:39,Rat Activity
,40.727519,-73.98275,BABA DONER,"147 Avenue A, New York, NY 10009, USA",Stoppage,2025-01-28 10:04:00,Stoppage done
,40.727519,-73.98275,BABA DONER,"147 Avenue A, New York, NY 10009, USA",Stoppage,2025-01-28 10:04:00,Stoppage done
,40.727519,-73.98275,BABA DONER,"147 Avenue A, New York, NY 10009, USA",Stoppage,2025-01-28 10:04:00,Stoppage done
,40.727519,-73.98275,BABA DONER,"147 Avenue A, New York, NY 10009, USA",Stoppage,2025-01-28 10:04:00,Stoppage done
,40.727519,-73.98275,BABA DONER,"147 Avenue A, New York, NY 10009, USA",Stoppage,2025-01-28 10:04:00,Stoppage done
,40.727519,-73.98275,BABA DONER,"147 Avenue A, New York, NY 10009, USA",Stoppage,2025-01-28 10:04:00,Stoppage done
4.1,40.726837,-73.987674,Malai Marke,"318 E 6th St, New York, NY 10003, USA",Treatments,2025-01-28 10:06:24,Bait applied
5.0,40.698837,-73.916822,La Huequita El autentico manabita,"1450 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:11:39,Rat Activity
5.0,40.698837,-73.916822,La Huequita El autentico manabita,"1450 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:11:39,Rat Activity
5.0,40.698837,-73.916822,La Huequita El autentico manabita,"1450 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:11:39,Rat Activity
3.9,40.843745,-73.938114,Popeyes Louisiana Kitchen,"601 W 172nd St, New York, NY 10032, USA",Treatments,2025-01-28 10:13:16,Bait applied
4.7,40.729132,-73.983714,Mama's Kitchen,"400 E 11th St, New York, NY 10009, USA",Stoppage,2025-01-28 10:16:00,Stoppage done
4.7,40.729132,-73.983714,Mama's Kitchen,"400 E 11th St, New York, NY 10009, USA",Stoppage,2025-01-28 10:16:00,Stoppage done
,40.699196,-73.915927,Bar blanquita,"1493 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:19:39,Rat Activity
4.2,40.784281,-73.977244,Spice (Upper West Side),"435 AMSTERDAM AVENUE AT, W 81st St, New York, NY 10024, USA",Initial,2025-01-28 10:21:00,Rat Activity
5.0,40.847584,-73.935397,El Pirata Street Food,"601 W 178th St, New York, NY 10033, USA",Treatments,2025-01-28 10:21:16,Bait applied
4.3,40.849588,-73.933868,Chick-fil-A,"601 W 181st St, NWQ of 181 St. &, St Nicholas Ave, New York, NY 10033, USA",Treatments,2025-01-28 10:27:16,Bait applied
,40.699196,-73.915927,Bar blanquita,"1493 Myrtle Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 10:27:39,Rat Activity
5.0,40.70961,-73.952571,Social Cues SLAY!,"369 Hooper St, Brooklyn, NY 11211, USA",Compliance,2025-01-28 10:28:00,Failed for Rat Act
,40.803089,-73.952576,Billy Harper,"New York, NY 10026, USA",Treatments,2025-01-28 10:28:49,Bait applied
,40.690603,-73.943456,Jose’ taco shop,"744 Lafayette Ave, Brooklyn, NY 11221, USA",Compliance,2025-01-28 10:30:00,Rat Activity
3.7,40.848947,-73.934235,Los Munchies St Nicholas Ave,"1405 St Nicholas Ave, New York, NY 10033, USA",Treatments,2025-01-28 10:31:01,Bait applied
4.7,40.770836,-73.902968,Mi Cielito Colombiano,"45-01 Ditmars Blvd, Astoria, NY 11105, USA",Treatments,2025-01-28 10:35:00,Bait applied
4.7,40.725344,-73.98321,Pineapple Club,"509 E 6th St, New York, NY 10009, USA",Treatments,2025-01-28 10:37:24,Bait applied
3.7,40.849686,-73.933236,Silver Palace,"1430 St Nicholas Ave, New York, NY 10033, USA",Treatments,2025-01-28 10:45:16,Bait applied
4.0,40.852745,-73.904975,Madison Cafe,"126 E Burnside Ave, Bronx, NY 10453, USA",Compliance,2025-01-28 10:45:52,Rat Activity
,40.792674,-73.971572,ביליס הוט דוג,"698 Amsterdam Ave, New York, NY 10025, USA",Treatments,2025-01-28 10:47:06,Bait applied
4.6,40.725436,-73.944751,Greta - Greenpoint neighborhood coffee shop,"204 Nassau Ave, Brooklyn, NY 11222, USA",Compliance,2025-01-28 10:49:00,Rat Activity
,40.784097,-73.978702,Julie's Beet,"210 W 80th St, New York, NY 10024, USA",Initial,2025-01-28 10:52:00,Rat Activity
4.6,40.84963,-73.932884,Habichuelas con Dulce,"570-598 W 182nd St, New York, NY 10033, USA",Treatments,2025-01-28 10:56:16,Bait applied
,40.740753,-73.9242,Samurai Sushi LLC,"47-32 41st St, Sunnyside, NY 11104, USA",Treatments,2025-01-28 10:57:39,Bait applied
5.0,40.864376,-73.896805,Fantasia Cakes,"ONLINE ONLY, 2564 Creston Ave, Bronx, NY 10468, USA",Initial,2025-01-28 10:59:09,Rat Activity
4.7,40.804639,-73.951185,The Monkey Cup,"1965 Adam Clayton Powell Jr Blvd, New York, NY 10026, USA",Treatments,2025-01-28 11:01:49,Bait applied
,40.792674,-73.971572,ביליס הוט דוג,"698 Amsterdam Ave, New York, NY 10025, USA",Treatments,2025-01-28 11:02:06,Bait applied
4.9,40.68759,-73.954515,STUPIDROMANS,"1063 Bedford Ave, Brooklyn, NY 11216, USA",Compliance,2025-01-28 11:06:29,Rat Activity
4.7,40.681551,-73.950066,Coffee With Milk,"504 Nostrand Ave, Brooklyn, NY 11216, USA",Compliance,2025-01-28 11:06:59,Rat Activity
,40.864398,-73.890856,Casa de papo ramonsito,"2640 Marion Ave, Bronx, NY 10458, USA",Treatments,2025-01-28 11:10:00,Bait applied
,40.788254,-73.980796,Lenwhich,"460 Columbus Ave, New York, NY 10024, USA",Treatments,2025-01-28 11:17:06,Bait applied
4.8,40.732457,-73.954312,BLND Coffee Studio,"141 India St, Brooklyn, NY 11222, USA",Compliance,2025-01-28 11:20:00,Rat Activity
4.8,40.732457,-73.954312,BLND Coffee Studio,"141 India St, Brooklyn, NY 11222, USA",Compliance,2025-01-28 11:20:00,Rat Activity
3.8,40.790298,-73.945394,LA ISLA RESTAURANT,"1883 3rd Ave, New York, NY 10029, USA",Treatments,2025-01-28 11:21:00,Bait applied
4.8,40.762955,-73.989844,LumLum,"404 W 49th St, New York, NY 10019, USA",Initial,2025-01-28 11:24:20,Rat Activity
4.4,40.711396,-73.945484,Desy's Clam,"672 Grand St, Brooklyn, NY 11211, USA",Initial,2025-01-28 11:25:00,Failed for Rat Act
5.0,40.727483,-73.985694,Tin Parlour,"127 1st Ave, New York, NY 10003, USA",Treatments,2025-01-28 11:25:24,Bait applied
5.0,40.791049,-73.9448,Fansway Japanese Grill,"1911 3rd Ave, New York, NY 10029, USA",Treatments,2025-01-28 11:28:00,Bait applied
4.0,40.858194,-73.904219,Running Cool Restaurant,"2263 Jerome Ave, Bronx, NY 10453, USA",Initial,2025-01-28 11:46:00,Rat Activity
3.9,40.799163,-73.967024,Papa Johns Pizza,"896 Amsterdam Ave, New York, NY 10025, USA",Treatments,2025-01-28 11:47:06,Bait applied
4.1,40.718544,-73.997583,La Nonna,"134 Mulberry St, New York, NY 10013, USA",Compliance,2025-01-28 11:48:00,Rat Activity
4.6,40.793314,-73.943635,109 Pizzeria,"1976 3rd Ave, New York, NY 10029, USA",Treatments,2025-01-28 11:50:00,Bait applied
,40.762492,-73.988229,Golden Juice,"355 W 49th St, New York, NY 10019, USA",Compliance,2025-01-28 11:51:20,Rat Activity
3.0,40.85864,-73.904303,Best China House Chinese Restaurant,"9 W 183rd St, Bronx, NY 10453, USA",Initial,2025-01-28 11:55:09,Failed for Other R
,40.844476,-73.893796,Sammy's sweets,"630 E 176th St, Bronx, NY 10457, USA",Initial,2025-01-28 11:55:52,Failed for Other R
3.9,40.799163,-73.967024,Papa Johns Pizza,"896 Amsterdam Ave, New York, NY 10025, USA",Treatments,2025-01-28 11:57:06,Bait applied
4.3,40.813522,-73.944706,Chez Maty Et Sokhna (Keur Sokhna),"2249 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA",Treatments,2025-01-28 11:57:49,Bait applied
4.7,40.755906,-73.967325,HACHE,"300 E 52nd St, New York, NY 10022, USA",Initial,2025-01-28 11:58:08,Failed for Rat Act
,40.844476,-73.893796,Sammy's sweets,"630 E 176th St, Bronx, NY 10457, USA",Initial,2025-01-28 11:59:52,Rat Activity
4.0,40.794075,-73.943117,El Chevere,"2000 3rd Ave, New York, NY 10029, USA",Treatments,2025-01-28 12:01:00,Monitoring visit
4.7,40.727245,-73.984901,Physical Graffitea,"96 St Marks Pl, New York, NY 10009, USA",Compliance,2025-01-28 12:02:25,Rat Activity
4.0,40.7192,-73.995381,Coffee,"118 Elizabeth St, New York, NY 10013, USA",Compliance,2025-01-28 12:03:00,Rat Activity
5.0,40.706001,-73.921756,Sazon De Abuela Food Truck,"41 Wyckoff Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 12:03:35,Rat Activity
5.0,40.706001,-73.921756,Sazon De Abuela Food Truck,"41 Wyckoff Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 12:03:35,Rat Activity
4.7,40.784065,-73.97803,Willet's Corner,"420 Amsterdam Ave, New York, NY 10024, USA",Initial,2025-01-28 12:12:00,Rat Activity
4.1,40.800098,-73.965747,Grain House 尚禾坊,"929 Amsterdam Ave, New York, NY 10025, USA",Treatments,2025-01-28 12:12:06,Bait applied
3.9,40.756162,-73.969344,Carol's Cafe,"217 E 51st St, New York, NY 10022, USA",Compliance,2025-01-28 12:16:08,Failed for Rat Act
4.8,40.729021,-73.98451,HAGS,"163 1st Ave, New York, NY 10003, USA",Compliance,2025-01-28 12:16:36,Rat Activity
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Compliance,2025-01-28 12:23:52,Failed for Other R
4.7,40.784065,-73.97803,Willet's Corner,"420 Amsterdam Ave, New York, NY 10024, USA",Initial,2025-01-28 12:24:00,Rat Activity
4.2,40.705699,-73.910423,Lucy's Vietnamese - Ridgewood,"5-52 Onderdonk Ave, Ridgewood, NY 11385, USA",Initial,2025-01-28 12:27:00,Rat Activity
4.1,40.723756,-73.996936,MatchaBar,"70 Prince St, New York, NY 10012, USA",Compliance,2025-01-28 12:29:00,Rat Activity
4.1,40.723756,-73.996936,MatchaBar,"70 Prince St, New York, NY 10012, USA",Compliance,2025-01-28 12:29:00,Rat Activity
4.6,40.679654,-73.964752,Formosa,"43 Underhill Ave, Brooklyn, NY 11238, USA",Compliance,2025-01-28 12:30:00,Rat Activity
,40.784097,-73.978702,Julie's Beet,"210 W 80th St, New York, NY 10024, USA",Initial,2025-01-28 12:39:00,Failed for Other R
,40.700495,-73.923272,Chidocos Mexican Bar and Grill,"1433 Dekalb Ave, Brooklyn, NY 11237, USA",Compliance,2025-01-28 12:40:35,Rat Activity
4.6,40.678468,-73.96436,The BAKERY on Bergen,"740 Bergen St, Brooklyn, NY 11238, USA",Compliance,2025-01-28 12:41:38,Failed for Rat Act
4.2,40.637233,-73.897276,Richard's Restaurant and Bar,"9404 Avenue L, Brooklyn, NY 11236, USA",Compliance,2025-01-28 12:45:33,Rat Activity
4.3,40.762581,-73.796759,D'Anna's Deli & Pizzeria,"169-08 Crocheron Ave, Flushing, NY 11358, USA",Compliance,2025-01-28 13:00:00,Rat Activity
,40.700495,-73.923272,Chidocos Mexican Bar and Grill,"1433 Dekalb Ave, Brooklyn, NY 11237, USA",Initial,2025-01-28 13:00:35,Rat Activity
5.0,40.729872,-73.991051,Francesca's Bakery - Astor Place,"E 8th St &, Lafayette St, New York, NY 10003, USA",Compliance,2025-01-28 13:02:00,Rat Activity
3.7,40.622084,-74.027343,My Teriyaki Food Cart,"Between 4th and 5th Ave, 86th St, Brooklyn, NY 11209, USA",Treatments,2025-01-28 13:35:00,Bait applied
4.4,40.671472,-73.98464,Mura Sushi,"370 5th Ave, Brooklyn, NY 11215, USA",Treatments,2025-01-28 13:47:46,Bait applied
4.3,40.670629,-73.982034,Park Slope Ale House,"356 6th Ave, Brooklyn, NY 11215, USA",Treatments,2025-01-28 14:02:00,Bait applied
