rating,latitude,longitude,restaurant_name,address,inspection_type,inspection_date,result
3.8,40.858229,-73.902707,Que Sabrosura! Restaurant & Bar,"48 E 183rd St, Bronx, NY 10453, USA",Compliance,2026-02-24T11:02:18.000,Rat Activity
3.8,40.814248,-73.936867,Lynx Kitchen,"1 W 137th St, New York, NY 10037, USA",Initial,2026-02-24T12:45:45.000,Rat Activity
3.8,40.814248,-73.936867,Lynx Kitchen,"1 W 137th St, New York, NY 10037, USA",Initial,2026-02-24T12:45:45.000,Rat Activity
3.8,40.814248,-73.936867,Lynx Kitchen,"1 W 137th St, New York, NY 10037, USA",Initial,2026-02-24T12:45:45.000,Rat Activity
3.8,40.814248,-73.936867,Lynx Kitchen,"1 W 137th St, New York, NY 10037, USA",Initial,2026-02-24T12:45:45.000,Rat Activity
4.6,40.708196,-74.004796,Playa Bowls,"50 Fulton St, New York, NY 10038, USA",Initial,2026-02-25T09:00:54.000,Failed for Rat Act
4.6,40.708196,-74.004796,Playa Bowls,"50 Fulton St, New York, NY 10038, USA",Initial,2026-02-25T09:00:54.000,Failed for Rat Act
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
5.0,40.85523,-73.889015,Afro Italiano,"2368 Hoffman St, Bronx, NY 10458, USA",Initial,2026-02-25T11:00:00.000,Failed for Other R
3.3,40.803752,-73.935352,Teriyaki Madness,"203 E 125th St, New York, NY 10035, USA",Initial,2026-02-25T11:34:00.000,Failed for Other R
4.3,40.772299,-73.955236,Anand,"304 E 78th St, New York, NY 10075, USA",Initial,2026-02-25T12:09:00.000,Failed for Other R
N/A,40.750611,-73.984351,AKRAM SIGNATURE,"16 w 37th St MOHAMED AKRAM, New York, NY 10018, USA",Compliance,2026-02-26T08:43:00.000,Failed for Other R
N/A,40.88281,-73.902266,ethan and beyond,"5731 Broadway, Bronx, NY 10463, USA",Initial,2026-02-26T09:00:00.000,Failed for Other R
3.8,40.826171,-73.94356,New Golden Empire,"757 St Nicholas Ave, New York, NY 10031, USA",Treatments,2026-02-26T10:20:14.000,Bait applied
3.8,40.826171,-73.94356,New Golden Empire,"757 St Nicholas Ave, New York, NY 10031, USA",Treatments,2026-02-26T10:30:04.000,Bait applied
N/A,40.803526,-73.952868,Catch 22,"St Nicholas Ave, New York, NY 10026, USA",Stoppage,2026-02-26T10:37:00.000,Stoppage done
4.6,40.829288,-73.944876,"Uptown Squeeze | Healthy Fresh Juice, Smoothie & Salad in Manhattan, NYC","1844 Amsterdam Ave, New York, NY 10031, USA",Treatments,2026-02-26T10:40:37.000,Bait applied
