rating,latitude,longitude,restaurant_name,address,inspection_type,inspection_date,result
3.5,40.688405,-73.962668,Stop 1 Deli Gourmet,"320 Lafayette Ave, Brooklyn, NY 11238, USA",Treatments,2026-02-18T09:50:12.000,Bait applied
2.7,40.848826,-73.932855,Caridad,"554 W 181st St, New York, NY 10033, USA",Treatments,2026-02-18T09:50:27.000,Bait applied
4.6,40.820396,-73.939679,Esayi Pizza & Deli,"2461 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",Stoppage,2026-02-18T09:56:00.000,Stoppage done
4.7,40.726406,-73.985956,Tajeen Halal Food Truck,"404 E 6th St, New York, NY 10009, USA",Initial,2026-02-18T10:03:47.000,Failed for Other R
3.9,40.848756,-73.932974,Jarto´e Sazon Restaurant,"554 W 181st St, New York, NY 10033, USA",Treatments,2026-02-18T10:10:38.000,Bait applied
3.9,40.848756,-73.932974,Jarto´e Sazon Restaurant,"554 W 181st St, New York, NY 10033, USA",Treatments,2026-02-18T10:10:38.000,Bait applied
4.5,40.685142,-73.929639,Pizza Crew,"234 Malcolm X Blvd, Brooklyn, NY 11221, USA",Stoppage,2026-02-18T10:24:00.000,Stoppage done
4,40.741191,-73.983285,Popeyes Louisiana Kitchen,"75 Lexington Ave, New York, NY 10010, USA",Treatments,2026-02-18T10:25:29.000,Bait applied
4.3,40.731257,-74.005292,Wild Cherry,"38 Commerce St, New York, NY 10014, USA",Initial,2026-02-18T10:29:19.000,Failed for Rat Act
4.6,40.800158,-73.952297,El Valle 46 Restaurante,"46 St Nicholas Ave, New York, NY 10026, USA",Initial,2026-02-18T10:30:35.000,Failed for Rat Act
4.7,40.805038,-73.955184,Levain Bakery,"2167 Frederick Douglass Blvd, New York, NY 10026, USA",Treatments,2026-02-18T10:31:03.000,Bait applied
3.9,40.73841,-73.982538,Pick A Bagel on 23rd street,"210 E 23rd St, New York, NY 10010, USA",Treatments,2026-02-18T10:32:29.000,Bait applied
2.7,40.848826,-73.932855,Caridad,"554 W 181st St, New York, NY 10033, USA",Treatments,2026-02-18T10:35:04.000,Bait applied
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:42:43.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:42:43.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:42:43.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:42:43.000,Failed for Other R
3.4,40.846589,-73.893471,McDonald's,"599 E Tremont Ave, Bronx, NY 10457, USA",Initial,2026-02-18T10:43:32.000,Rat Activity
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:46:09.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:46:09.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:46:09.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:46:09.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:50:15.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:50:15.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:50:15.000,Failed for Other R
1,40.726532,-73.985046,RAMEXICO,"102 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:50:15.000,Failed for Other R
4.4,40.701745,-73.923291,Il Bel Paese Pizzeria & Trattoria,"305 Knickerbocker Ave, Brooklyn, NY 11237, USA",Stoppage,2026-02-18T10:55:00.000,Stoppage done
4.4,40.789352,-73.974012,Bodrum,"584 Amsterdam Ave, New York, NY 10024, USA",Initial,2026-02-18T10:55:47.000,Rat Activity
4.6,40.726568,-73.98429,SHINN EAST,"119 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T10:58:43.000,Rat Activity
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T10:59:42.000,Rat Activity
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T10:59:42.000,Rat Activity
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T10:59:42.000,Rat Activity
4.6,40.726568,-73.98429,SHINN EAST,"119 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T11:02:13.000,Rat Activity
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T11:04:54.000,Rat Activity
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T11:04:54.000,Rat Activity
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T11:04:54.000,Rat Activity
4.6,40.726199,-73.984274,The Fragile Flour,"122 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T11:10:46.000,Failed for Other R
4.6,40.726199,-73.984274,The Fragile Flour,"122 E 7th St, New York, NY 10009, USA",Initial,2026-02-18T11:10:46.000,Failed for Other R
4.2,40.725833,-73.989444,The Black Ant,"60 2nd Ave, New York, NY 10003, USA",Compliance,2026-02-18T11:11:22.000,Failed for Rat Act
4.8,40.742514,-73.977892,Kips Bay Deli,"545 2nd Ave, New York, NY 10016, USA",Compliance,2026-02-18T11:18:00.000,Rat Activity
4.1,40.702338,-73.919777,Santa Ana Deli & Grocery,"171 Irving Ave, Brooklyn, NY 11237, USA",Stoppage,2026-02-18T11:20:00.000,Stoppage done
4.4,40.837577,-73.910187,Barese Pizza,"305 E 170th St, Bronx, NY 10456, USA",Compliance,2026-02-18T11:25:40.000,Rat Activity
4.7,40.82543,-73.940454,Common Good Harlem,"2801 Frederick Douglass Blvd, New York, NY 10039, USA",Compliance,2026-02-18T11:29:32.000,Rat Activity
4.5,40.729307,-73.988862,MINE Craft Sushi 峰寿司,"15 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T11:29:45.000,Rat Activity
4.5,40.729307,-73.988862,MINE Craft Sushi 峰寿司,"15 St Marks Pl, New York, NY 10003, USA",Initial,2026-02-18T11:29:45.000,Rat Activity
N/A,40.792674,-73.971572,ביליס הוט דוג,"698 Amsterdam Ave, New York, NY 10025, USA",Compliance,2026-02-18T11:30:15.000,Failed for Rat Act
4.8,40.726118,-73.983958,Titi's Empanadas,"130 E 7th St floor 2, New York, NY 10009, USA",Initial,2026-02-18T11:35:00.000,Failed for Other R
2.7,40.726055,-73.983543,Bread Alone Bakery - Tompkins Square,"Avenue A &, E 7th St, New York, NY 10009, USA",Initial,2026-02-18T11:40:22.000,Failed for Other R
4.1,40.822277,-73.940175,Sabba's Chicken Harlem,"219 W 145th St, New York, NY 10039, USA",Initial,2026-02-18T11:49:59.000,Rat Activity
4.8,40.725839,-73.983485,96 Tears,"110 Avenue A, New York, NY 10009, USA",Initial,2026-02-18T11:53:57.000,Failed for Other R
3.7,40.848947,-73.934235,Los Munchies St Nicholas Ave,"1405 St Nicholas Ave, New York, NY 10033, USA",Treatments,2026-02-18T11:55:31.000,Bait applied
4.1,40.822277,-73.940175,Sabba's Chicken Harlem,"219 W 145th St, New York, NY 10039, USA",Initial,2026-02-18T11:55:59.000,Rat Activity
N/A,40.792674,-73.971572,ביליס הוט דוג,"698 Amsterdam Ave, New York, NY 10025, USA",Compliance,2026-02-18T12:00:30.000,Failed for Rat Act
4.4,40.617958,-73.932031,Oasis Diner,"2132 Flatbush Ave, Brooklyn, NY 11234, USA",Compliance,2026-02-18T12:11:59.000,Rat Activity
4.1,40.728917,-73.98715,Sly Fox,"140 2nd Ave, New York, NY 10003, USA",Initial,2026-02-18T12:20:32.000,Failed for Other R
N/A,40.699025,-73.914649,Mangiamo Pizza,"298 Irving Ave, Brooklyn, NY 11237, USA",Compliance,2026-02-18T12:30:31.000,Rat Activity
N/A,40.699025,-73.914649,Mangiamo Pizza,"298 Irving Ave, Brooklyn, NY 11237, USA",Compliance,2026-02-18T12:30:31.000,Rat Activity
4.3,40.854174,-73.89901,La Loteria Pizzeria,"301 E 181st St, Bronx, NY 10457, USA",Treatments,2026-02-18T12:35:07.000,Bait applied
3.3,40.849169,-73.937109,La Gran Parada,"4223 Broadway, New York, NY 10033, USA",Treatments,2026-02-18T13:30:12.000,Bait applied
3.7,40.849853,-73.935799,Tamarindo,"4250 Broadway, New York, NY 10033, USA",Treatments,2026-02-18T13:40:22.000,Bait applied
N/A,40.823007,-73.941524,molay-lay,"2730 Frederick Douglass Blvd, New York, NY 10039, USA",Initial,2026-02-18T13:45:59.000,Rat Activity
4.2,40.734142,-74.003068,Empellon Taqueria & Bar,"230 W 4th St, New York, NY 10014, USA",Initial,2026-02-18T15:07:19.000,Failed for Rat Act
4.3,40.753992,-73.968583,Poulette Rotisserie Chicken,"304 E 49th St, New York, NY 10017, USA",Initial,2026-02-19T08:40:36.000,Failed for Rat Act
4.3,40.753992,-73.968583,Poulette Rotisserie Chicken,"304 E 49th St, New York, NY 10017, USA",Initial,2026-02-19T08:40:36.000,Failed for Rat Act
4.8,40.86672,-73.920366,Galicia Tapas,"575 W 207th St, New York, NY 10034, USA",Compliance,2026-02-19T08:58:33.000,Failed for Rat Act
4.6,40.739079,-73.993565,SWERVE Fitness Flatiron,"30 W 18th St, New York, NY 10011, USA",Initial,2026-02-19T09:02:00.000,Failed for Other R
4.6,40.739079,-73.993565,SWERVE Fitness Flatiron,"30 W 18th St, New York, NY 10011, USA",Initial,2026-02-19T09:02:00.000,Failed for Other R
N/A,40.729396,-73.985359,Buddha Matcha,"512 E 12th St, New York, NY 10009, USA",Treatments,2026-02-19T09:27:24.000,Bait applied
4,40.7192,-73.995381,Coffee,"118 Elizabeth St, New York, NY 10013, USA",Stoppage,2026-02-19T09:37:00.000,Stoppage done
4.9,40.855828,-73.92872,Taqueria y paleteria la michuacana,"1630 St Nicholas Ave, New York, NY 10040, USA",Treatments,2026-02-19T09:50:48.000,Bait applied
3.7,40.759816,-73.996275,Kafe Mohd Azrol - NYC Outlet,"510 W 42nd St, New York, NY 10036, USA",Stoppage,2026-02-19T09:58:00.000,Stoppage done
3,40.795715,-73.935899,Oceloti Diner,"2247 1st Ave, New York, NY 10029, USA",Initial,2026-02-19T10:03:00.000,Rat Activity
4.1,40.726585,-73.993586,Jac's on Bond,"26 Bond St, New York, NY 10012, USA",Stoppage,2026-02-19T10:07:00.000,Stoppage done
4.3,40.862523,-73.903065,Maria Bonita Bakery Juice Bar,"42 W Fordham Rd, Bronx, NY 10468, USA",Treatments,2026-02-19T10:10:00.000,Bait applied
4.9,40.795513,-73.936008,BIG BACK CHICKEN AND GYRO,"2239 1st Ave, New York, NY 10029, USA",Initial,2026-02-19T10:13:00.000,Rat Activity
4.8,40.666305,-73.931895,The Smoker's Room,"1639 Carroll St, Brooklyn, NY 11213, USA",Initial,2026-02-19T10:21:36.000,Failed for Other R
4.2,40.667309,-73.931439,Tony's Pizza,"312 Utica Ave, Brooklyn, NY 11213, USA",Initial,2026-02-19T10:24:03.000,Failed for Rat Act
4.3,40.849588,-73.933868,Chick-fil-A,"601 W 181st St, NWQ of 181 St. &, St Nicholas Ave, New York, NY 10033, USA",Treatments,2026-02-19T10:25:48.000,Bait applied
4.7,40.666415,-73.931202,Steam'r Cafe,"341 Utica Ave, Brooklyn, NY 11213, USA",Initial,2026-02-19T10:35:45.000,Failed for Other R
N/A,40.72953,-74.000996,Shawuarma,"97 MacDougal St, New York, NY 10012, USA",Stoppage,2026-02-19T10:37:00.000,Stoppage done
N/A,40.72953,-74.000996,Shawuarma,"97 MacDougal St, New York, NY 10012, USA",Stoppage,2026-02-19T10:37:00.000,Stoppage done
4.1,40.666771,-73.931432,Royal Cuisine,"324 Utica Ave, Brooklyn, NY 11213, USA",Initial,2026-02-19T10:40:03.000,Failed for Other R
3,40.836909,-73.938871,Yummy Grill,"2089 Amsterdam Ave, New York, NY 10032, USA",Compliance,2026-02-19T10:40:14.000,Rat Activity
3,40.836909,-73.938871,Yummy Grill,"2089 Amsterdam Ave, New York, NY 10032, USA",Compliance,2026-02-19T10:40:14.000,Rat Activity
4.5,40.728842,-74.001644,Dante NYC,"79-81 MacDougal St, New York, NY 10012, USA",Stoppage,2026-02-19T10:43:00.000,Stoppage done
4,40.727142,-74.003159,Croft Alley,"210 6th Ave, New York, NY 10014, USA",Stoppage,2026-02-19T10:48:00.000,Stoppage done
4.5,40.594224,-73.935674,David's pizza. &Bakery,"3042 Avenue X, Brooklyn, NY 11235, USA",Compliance,2026-02-19T10:50:59.000,Failed for Other R
4.5,40.756101,-73.966032,Kealoha Sushi & Poke Bowl,"330 E 53rd St, New York, NY 10022, USA",Compliance,2026-02-19T10:52:36.000,Failed for Rat Act
N/A,40.685919,-73.929484,Sa Imong,"209 Malcolm X Blvd Apt 2R, Brooklyn, NY 11221, USA",Treatments,2026-02-19T10:55:20.000,Bait applied
5,40.843652,-73.934064,Bartolobritura,"174 Amsterdam Ave, New York, NY 10033, USA",Treatments,2026-02-19T10:55:48.000,Bait applied
4.3,40.724556,-74.005748,Taureau,"558 Broome St, New York, NY 10013, USA",Stoppage,2026-02-19T10:58:00.000,Stoppage done
4.3,40.724556,-74.005748,Taureau,"558 Broome St, New York, NY 10013, USA",Stoppage,2026-02-19T10:58:00.000,Stoppage done
3.8,40.731086,-73.989111,Saki,"56 3rd Ave, New York, NY 10003, USA",Treatments,2026-02-19T10:58:24.000,Bait applied
3.7,40.759816,-73.996275,Kafe Mohd Azrol - NYC Outlet,"510 W 42nd St, New York, NY 10036, USA",Initial,2026-02-19T11:05:00.000,Failed for Rat Act
4.3,40.731709,-73.989942,Amsterdam Billiards,"110 E 11th St, New York, NY 10003, USA",Initial,2026-02-19T11:08:22.000,Failed for Other R
1,40.843197,-73.934941,Mi casa,"503 W 173rd St, New York, NY 10032, USA",Treatments,2026-02-19T11:10:48.000,Bait applied
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Treatments,2026-02-19T11:12:24.000,Bait applied
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Treatments,2026-02-19T11:12:24.000,Bait applied
4.3,40.729428,-73.989132,Gem Bing Shop 好吃煎饼,"9 St Marks Pl, New York, NY 10003, USA",Treatments,2026-02-19T11:12:24.000,Bait applied
4.3,40.68549,-73.929794,Crab Bros,"222 Malcolm X Blvd, Brooklyn, NY 11221, USA",Treatments,2026-02-19T11:13:41.000,Bait applied
3.6,40.668007,-73.931016,Jamaican Flavors,"295 Utica Ave, Brooklyn, NY 11213, USA",Compliance,2026-02-19T11:18:40.000,Failed for Other R
4.6,40.728482,-73.98799,Eim Khao Mun Kai East Village,"129 2nd Ave, New York, NY 10003, USA",Treatments,2026-02-19T11:24:24.000,Bait applied
4.5,40.685142,-73.929639,Pizza Crew,"234 Malcolm X Blvd, Brooklyn, NY 11221, USA",Treatments,2026-02-19T11:31:52.000,Bait applied
3,40.857863,-73.901626,Outfield,"106 E 183rd St, Bronx, NY 10453, USA",Compliance,2026-02-19T11:37:53.000,Failed for Rat Act
3,40.857863,-73.901626,Outfield,"106 E 183rd St, Bronx, NY 10453, USA",Compliance,2026-02-19T11:37:53.000,Failed for Rat Act
4.1,40.841586,-73.935892,El Nuevo Taino,"2228 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-19T11:40:48.000,Bait applied
4.4,40.825148,-73.951065,Malecón Express Restaurant,"3500 Broadway, New York, NY 10031, USA",Treatments,2026-02-19T11:52:58.000,Bait applied
2.5,40.83958,-73.91644,Urban Flame Steakhouse,"Inside Fresco, 62 E 170th St, Bronx, NY 10452, USA",Compliance,2026-02-19T11:54:00.000,Rat Activity
4,40.841333,-73.936224,Angela's Cake,"2220 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-19T12:10:48.000,Bait applied
4.4,40.825148,-73.951065,Malecón Express Restaurant,"3500 Broadway, New York, NY 10031, USA",Treatments,2026-02-19T12:15:04.000,Bait applied
4.2,40.825787,-73.948497,Wats On Your Plate,"513 W 145th St, New York, NY 10031, USA",Treatments,2026-02-19T12:35:05.000,Bait applied
4.9,40.692654,-73.921171,Laziza cafe,"436 Evergreen Ave, Brooklyn, NY 11221, USA",Compliance,2026-02-19T12:40:18.000,Rat Activity
4.2,40.825787,-73.948497,Wats On Your Plate,"513 W 145th St, New York, NY 10031, USA",Treatments,2026-02-19T12:51:11.000,Bait applied
5,40.854932,-73.896078,KalonnHealthyMeals,"405 E 182nd St apt 5a, Bronx, NY 10457, USA",Compliance,2026-02-19T12:58:54.000,Failed for Rat Act
4.2,40.825787,-73.948497,Wats On Your Plate,"513 W 145th St, New York, NY 10031, USA",Treatments,2026-02-19T13:20:19.000,Bait applied
3.9,40.664439,-73.931137,BK HALAL GRILL,"411 Utica Ave, Brooklyn, NY 11213, USA",Initial,2026-02-19T13:30:38.000,Failed for Other R
4.2,40.825787,-73.948497,Wats On Your Plate,"513 W 145th St, New York, NY 10031, USA",Treatments,2026-02-19T13:32:00.000,Bait applied
5,40.825903,-73.947366,Texas Chicken & burger,"1734 Amsterdam Ave, New York, NY 10031, USA",Treatments,2026-02-19T13:45:17.000,Bait applied
4.3,40.700074,-73.924249,The Wheelhouse,"165 Wilson Ave, Brooklyn, NY 11237, USA",Initial,2026-02-19T13:50:32.000,Rat Activity
3.6,40.699828,-73.923847,Fire House Deli & Grill,"1389 Dekalb Ave #2F, Brooklyn, NY 11237, USA",Initial,2026-02-19T13:59:32.000,Rat Activity
4.2,40.699311,-73.923972,Mi Bella Cholulita,"1386 Dekalb Ave, Brooklyn, NY 11221, USA",Initial,2026-02-19T14:10:32.000,Rat Activity
4.2,40.699311,-73.923972,Mi Bella Cholulita,"1386 Dekalb Ave, Brooklyn, NY 11221, USA",Initial,2026-02-19T14:16:32.000,Rat Activity
4.6,40.829288,-73.944876,"Uptown Squeeze | Healthy Fresh Juice, Smoothie & Salad in Manhattan, NYC","1844 Amsterdam Ave, New York, NY 10031, USA",Treatments,2026-02-19T14:55:41.000,Bait applied
4.6,40.829288,-73.944876,"Uptown Squeeze | Healthy Fresh Juice, Smoothie & Salad in Manhattan, NYC","1844 Amsterdam Ave, New York, NY 10031, USA",Treatments,2026-02-19T15:15:36.000,Bait applied
4.6,40.703127,-73.921876,Amaranto,"887 Hart St, Brooklyn, NY 11237, USA",Initial,2026-02-20T09:04:45.000,Rat Activity
