inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
Initial,14247417,PC8663570,1,1017350032,1,01735,0032,5,WEST 137 STREET,10037,40.814280554987,-73.937244205506,Manhattan,2026-02-24T12:54:45.000,Rat Activity,2026-02-25T10:36:59.000,"{'latitude': '40.814280554987', 'longitude': '-73.937244205506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,212,1053916,Harlem (North),,
Initial,14247386,PC8668943,1,1017750170,1,01775,0170,100,EAST 128 STREET,10035,40.806886329785,-73.937464328175,Manhattan,2026-02-24T12:55:00.000,Rat Activity,2026-02-25T09:41:25.000,"{'latitude': '40.806886329785', 'longitude': '-73.937464328175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,242,1054501,East Harlem (North),,
Initial,14247418,PC8664147,1,1017350031,1,01735,0031,7,WEST 137 STREET,10037,40.814299793842,-73.937291152104,Manhattan,2026-02-24T12:58:45.000,Rat Activity,2026-02-25T10:41:53.000,"{'latitude': '40.814299793842', 'longitude': '-73.937291152104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,212,1053915,Harlem (North),,
Initial,14247392,PC8668728,1,1017750165,1,01775,0165,112,EAST 128 STREET,10035,40.806669208478,-73.936940754981,Manhattan,2026-02-24T13:07:00.000,Failed for Other R,2026-02-25T09:48:10.000,"{'latitude': '40.806669208478', 'longitude': '-73.936940754981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,242,1054499,East Harlem (North),,
Initial,14247420,PC8662857,1,1017350027,1,01735,0027,13,WEST 137 STREET,10037,40.814357506356,-73.937424766704,Manhattan,2026-02-24T13:08:45.000,Rat Activity,2026-02-25T11:08:49.000,"{'latitude': '40.814357506356', 'longitude': '-73.937424766704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,212,1053912,Harlem (North),,
Initial,14247421,PC8663419,1,1017350025,1,01735,0025,15,WEST 137 STREET,10037,40.81437674317,-73.937468100729,Manhattan,2026-02-24T13:12:45.000,Failed for Rat Act,2026-02-25T11:14:09.000,"{'latitude': '40.81437674317', 'longitude': '-73.937468100729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,212,1053911,Harlem (North),,
Initial,14247601,PC8672758,1,3017300008,3,01730,0008,499,MARCY AVENUE,11206,40.69829318638,-73.949774133832,Brooklyn,2026-02-25T08:40:00.000,Failed for Other R,2026-02-26T12:10:45.000,"{'latitude': '40.69829318638', 'longitude': '-73.949774133832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,257,3048362,Bedford-Stuyvesant (West),,
Initial,14247630,PC8671659,1,1000950027,1,00095,0027,49,FULTON STREET,10038,40.708171546156,-74.004620442474,Manhattan,2026-02-25T09:00:54.000,Failed for Rat Act,2026-02-26T08:04:45.000,"{'latitude': '40.708171546156', 'longitude': '-74.004620442474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,1,1501,1001290,Financial District-Battery Park City,982969,197285
Initial,14247613,PC8672624,1,3017250003,3,01725,0003,493,MARCY AVENUE,11206,40.698542984267,-73.949828040625,Brooklyn,2026-02-25T09:06:00.000,Failed for Other R,2026-02-26T09:33:10.000,"{'latitude': '40.698542984267', 'longitude': '-73.949828040625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,257,3048343,Bedford-Stuyvesant (West),,
Initial,14247615,PC8672603,1,3017200001,3,01720,0001,475,MARCY AVENUE,11206,40.699086497867,-73.949939428732,Brooklyn,2026-02-25T09:26:00.000,Failed for Other R,2026-02-26T09:35:16.000,"{'latitude': '40.699086497867', 'longitude': '-73.949939428732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,257,3338503,Bedford-Stuyvesant (West),,
Initial,14247616,PC8672642,1,3017180030,3,01718,0030,502,FLUSHING AVENUE,11205,40.6992968623,-73.954151570291,Brooklyn,2026-02-25T09:48:00.000,Failed for Rat Act,2026-02-26T11:55:36.000,"{'latitude': '40.6992968623', 'longitude': '-73.954151570291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,1237,3048310,Bedford-Stuyvesant (West),,
Initial,14247620,PC8672559,1,3017180047,3,01718,0047,40,NOSTRAND AVENUE,11205,40.698780482666,-73.953253934853,Brooklyn,2026-02-25T10:05:00.000,Failed for Other R,2026-02-26T09:40:21.000,"{'latitude': '40.698780482666', 'longitude': '-73.953253934853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,1237,3048316,Bedford-Stuyvesant (West),,
Initial,14247621,PC8672402,1,3017180001,3,01718,0001,60,NOSTRAND AVENUE,11205,40.698280894515,-73.95315691461,Brooklyn,2026-02-25T10:09:00.000,Rat Activity,2026-02-26T09:42:21.000,"{'latitude': '40.698280894515', 'longitude': '-73.95315691461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,1237,3000000,Bedford-Stuyvesant (West),,
Initial,14247481,PC8668979,1,1017680021,1,01769,0021,150,EAST 120 STREET,10035,40.801054818029,-73.939474463348,Manhattan,2026-02-25T10:10:00.000,Failed for Other R,2026-02-26T10:13:15.000,"{'latitude': '40.801054818029', 'longitude': '-73.939474463348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,196,1083501,East Harlem (North),,
Initial,14247518,PC8670876,1,2030910035,2,03091,0035,2483,CAMBRELENG AVENUE,10458,40.856784831364,-73.883499575369,Bronx,2026-02-25T10:15:52.000,Failed for Other R,2026-02-27T08:33:32.000,"{'latitude': '40.856784831364', 'longitude': '-73.883499575369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2116146,Belmont,,
Initial,14247624,PC8671514,1,3017170031,3,01717,0031,490,FLUSHING AVENUE,11205,40.69921205913,-73.954869305755,Brooklyn,2026-02-25T10:32:00.000,Failed for Rat Act,2026-02-26T10:27:51.000,"{'latitude': '40.69921205913', 'longitude': '-73.954869305755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,1237,3338484,Bedford-Stuyvesant (West),,
Initial,14247625,PC8671562,1,3017177501,3,01717,7501,18,WARSOFF PLACE,11205,40.698574990301,-73.954159281401,Brooklyn,2026-02-25T10:38:00.000,Rat Activity,2026-02-26T10:28:45.000,"{'latitude': '40.698574990301', 'longitude': '-73.954159281401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,1237,3329613,Bedford-Stuyvesant (West),,
Initial,14247525,PC8670699,1,2030910001,2,03091,0001,2480,BELMONT AVENUE,10458,40.856736524095,-73.884587773472,Bronx,2026-02-25T10:45:52.000,Rat Activity,2026-02-27T08:53:35.000,"{'latitude': '40.856736524095', 'longitude': '-73.884587773472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2012561,Belmont,,
Initial,14247642,PC8670194,1,1020630054,1,02063,0054,452,WEST 149 STREET,10031,40.827374125906,-73.944827154876,Manhattan,2026-02-25T10:47:00.000,Rat Activity,2026-02-26T08:45:09.000,"{'latitude': '40.827374125906', 'longitude': '-73.944827154876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,231,1061526,Hamilton Heights-Sugar Hill,,
Initial,14247508,PC8671718,1,1015400042,1,01540,0042,210,EAST 95 STREET,10128,40.78413804092,-73.9489652553,Manhattan,2026-02-25T10:49:00.000,Rat Activity,2026-02-26T07:55:04.000,"{'latitude': '40.78413804092', 'longitude': '-73.9489652553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,15601,1049236,Upper East Side-Yorkville,998367,224974
Initial,14247644,PC8670335,1,1020630060,1,02063,0060,1795,AMSTERDAM AVENUE,10031,40.827624380383,-73.945842312999,Manhattan,2026-02-25T10:57:42.000,Rat Activity,2026-02-26T08:43:14.000,"{'latitude': '40.827624380383', 'longitude': '-73.945842312999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,231,1061528,Hamilton Heights-Sugar Hill,,
Initial,14247452,PC8669207,1,2030540034,2,03054,0034,2365,HOFFMAN STREET,10458,40.855275291188,-73.88911257626,Bronx,2026-02-25T11:00:00.000,Failed for Other R,2026-02-26T12:30:07.000,"{'latitude': '40.855275291188', 'longitude': '-73.88911257626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,387,2011670,Belmont,,
Initial,14247529,PC8670887,1,2030910008,2,03091,0008,2498,BELMONT AVENUE,10458,40.857306947456,-73.884109596504,Bronx,2026-02-25T11:01:52.000,Failed for Other R,2026-02-27T08:56:04.000,"{'latitude': '40.857306947456', 'longitude': '-73.884109596504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2000000,Belmont,,
Initial,14247645,PC8670780,1,1020630061,1,02063,0061,1793,AMSTERDAM AVENUE,10031,40.827574992099,-73.945878487362,Manhattan,2026-02-25T11:04:42.000,Rat Activity,2026-02-26T09:33:03.000,"{'latitude': '40.827574992099', 'longitude': '-73.945878487362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,231,1061529,Hamilton Heights-Sugar Hill,,
Initial,14247455,PC8669128,1,2030540023,2,03054,0023,566,EAST 187 STREET,10458,40.856180723448,-73.888771254324,Bronx,2026-02-25T11:13:00.000,Failed for Other R,2026-02-26T12:31:18.000,"{'latitude': '40.856180723448', 'longitude': '-73.888771254324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,387,2011663,Belmont,,
Initial,14247457,PC8669268,1,2030540010,2,03054,0010,2364,LORILLARD PLACE,10458,40.855567038626,-73.889950751688,Bronx,2026-02-25T11:23:00.000,Failed for Other R,2026-02-26T12:32:19.000,"{'latitude': '40.855567038626', 'longitude': '-73.889950751688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,387,2011655,Belmont,,
Initial,14247495,PC8669499,1,1017907501,1,01790,7501,201,EAST 125TH STREET,10035,40.803558594651,-73.935473591582,Manhattan,2026-02-25T11:34:00.000,Failed for Other R,2026-02-26T15:23:44.000,"{'latitude': '40.803558594651', 'longitude': '-73.935473591582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,242,1054682,East Harlem (North),,
Initial,14247660,PC8670224,1,1020630113,1,02063,0113,426,CONVENT AVENUE,10031,40.826808626085,-73.944654184339,Manhattan,2026-02-25T12:00:42.000,Rat Activity,2026-02-26T09:47:37.000,"{'latitude': '40.826808626085', 'longitude': '-73.944654184339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,231,1061534,Hamilton Heights-Sugar Hill,,
Initial,14247511,PC8660299,1,1014530005,1,01453,0005,305,EAST 78 STREET,10075,40.772475406064,-73.955119127529,Manhattan,2026-02-25T12:09:00.000,Failed for Other R,2026-02-26T07:53:48.000,"{'latitude': '40.772475406064', 'longitude': '-73.955119127529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,134,1045235,Upper East Side-Lenox Hill-Roosevelt Island,,
Initial,14247513,PC8671015,1,1014720033,1,01472,0033,442,EAST 78 STREET,10075,40.771217119947,-73.952177558971,Manhattan,2026-02-25T12:37:00.000,Rat Activity,2026-02-26T07:59:42.000,"{'latitude': '40.771217119947', 'longitude': '-73.952177558971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,13203,1045996,Upper East Side-Lenox Hill-Roosevelt Island,997496,220258
Initial,14247907,PC8673556,1,1011540101,1,01154,0101,70,AMSTERDAM AVENUE,10023,40.772631543851,-73.986002449909,Manhattan,2026-02-26T08:00:00.000,Rat Activity,2026-02-27T09:40:39.000,"{'latitude': '40.772631543851', 'longitude': '-73.986002449909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,15101,1082575,Upper West Side-Lincoln Square,988127,220770
Initial,14247862,PC8663484,1,3016510070,3,01651,0070,657,JEFFERSON AVENUE,11221,40.685397107384,-73.931661802458,Brooklyn,2026-02-26T08:12:00.000,Rat Activity,2026-02-27T08:06:09.000,"{'latitude': '40.685397107384', 'longitude': '-73.931661802458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3045521,Bedford-Stuyvesant (East),,
Initial,14247868,PC8663494,1,3016510063,3,01651,0063,671,JEFFERSON AVENUE,11221,40.685446261031,-73.931239888507,Brooklyn,2026-02-26T08:24:00.000,Rat Activity,2026-02-27T08:11:22.000,"{'latitude': '40.685446261031', 'longitude': '-73.931239888507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3045514,Bedford-Stuyvesant (East),,
Compliance,14247948,PC8632464,2,1008380065,1,00838,0065,26,WEST   37 STREET,10018,40.750769315361,-73.984227716798,Manhattan,2026-02-26T08:43:00.000,Failed for Other R,2026-02-27T07:23:05.000,"{'latitude': '40.750769315361', 'longitude': '-73.984227716798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,4,84,1015946,Midtown-Times Square,988620,212805
Initial,14247723,PC8671475,1,3017130004,3,01713,0004,29,KANE PLACE,11233,40.677410303485,-73.923742108779,Brooklyn,2026-02-26T08:45:31.000,Rat Activity,2026-02-27T14:23:25.000,"{'latitude': '40.677410303485', 'longitude': '-73.923742108779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,299,3048253,Bedford-Stuyvesant (East),,
Initial,14247873,PC8663684,1,3016510058,3,01651,0058,683,JEFFERSON AVENUE,11221,40.685489960555,-73.930879276041,Brooklyn,2026-02-26T08:48:00.000,Rat Activity,2026-02-27T08:57:35.000,"{'latitude': '40.685489960555', 'longitude': '-73.930879276041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3045509,Bedford-Stuyvesant (East),,
Initial,14247843,PC8673456,1,1005640054,1,00564,0054,77,EAST   12 STREET,10003,40.732983948942,-73.990568031726,Manhattan,2026-02-26T08:53:00.000,Rat Activity,2026-02-27T07:43:06.000,"{'latitude': '40.732983948942', 'longitude': '-73.990568031726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,2,61,1009212,Greenwich Village,986864,206325
Initial,14247874,PC8663309,1,3016510055,3,01651,0055,693,JEFFERSON AVENUE,11221,40.685522714805,-73.930576365333,Brooklyn,2026-02-26T08:53:00.000,Rat Activity,2026-02-27T09:00:29.000,"{'latitude': '40.685522714805', 'longitude': '-73.930576365333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3045507,Bedford-Stuyvesant (East),,
Initial,14247737,PC8671495,1,3017130020,3,01713,0020,916,HERKIMER STREET,11233,40.678181228906,-73.923207643015,Brooklyn,2026-02-26T08:59:42.000,Failed for Other R,2026-02-27T15:08:19.000,"{'latitude': '40.678181228906', 'longitude': '-73.923207643015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,299,3048266,Bedford-Stuyvesant (East),,
Initial,14247852,PC8672138,1,2057600161,2,05760,0161,5731,BROADWAY,10463,40.882619171515,-73.902187114752,Bronx,2026-02-26T09:00:00.000,Failed for Other R,2026-02-27T10:21:10.000,"{'latitude': '40.882619171515', 'longitude': '-73.902187114752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,287,2127041,Kingsbridge-Marble Hill,,
Compliance,14247908,PC8658627,2,1011397503,1,01139,7503,1998,BROADWAY,10023,40.775359297524,-73.982160242675,Manhattan,2026-02-26T09:15:18.000,Rat Activity,2026-02-27T09:50:04.000,"{'latitude': '40.775359297524', 'longitude': '-73.982160242675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,15302,1084564,Upper West Side-Lincoln Square,989191,221764
Initial,14247879,PC8663870,1,3016610054,3,01661,0054,569,HALSEY STREET,11233,40.684081399658,-73.930069482635,Brooklyn,2026-02-26T09:18:00.000,Rat Activity,2026-02-27T10:25:58.000,"{'latitude': '40.684081399658', 'longitude': '-73.930069482635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3046171,Bedford-Stuyvesant (East),,
Treatments,3064546,PC8621323,4,1019930102,1,01993,0102,192,CLAREMONT AVENUE,10027,40.814944026254,-73.960122885479,Manhattan,2026-02-26T09:18:04.000,Bait applied,2026-02-27T13:06:50.000,"{'latitude': '40.814944026254', 'longitude': '-73.960122885479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,211,1059860,Morningside Heights,995288,236188
Initial,14247949,PC8671948,1,1007350061,1,00735,0061,440,WEST   38 STREET,10018,40.756627654881,-73.996217205479,Manhattan,2026-02-26T09:25:59.000,Failed for Other R,2026-02-27T07:25:07.000,"{'latitude': '40.756627654881', 'longitude': '-73.996217205479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,111,1012982,Chelsea-Hudson Yards,985298,214939
Initial,14247883,PC8664081,1,3016610059,3,01661,0059,561A,HALSEY STREET,11233,40.684051363037,-73.930325511448,Brooklyn,2026-02-26T09:28:00.000,Rat Activity,2026-02-27T10:29:07.000,"{'latitude': '40.684051363037', 'longitude': '-73.930325511448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3046176,Bedford-Stuyvesant (East),,
Treatments,3064531,PC8557852,9,1020740055,1,02074,0055,528,West 143 St,10031,40.824648340404,-73.950274578423,Manhattan,2026-02-26T09:30:57.000,Bait applied,2026-02-27T08:52:41.000,"{'latitude': '40.824648340404', 'longitude': '-73.950274578423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061869,Hamilton Heights-Sugar Hill,,
Initial,14247886,PC8663560,1,3016610064,3,01661,0064,555,HALSEY STREET,11233,40.684029520843,-73.93051663079,Brooklyn,2026-02-26T09:36:00.000,Failed for Rat Act,2026-02-27T10:32:00.000,"{'latitude': '40.684029520843', 'longitude': '-73.93051663079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3046181,Bedford-Stuyvesant (East),,
Treatments,3064532,PC8559580,9,1020500041,1,02050,0041,349,Convent Avenue,10031,40.824339202625,-73.946433952673,Manhattan,2026-02-26T09:40:03.000,Bait applied,2026-02-27T08:39:20.000,"{'latitude': '40.824339202625', 'longitude': '-73.946433952673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,227,1060947,Hamilton Heights-Sugar Hill,,
Treatments,3064530,PC8557851,13,1020590001,1,02059,0001,1681,Amsterdam Ave,10031,40.824024491269,-73.948475669157,Manhattan,2026-02-26T09:50:06.000,Bait applied,2026-02-27T08:53:09.000,"{'latitude': '40.824024491269', 'longitude': '-73.948475669157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,227,1061269,Hamilton Heights-Sugar Hill,,
Initial,14247891,PC8664084,1,3016610071,3,01661,0071,547,HALSEY STREET,11233,40.683999483223,-73.930772659201,Brooklyn,2026-02-26T09:54:00.000,Rat Activity,2026-02-27T10:35:44.000,"{'latitude': '40.683999483223', 'longitude': '-73.930772659201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3046187,Bedford-Stuyvesant (East),,
Initial,14247916,PC8669353,1,2030550058,2,03055,0058,518,EAST 187 STREET,10458,40.856983654049,-73.890299054331,Bronx,2026-02-26T10:00:35.000,Failed for Other R,2026-02-27T09:38:11.000,"{'latitude': '40.856983654049', 'longitude': '-73.890299054331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,387,2011704,Belmont,,
Initial,14247953,PC8674487,1,1007350060,1,00735,0060,438,West 38 street,10018,40.756616674769,-73.996184720279,Manhattan,2026-02-26T10:08:59.000,Rat Activity,2026-02-27T07:29:49.000,"{'latitude': '40.756616674769', 'longitude': '-73.996184720279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,111,1012981,Chelsea-Hudson Yards,,
Treatments,3064533,PC8557860,15,1020597503,1,02059,7503,475,West 143rd St,10031,40.823796554286,-73.948201243515,Manhattan,2026-02-26T10:10:44.000,Bait applied,2026-02-27T08:20:54.000,"{'latitude': '40.823796554286', 'longitude': '-73.948201243515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,227,1061270,Hamilton Heights-Sugar Hill,,
Treatments,3064534,PC8561569,9,1020630029,1,02063,0029,757,ST NICHOLAS AVENUE,10031,40.826055917227,-73.943321498412,Manhattan,2026-02-26T10:20:14.000,Bait applied,2026-02-27T08:18:41.000,"{'latitude': '40.826055917227', 'longitude': '-73.943321498412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061510,Hamilton Heights-Sugar Hill,,
Initial,14247812,PC8673396,1,2025070001,2,02507,0001,950,WOODYCREST AVENUE,10452,40.831372726197,-73.92895285886,Bronx,2026-02-26T10:23:50.000,Failed for Rat Act,2026-02-27T12:34:26.000,"{'latitude': '40.831372726197', 'longitude': '-73.92895285886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003113,Highbridge,1003911,242179
Treatments,3064535,PC8561571,13,1020630029,1,02063,0029,757,ST NICHOLAS AVENUE,10031,40.826055917227,-73.943321498412,Manhattan,2026-02-26T10:30:04.000,Bait applied,2026-02-27T08:49:46.000,"{'latitude': '40.826055917227', 'longitude': '-73.943321498412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061510,Hamilton Heights-Sugar Hill,,
Compliance,14247950,PC8630968,5,1010920016,1,01092,0016,613,WEST   44 STREET,10036,40.762350519588,-73.997891848714,Manhattan,2026-02-26T10:35:59.000,Rat Activity,2026-02-27T07:26:15.000,"{'latitude': '40.762350519588', 'longitude': '-73.997891848714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12901,1080977,Hell's Kitchen,984834,217024
Stoppage,3064527,PC8668696,1,1019220024,1,01922,0024,121,St Nicholas Ave,10026,40.803695988103,-73.952706785694,Manhattan,2026-02-26T10:37:00.000,Stoppage done,2026-02-27T09:53:36.000,"{'latitude': '40.803695988103', 'longitude': '-73.952706785694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,218,1058377,Harlem (South),,
