job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,letter_type,observations,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
PC8741613,2026-08-31T12:10:53.000,Compliance,2080,GRAND CONCOURSE,10457,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2031560096,2,3156,96,40.853572111923,-73.902667389193,"{'latitude': '40.853572111923', 'longitude': '-73.902667389193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,15,23502,2013680,Mount Hope,,
PC8725626,2026-08-31T12:11:10.000,Compliance,NELSON,AVENUE,10452,Bronx,Failed for Rat Activity,Summons Issued,Burrows,,2,2873,185,,,,,,,,,,
PC8683020,2026-08-31T12:13:52.000,Compliance,1572,EASTERN PARKWAY,11233,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",3014680039,3,1468,39,40.671006964041,-73.91620443034,"{'latitude': '40.671006964041', 'longitude': '-73.91620443034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,363,3039414,Ocean Hill,1007495,183756
PC8735855,2026-08-31T12:15:47.000,Treatments,2367,HUGHES AVENUE,10458,Bronx,Bait applied,,,2030730052,2,3073,52,40.854732789441,-73.887273508077,"{'latitude': '40.854732789441', 'longitude': '-73.887273508077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,391,2012146,Belmont,,
PC8723079,2026-08-31T12:17:00.000,Compliance,50-10,64 STREET,11377,Queens,Failed for Rat Activity,Summons Issued,Burrows,4023390032,4,2339,32,40.736741112763,-73.9018608205,"{'latitude': '40.736741112763', 'longitude': '-73.9018608205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,243,4054080,Woodside,,
PC8758259,2026-08-31T12:17:00.000,Compliance,773,HANCOCK STREET,11233,Brooklyn,Failed for Rat Activity,Summons Issued,Rats,3016580068,3,1658,68,40.685455818026,-73.92461265611,"{'latitude': '40.685455818026', 'longitude': '-73.92461265611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,383,3045971,Bedford-Stuyvesant (East),1005158,189018
PC8768324,2026-08-31T12:17:48.000,Initial,405,EAST   92 STREET,10128,Manhattan,Failed for Rat Activity and Other Reason,City Agency Referral,"Burrows, Runways, Garbage",1015730020,1,1573,20,40.780618100062,-73.946404265084,"{'latitude': '40.780618100062', 'longitude': '-73.946404265084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,8,152,1085246,Upper East Side-Yorkville,999093,223684
PC8674561,2026-08-31T12:19:00.000,Compliance,1255,FINDLAY AVENUE,10456,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Harborage",2024360120,2,2436,120,40.833916098712,-73.911680033161,"{'latitude': '40.833916098712', 'longitude': '-73.911680033161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17701,2002375,Concourse-Concourse Village,,
PC8648507,2026-08-31T12:19:57.000,Compliance,334,EAST  112 STREET,10029,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Garbage, Harborage",1016830036,1,1683,36,40.793876649806,-73.93825669408,"{'latitude': '40.793876649806', 'longitude': '-73.93825669408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,180,1052885,East Harlem (North),1001346,228516
PC8498488,2026-08-31T12:20:56.000,Treatments,780,CONCOURSE VILLAGE W,10451,Bronx,Bait applied,,,2024439080,2,2443,80,40.823914095267,-73.922883447336,"{'latitude': '40.823914095267', 'longitude': '-73.922883447336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,61,2002455,Concourse-Concourse Village,,
PC8765670,2026-08-31T12:23:00.000,Stoppage,,,11215,Brooklyn,Stoppage done,,,,3,1012,15,,,,,,,,,,
PC8770827,2026-08-31T12:24:43.000,Initial,12,EAST  125 STREET,10035,Manhattan,Failed for Other Reason,COTA,Garbage,1017490066,1,1749,66,40.806185929716,-73.941752712292,"{'latitude': '40.806185929716', 'longitude': '-73.941752712292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,198,1085293,East Harlem (North),1000375,233000
PC8654893,2026-08-31T12:25:00.000,Compliance,665,ALLERTON AVENUE,10467,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Rats, Garbage, Harborage, Animal Nuisance",2045070001,2,4507,1,40.865403719814,-73.86862484732,"{'latitude': '40.865403719814', 'longitude': '-73.86862484732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,12,33601,2053527,Allerton,1020587,254597
PC8764866,2026-08-31T12:25:00.000,Initial,637,WEST 125 STREET,10027,Manhattan,Failed for Rat Activity,COTA,Burrows,1019960014,1,1996,14,40.817169842669,-73.95963381408,"{'latitude': '40.817169842669', 'longitude': '-73.95963381408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,219,1000000,Manhattanville-West Harlem,,
PC8709749,2026-08-31T12:25:32.000,Treatments,812,LEXINGTON AVENUE,11221,Brooklyn,Bait applied,,,3016280020,3,1628,20,40.690474492164,-73.926500080089,"{'latitude': '40.690474492164', 'longitude': '-73.926500080089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,387,3413653,Bedford-Stuyvesant (East),,
PC8698736,2026-08-31T12:25:39.000,Compliance,2075,GRAND CONCOURSE,10453,Bronx,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",2031600020,2,3160,20,40.853311555182,-73.902895504735,"{'latitude': '40.853311555182', 'longitude': '-73.902895504735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23501,2013742,Mount Hope,,
PC8730322,2026-08-31T12:26:00.000,Compliance,120,WEST 169 STREET,10452,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2025180036,2,2518,36,40.839933270033,-73.924194786295,"{'latitude': '40.839933270033', 'longitude': '-73.924194786295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,211,2128510,Highbridge,,
PC8768291,2026-08-31T12:29:36.000,Initial,42,WOLVERINE STREET,10306,Staten Island,Failed for Other Reason,COTA,Harborage,5043710038,5,4371,38,40.567134866281,-74.129285402628,"{'latitude': '40.567134866281', 'longitude': '-74.129285402628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,50,138,5059904,Oakwood-Richmondtown,948330,145928
PC8723078,2026-08-31T12:30:00.000,Compliance,50-08,64 STREET,11377,Queens,Failed for Rat Activity,Summons Issued,"Droppings, Burrows, Runways",4023390031,4,2339,31,40.736763070861,-73.901860788033,"{'latitude': '40.736763070861', 'longitude': '-73.901860788033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,243,4054079,Woodside,,
PC8733347,2026-08-31T12:30:46.000,Treatments,2391,WASHINGTON AVENUE,10458,Bronx,Bait applied,,,2030400020,2,3040,20,40.857470460093,-73.891339377953,"{'latitude': '40.857470460093', 'longitude': '-73.891339377953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,2011399,Belmont,,
PC8731907,2026-08-31T12:32:00.000,Compliance,1285,SHAKESPEARE AVENUE,10452,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2025190026,2,2519,26,40.839506727194,-73.922532810177,"{'latitude': '40.839506727194', 'longitude': '-73.922532810177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,211,2003330,Highbridge,,
PC8741106,2026-08-31T12:32:00.000,Compliance,729,HALSEY STREET,11233,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Burrows, Runways",3016630056,3,1663,56,40.684818393435,-73.923650674679,"{'latitude': '40.684818393435', 'longitude': '-73.923650674679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,383,3046321,Bedford-Stuyvesant (East),1005425,188786
PC8668825,2026-08-31T12:34:43.000,Compliance,104,EAST 123 STREET,10035,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Harborage",1017710070,1,1771,70,40.803604790443,-73.939667188853,"{'latitude': '40.803604790443', 'longitude': '-73.939667188853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,196,1000000,East Harlem (North),,
PC8694330,2026-08-31T12:34:53.000,Treatments,961,GRANT AVENUE,10456,Bronx,Bait applied,,,2024460028,2,2446,28,40.828151439948,-73.91814130649,"{'latitude': '40.828151439948', 'longitude': '-73.91814130649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18302,2002487,Concourse-Concourse Village,,
PC8697249,2026-08-31T12:35:52.000,Treatments,462,EAST  160 STREET,10451,Bronx,Bait applied,,,2023810051,2,2381,51,40.822915464012,-73.912056004876,"{'latitude': '40.822915464012', 'longitude': '-73.912056004876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,141,2001483,Morrisania,1008587,239104
PC8761370,2026-08-31T12:35:52.000,Initial,331,SARATOGA AVENUE,11233,Brooklyn,Failed for Rat Activity and Other Reason,COTA,"Burrows, Harborage",3014470001,3,1447,1,40.674487672955,-73.916657884829,"{'latitude': '40.674487672955', 'longitude': '-73.916657884829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,303,3413938,Ocean Hill,1007368,185024
PC8732393,2026-08-31T12:36:21.000,Compliance,65,WEST  127 STREET,10027,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Garbage, Harborage",1017250009,1,1725,9,40.808516953099,-73.943217283606,"{'latitude': '40.808516953099', 'longitude': '-73.943217283606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,208,1053615,Harlem (North),999969,233849
PC8709295,2026-08-31T12:36:32.000,Treatments,61,PATCHEN AVENUE,11221,Brooklyn,Bait applied,,,3016280009,3,1628,9,40.690178692789,-73.927499249185,"{'latitude': '40.690178692789', 'longitude': '-73.927499249185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,387,3044418,Bedford-Stuyvesant (East),,
PC8668874,2026-08-31T12:39:43.000,Compliance,120,EAST 123RD STREET,10035,Manhattan,Failed for Rat Activity,Summons Issued,Burrows,1017710059,1,1771,59,40.803393183909,-73.939172525972,"{'latitude': '40.803393183909', 'longitude': '-73.939172525972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,196,1054420,East Harlem (North),,
PC8731981,2026-08-31T12:40:00.000,Compliance,1287,SHAKESPEARE AVENUE,10452,Bronx,Failed for Other Reason,Summons Issued,Harborage,2025190025,2,2519,25,40.839550638088,-73.922525530738,"{'latitude': '40.839550638088', 'longitude': '-73.922525530738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,211,2003329,Highbridge,,
PC8743407,2026-08-31T12:40:28.000,Compliance,2084,CRESTON AVENUE,10453,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2031610001,2,3161,1,40.854066955539,-73.903606522544,"{'latitude': '40.854066955539', 'longitude': '-73.903606522544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23501,2013745,Mount Hope,,
PC8751015,2026-08-31T12:44:00.000,Compliance,119,RALPH AVENUE,11221,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Harborage",3014870005,3,1487,5,40.68594626659,-73.923306837061,"{'latitude': '40.68594626659', 'longitude': '-73.923306837061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,375,3039839,Bedford-Stuyvesant (East),1005520,189197
PC8637506,2026-08-31T12:44:54.000,Compliance,699,BUSHWICK AVENUE,11221,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",3032050003,3,3205,3,40.696779467448,-73.931296674523,"{'latitude': '40.696779467448', 'longitude': '-73.931296674523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3072857,Bushwick (West),,
PC8732575,2026-08-31T12:45:32.000,Treatments,2412,WEBSTER AVENUE,10458,Bronx,Bait applied,,,2030320004,2,3032,4,40.859174372634,-73.893668339888,"{'latitude': '40.859174372634', 'longitude': '-73.893668339888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,38304,2011217,Belmont,,
PC8674686,2026-08-31T12:45:34.000,Compliance,1135,CLAY AVENUE,10456,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Harborage",2024290026,2,2429,26,40.830556498519,-73.911630306436,"{'latitude': '40.830556498519', 'longitude': '-73.911630306436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2098990,Concourse-Concourse Village,,
PC8769128,2026-08-31T12:47:07.000,Initial,73,PARADE PLACE,11226,Brooklyn,Failed for Rat Activity,COTA,Burrows,3050600001,3,5060,1,40.651272565657,-73.964913258165,"{'latitude': '40.651272565657', 'longitude': '-73.964913258165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,50804,3116110,Flatbush,993986,176557
PC8767358,2026-08-31T12:49:00.000,Initial,38-18,23 AVENUE,11105,Queens,Failed for Rat Activity and Other Reason,COTA,"Droppings, Burrows, Garbage",4008030043,4,803,43,40.771503780298,-73.908835132443,"{'latitude': '40.771503780298', 'longitude': '-73.908835132443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,117,4015710,Astoria (North)-Ditmars-Steinway,1009501,220372
PC8747549,2026-08-31T12:49:25.000,Compliance,5,WEST 91 STREET,10024,Manhattan,Failed for Other Reason,Summons Issued,Animal Nuisance,1012050022,1,1205,22,40.788577485446,-73.967242118355,"{'latitude': '40.788577485446', 'longitude': '-73.967242118355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,177,1031624,Upper West Side (Central),993321,226581
PC8723592,2026-08-31T12:50:21.000,Compliance,106,WEST  128 STREET,10027,Manhattan,Failed for Other Reason,Summons Issued,Garbage,1019120037,1,1912,37,40.809920223115,-73.944661057324,"{'latitude': '40.809920223115', 'longitude': '-73.944661057324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,224,1089823,Harlem (North),999569,234360
PC8613164,2026-08-31T12:50:53.000,Compliance,2515,OLINVILLE AVENUE,10467,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2044280056,2,4428,56,40.863657851148,-73.868433079464,"{'latitude': '40.863657851148', 'longitude': '-73.868433079464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,15,33202,2051297,Allerton,1020641,253961
PC8773172,2026-08-31T12:52:00.000,Initial,363,KOSCIUSZKO STREET,11221,Brooklyn,Failed for Rat Activity and Other Reason,COTA,"Burrows, Runways, Harborage",3017820046,3,1782,46,40.691866011501,-73.940562011889,"{'latitude': '40.691866011501', 'longitude': '-73.940562011889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,281,3049703,Bedford-Stuyvesant (East),,
PC8672834,2026-08-31T12:53:34.000,Compliance,372,EAST  167 STREET,10456,Bronx,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",2024290019,2,2429,19,40.8309600111,-73.911676745067,"{'latitude': '40.8309600111', 'longitude': '-73.911676745067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2091237,Concourse-Concourse Village,1008692,242033
PC8751297,2026-08-31T12:54:00.000,Compliance,880,JEFFERSON AVENUE,11221,Brooklyn,Failed for Other Reason,Summons Issued,Harborage,3014870020,3,1487,20,40.686458837247,-73.922264190676,"{'latitude': '40.686458837247', 'longitude': '-73.922264190676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,375,3039852,Bedford-Stuyvesant (East),1005809,189384
PC8768981,2026-08-31T12:55:00.000,Initial,2042,PACIFIC STREET,11233,Brooklyn,Failed for Rat Activity,COTA,"Burrows, Runways",3014390023,3,1439,23,40.675904985429,-73.918054906055,"{'latitude': '40.675904985429', 'longitude': '-73.918054906055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,303,3038680,Ocean Hill,1006980,185540
PC8758706,2026-08-31T12:57:34.000,Compliance,70,NEW YORK AVENUE,11216,Brooklyn,Failed for Rat Activity,Summons Issued,Droppings,3012010038,3,1201,38,40.677714358918,-73.946988412882,"{'latitude': '40.677714358918', 'longitude': '-73.946988412882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3029797,Crown Heights (North),998954,186193
PC8731234,2026-08-31T12:58:54.000,Compliance,703,BUSHWICK AVENUE,11221,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Burrows, Runways, Rats",3032050001,3,3205,1,40.696721762367,-73.931188545753,"{'latitude': '40.696721762367', 'longitude': '-73.931188545753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3072856,Bushwick (West),,
PC8751711,2026-08-31T13:00:00.000,Compliance,860,DEKALB AVENUE,11221,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Runways, Harborage",3017820018,3,1782,18,40.692475906768,-73.941643281475,"{'latitude': '40.692475906768', 'longitude': '-73.941643281475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,281,3049691,Bedford-Stuyvesant (East),1000433,191572
PC8736751,2026-08-31T13:00:10.000,Compliance,1560,GRAND CONCOURSE,10457,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Mice",2028210032,2,2821,32,40.842452614058,-73.912174645875,"{'latitude': '40.842452614058', 'longitude': '-73.912174645875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,225,2007852,Mount Eden-Claremont (West),1008550,246220
PC8729818,2026-08-31T13:00:29.000,Treatments,247,HART STREET,11206,Brooklyn,Bait applied,,,3017690057,3,1769,57,40.694034753284,-73.941281298233,"{'latitude': '40.694034753284', 'longitude': '-73.941281298233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,283,3049228,Bedford-Stuyvesant (East),,
PC8675170,2026-08-31T13:03:34.000,Compliance,373,EAST 167 STREET,10456,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2024300055,2,2430,55,40.830976479526,-73.911676723121,"{'latitude': '40.830976479526', 'longitude': '-73.911676723121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17701,2000000,Concourse-Concourse Village,,
PC8758738,2026-08-31T13:03:40.000,Compliance,60,NEW YORK AVENUE,11216,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Harborage",3012010035,3,1201,35,40.677994312642,-73.94695934737,"{'latitude': '40.677994312642', 'longitude': '-73.94695934737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3029795,Crown Heights (North),,
PC8742532,2026-08-31T13:04:00.000,Treatments,1236,PACIFIC STREET,11216,Brooklyn,Bait applied,,,3012060031,3,1206,31,40.677702334211,-73.950799170819,"{'latitude': '40.677702334211', 'longitude': '-73.950799170819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3029996,Crown Heights (North),,
PC8732117,2026-08-31T13:05:00.000,Compliance,22-73,41 STREET,11105,Queens,Failed for Rat Activity,Summons Issued,"Droppings, Gnawing",4007940033,4,794,33,40.771153531839,-73.906763284843,"{'latitude': '40.771153531839', 'longitude': '-73.906763284843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,119,4015338,Astoria (North)-Ditmars-Steinway,1010075,220245
PC8758764,2026-08-31T13:10:07.000,Compliance,1327,PACIFIC STREET,11216,Brooklyn,Failed for Rat Activity,,Burrows,3012010057,3,1201,57,40.677574987835,-73.948329674215,"{'latitude': '40.677574987835', 'longitude': '-73.948329674215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3029814,Crown Heights (North),,
PC8769210,2026-08-31T13:10:58.000,Initial,815,FAIRMOUNT PLACE,10460,Bronx,Failed for Other Reason,COTA,Harborage,2029550036,2,2955,36,40.842572321697,-73.888768796018,"{'latitude': '40.842572321697', 'longitude': '-73.888768796018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,36502,2010048,Tremont,,
PC8769392,2026-08-31T13:13:52.000,Initial,2349,PACIFIC STREET,11233,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Burrows, Runways, Gnawing",3014360047,3,1436,47,40.675347979835,-73.907478163485,"{'latitude': '40.675347979835', 'longitude': '-73.907478163485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,37,36502,3038663,Ocean Hill,1009914,185340
PC8705219,2026-08-31T13:15:38.000,Treatments,210,HART STREET,11206,Brooklyn,Bait applied,,,3017720042,3,1772,42,40.69374773233,-73.943632742398,"{'latitude': '40.69374773233', 'longitude': '-73.943632742398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049381,Bedford-Stuyvesant (West),999881,192035
PC8617563,2026-08-31T13:15:53.000,Compliance,2300,OLINVILLE AVENUE,10467,Bronx,Failed for Other Reason,Summons Issued,Harborage,2043420010,2,4342,10,40.859801618217,-73.868534731744,"{'latitude': '40.859801618217', 'longitude': '-73.868534731744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,15,33201,2093350,Allerton,1020615,252556
PC8740972,2026-08-31T13:17:00.000,Compliance,67-30,49 AVENUE,11377,Queens,Failed for Rat Activity,Summons Issued,"Droppings, Runways",4024280041,4,2428,41,40.737648064027,-73.896944692954,"{'latitude': '40.737648064027', 'longitude': '-73.896944692954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,243,4056218,Woodside,1012809,208041
PC8749184,2026-08-31T13:18:34.000,Compliance,1183,TELLER AVENUE,10456,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Harborage",,2,2430,37,40.832197879398,-73.911664254514,"{'latitude': '40.832197879398', 'longitude': '-73.911664254514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,,Concourse-Concourse Village,1008695,242484
PC8693958,2026-08-31T13:19:00.000,Treatments,1235,PACIFIC STREET,11216,Brooklyn,Bait applied,,,3012000069,3,1200,69,40.677782360062,-73.951804977258,"{'latitude': '40.677782360062', 'longitude': '-73.951804977258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3029780,Crown Heights (North),,
PC8681075,2026-08-31T13:19:00.000,Compliance,717,DEKALB AVENUE,11216,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Runways, Harborage",3017750062,3,1775,62,40.691844613031,-73.947319706718,"{'latitude': '40.691844613031', 'longitude': '-73.947319706718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049514,Bedford-Stuyvesant (West),,
PC8650398,2026-08-31T13:19:00.000,Compliance,40,WEST  135 STREET,10037,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Harborage, Animal Nuisance",1017300064,1,1730,64,40.813579186302,-73.939643661273,"{'latitude': '40.813579186302', 'longitude': '-73.939643661273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,212,1053895,Harlem (North),1000957,235694
PC8769123,2026-08-31T13:20:07.000,Initial,70,WOODRUFF AVENUE,11226,Brooklyn,Failed for Rat Activity and Other Reason,COTA,"Droppings, Harborage",3050590011,3,5059,11,40.653388334474,-73.963452549561,"{'latitude': '40.653388334474', 'longitude': '-73.963452549561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,50804,3116099,Flatbush,994391,177328
PC8729541,2026-08-31T13:22:08.000,Compliance,2741,8 AVENUE,10039,Manhattan,Failed for Rat Activity,Summons Issued,Burrows,1020450029,1,2045,29,40.823601138224,-73.941368864576,"{'latitude': '40.823601138224', 'longitude': '-73.941368864576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,259,1060810,Harlem (North),,
PC8700468,2026-08-31T13:26:10.000,Compliance,1711,MORRIS AVENUE,10457,Bronx,Failed for Other Reason,Summons Issued,Harborage,2028240051,2,2824,51,40.844514510158,-73.909410568217,"{'latitude': '40.844514510158', 'longitude': '-73.909410568217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,15,22703,2007873,Mount Eden-Claremont (West),1009314,246972
PC8728539,2026-08-31T13:28:08.000,Compliance,2753,FREDRICK DOUGLASS BL,10039,Manhattan,Failed for Rat Activity,Summons Issued,Burrows,1020450036,1,2045,36,40.82383709727,-73.941195222398,"{'latitude': '40.82383709727', 'longitude': '-73.941195222398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,259,1060813,Harlem (North),,
PC8485006,2026-08-31T13:30:46.000,Treatments,205,HART STREET,11206,Brooklyn,Bait applied,,,3017680048,3,1768,48,40.6937696639,-73.943578631964,"{'latitude': '40.6937696639', 'longitude': '-73.943578631964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049178,Bedford-Stuyvesant (West),,
PC8695854,2026-08-31T13:31:54.000,Compliance,1097,BROADWAY,11221,Brooklyn,Failed for Rat Activity,Summons Issued,Droppings,3032300048,3,3230,48,40.694215265364,-73.930329273703,"{'latitude': '40.694215265364', 'longitude': '-73.930329273703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3325475,Bushwick (West),,
PC8730609,2026-08-31T13:33:08.000,Compliance,304,WEST 147 STREET,10039,Manhattan,Failed for Rat Activity,Summons Issued,"Droppings, Burrows, Runways",1020450037,1,2045,37,40.824193891343,-73.941151547275,"{'latitude': '40.824193891343', 'longitude': '-73.941151547275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,259,1060814,Harlem (North),,
PC8649795,2026-08-31T13:37:00.000,Treatments,1198,PACIFIC STREET,11216,Brooklyn,Bait applied,,,3012060005,3,1206,5,40.677771418825,-73.951895116516,"{'latitude': '40.677771418825', 'longitude': '-73.951895116516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3324462,Crown Heights (North),,
PC8729078,2026-08-31T13:38:08.000,Compliance,94,BRADHURST AVENUE,10039,Manhattan,Failed for Rat Activity,Summons Issued,Burrows,1020450038,1,2045,38,40.824402947188,-73.942047442261,"{'latitude': '40.824402947188', 'longitude': '-73.942047442261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,259,1060815,Harlem (North),,
PC8664909,2026-08-31T13:44:14.000,Treatments,147,HART STREET,11206,Brooklyn,Bait applied,,,3017680077,3,1768,77,40.693586539231,-73.945176294906,"{'latitude': '40.693586539231', 'longitude': '-73.945176294906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049203,Bedford-Stuyvesant (West),,
