job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,letter_type,observations,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
PC8723530,2026-08-31T10:23:48.000,Treatments,165,NAGLE AVENUE,10040,Manhattan,Bait applied,,,1021730029,1,2173,29,40.86127448281,-73.925580310292,"{'latitude': '40.86127448281', 'longitude': '-73.925580310292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,283,1079935,Washington Heights (North),1004835,253074
PC8758292,2026-08-31T10:24:12.000,Compliance,2109,BROADWAY,10023,Manhattan,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",1011657503,1,1165,7503,40.780401397603,-73.982075837493,"{'latitude': '40.780401397603', 'longitude': '-73.982075837493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,159,1030544,Upper West Side-Lincoln Square,989214,223601
PC8744017,2026-08-31T10:24:53.000,Compliance,436,UNION AVENUE,11211,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",3027610004,3,2761,4,40.713406642981,-73.951512187552,"{'latitude': '40.713406642981', 'longitude': '-73.951512187552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,513,3068768,Williamsburg,997692,199196
PC8768435,2026-08-31T10:25:53.000,Initial,3210,PERRY AVENUE,10467,Bronx,Failed for Rat Activity and Other Reason,COTA,"Droppings, Garbage, Harborage",2033460010,2,3346,10,40.87491513818,-73.876904671314,"{'latitude': '40.87491513818', 'longitude': '-73.876904671314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,42901,2018333,Norwood,1018292,258059
PC8767272,2026-08-31T10:30:00.000,Stoppage,,,11222,Brooklyn,Stoppage done,,,,3,2540,1,,,,,,,,,,
PC8753093,2026-08-31T10:30:00.000,Initial,1125,HANCOCK STREET,11221,Brooklyn,Failed for Rat Activity and Other Reason,COTA,"Droppings, Runways, Harborage",3033890054,3,3389,54,40.69007002636,-73.913306461473,"{'latitude': '40.69007002636', 'longitude': '-73.913306461473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,415,3077914,Bushwick (East),1008292,190702
PC8766884,2026-08-31T10:30:14.000,Initial,1701,MONTGOMERY AVENUE,10453,Bronx,Failed for Other Reason,COTA,Harborage,2028770482,2,2877,482,40.849706691443,-73.919307498085,"{'latitude': '40.849706691443', 'longitude': '-73.919307498085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,2008956,University Heights (South)-Morris Heights,,
PC8735573,2026-08-31T10:30:38.000,Treatments,2405,CROTONA AVENUE,10458,Bronx,Bait applied,,,2031050058,2,3105,58,40.854314501949,-73.883431621788,"{'latitude': '40.854314501949', 'longitude': '-73.883431621788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2012928,Belmont,,
PC8723024,2026-08-31T10:30:52.000,Treatments,1385,BRISTOW STREET,10459,Bronx,Bait applied,,,2029630030,2,2963,30,40.832664227706,-73.895044318895,"{'latitude': '40.832664227706', 'longitude': '-73.895044318895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,153,2010223,Crotona Park East,1013294,242659
PC8761306,2026-08-31T10:31:00.000,Compliance,1415,5 AVENUE,10029,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Harborage",1016210069,1,1621,69,40.800487432208,-73.946572413814,"{'latitude': '40.800487432208', 'longitude': '-73.946572413814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,1051660,East Harlem (North),,
PC8757534,2026-08-31T10:31:06.000,Compliance,548,WILLOUGHBY AVENUE,11206,Brooklyn,Failed for Rat Activity,,Droppings,3017670123,3,1767,123,40.694048761219,-73.947527114375,"{'latitude': '40.694048761219', 'longitude': '-73.947527114375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3391878,Bedford-Stuyvesant (West),,
PC8769353,2026-08-31T10:33:52.000,Initial,1187,ANDERSON AVENUE,10452,Bronx,Failed for Other Reason,COTA,"Harborage, Animal Nuisance",2025100040,2,2510,40,40.836724386887,-73.923764788605,"{'latitude': '40.836724386887', 'longitude': '-73.923764788605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,199,2003170,Highbridge,1005335,244111
PC8710431,2026-08-31T10:34:00.000,Treatments,1366,PACIFIC STREET,11216,Brooklyn,Bait applied,,,3012080032,3,1208,32,40.677395168759,-73.945294208288,"{'latitude': '40.677395168759', 'longitude': '-73.945294208288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,313,3030105,Crown Heights (North),,
PC8764151,2026-08-31T10:34:34.000,Compliance,232,West 74 street,10023,Manhattan,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",1011650052,1,1165,52,40.780692411036,-73.982527114651,"{'latitude': '40.780692411036', 'longitude': '-73.982527114651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,159,1030546,Upper West Side-Lincoln Square,,
PC8684515,2026-08-31T10:35:00.000,Treatments,776,HART STREET,11237,Brooklyn,Bait applied,,,3032350018,3,3235,18,40.700820531191,-73.923808996532,"{'latitude': '40.700820531191', 'longitude': '-73.923808996532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073563,Bushwick (West),,
PC8561133,2026-08-31T10:35:46.000,Treatments,326,BAY RIDGE AVENUE,11220,Brooklyn,Monitoring visit,,,3058720019,3,5872,19,40.635349945794,-74.025199043875,"{'latitude': '40.635349945794', 'longitude': '-74.025199043875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,47,68,3145677,Bay Ridge,977256,170755
PC8766820,2026-08-31T10:36:00.000,Initial,1707-13,MONTGOMERY AVENUE,10453,Bronx,Failed for Other Reason,COTA,Harborage,,2,2877,477,40.849813672508,-73.91921700244,"{'latitude': '40.849813672508', 'longitude': '-73.91921700244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,,University Heights (South)-Morris Heights,,
PC8741760,2026-08-31T10:36:48.000,Compliance,228,EAST 80 STREET,10075,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Runways, Harborage",1015250035,1,1525,35,40.774622152293,-73.956016693691,"{'latitude': '40.774622152293', 'longitude': '-73.956016693691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,138,1048521,Upper East Side-Yorkville,996432,221498
PC8728229,2026-08-31T10:37:15.000,Treatments,1328,LEXINGTON AVENUE,10128,Manhattan,Bait applied,,,1015170058,1,1517,58,40.781088175022,-73.954430845767,"{'latitude': '40.781088175022', 'longitude': '-73.954430845767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,14802,1048099,Upper East Side-Carnegie Hill,,
PC8693052,2026-08-31T10:37:27.000,Treatments,60,THAYER STREET,10040,Manhattan,Bait applied,,,1021750080,1,2175,80,40.863603035905,-73.927175686542,"{'latitude': '40.863603035905', 'longitude': '-73.927175686542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,287,1064235,Washington Heights (North),1004393,253922
PC8676748,2026-08-31T10:38:00.000,Treatments,1222,JEROME AVENUE,10452,Bronx,Bait applied,,,2024890006,2,2489,6,40.836582960909,-73.921618298955,"{'latitude': '40.836582960909', 'longitude': '-73.921618298955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2003007,Concourse-Concourse Village,,
PC8766649,2026-08-31T10:38:14.000,Initial,1715,MONTGOMERY AVENUE,10453,Bronx,Failed for Other Reason,COTA,Harborage,2028770476,2,2877,476,40.849959059394,-73.919097542647,"{'latitude': '40.849959059394', 'longitude': '-73.919097542647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,2000000,University Heights (South)-Morris Heights,,
PC8636194,2026-08-31T10:38:35.000,Treatments,1069,TELLER AVENUE,10456,Bronx,Bait applied,,,2024330066,2,2433,66,40.829232149275,-73.913417137376,"{'latitude': '40.829232149275', 'longitude': '-73.913417137376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002237,Concourse-Concourse Village,,
PC8741815,2026-08-31T10:39:00.000,Compliance,152,SARATOGA AVENUE,11233,Brooklyn,Failed for Rat Activity,Summons Issued,Droppings,3015140134,3,1514,134,40.68134978438,-73.916890840793,"{'latitude': '40.68134978438', 'longitude': '-73.916890840793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,379,3343023,Bedford-Stuyvesant (East),1007301,187524
PC8758242,2026-08-31T10:39:06.000,Compliance,564,WILLOUGHBY AVENUE,11206,Brooklyn,Failed for Rat Activity,Summons Issued,Droppings,0,3,1767,7501,40.69410891069,-73.947014995009,"{'latitude': '40.69410891069', 'longitude': '-73.947014995009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049127,Bedford-Stuyvesant (West),,
PC8758126,2026-08-31T10:39:45.000,Compliance,226,MONROE STREET,11216,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3018180006,3,1818,6,40.685530047099,-73.949906377162,"{'latitude': '40.685530047099', 'longitude': '-73.949906377162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3051370,Bedford-Stuyvesant (West),,
PC8669117,2026-08-31T10:40:02.000,Compliance,1997,HUGHES AVENUE,10457,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Rats, Harborage",2030680081,2,3068,81,40.847059919655,-73.89159138967,"{'latitude': '40.847059919655', 'longitude': '-73.89159138967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,373,2011983,Tremont,,
PC8766718,2026-08-31T10:40:14.000,Initial,1725,MONTGOMERY AVENUE,10453,Bronx,Failed for Rat Activity,COTA,Burrows,2028770474,2,2877,474,40.850356739346,-73.918663299785,"{'latitude': '40.850356739346', 'longitude': '-73.918663299785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,2008952,University Heights (South)-Morris Heights,,
