job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,letter_type,observations,x_coord,y_coord
PC8728372,2026-09-10T11:23:24.000,Compliance,516,EAST   12 STREET,10009,Manhattan,Failed for Rat Activity,1004050016,1,405,16,40.728813417187,-73.980715109619,"{'latitude': '40.728813417187', 'longitude': '-73.980715109619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,34,1005173,East Village,Summons Issued,"Droppings, Burrows",989595,204806
PC8706360,2026-09-10T11:27:33.000,Treatments,1050,PARK PLACE,11213,Brooklyn,Bait applied,3012430026,3,1243,26,40.673010587441,-73.942889682125,"{'latitude': '40.673010587441', 'longitude': '-73.942889682125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,341,3031648,Crown Heights (North),,,,
PC8746766,2026-09-10T11:27:53.000,Treatments,169,EAST 115 STREET,10029,Manhattan,Bait applied,1016430028,1,1643,28,40.797630358631,-73.941377379639,"{'latitude': '40.797630358631', 'longitude': '-73.941377379639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,182,1052246,East Harlem (North),,,,
PC8748740,2026-09-10T11:29:14.000,Compliance,514,EAST 12 STREET,10009,Manhattan,Failed for Rat Activity,1004050015,1,405,15,40.728827146471,-73.980747577857,"{'latitude': '40.728827146471', 'longitude': '-73.980747577857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,34,1005172,East Village,,Droppings,,
PC8700621,2026-09-10T11:30:00.000,Treatments,507,EAST 183 STREET,10458,Bronx,Bait applied,2030530004,2,3053,4,40.854866596916,-73.892283520111,"{'latitude': '40.854866596916', 'longitude': '-73.892283520111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,2011613,Belmont,,,,
PC8734713,2026-09-10T11:30:00.000,Compliance,483,WEST END AVENUE,10024,Manhattan,Failed for Rat Activity and Other Reason,1012450070,1,1245,70,40.787065171686,-73.979199526706,"{'latitude': '40.787065171686', 'longitude': '-73.979199526706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,171,1033820,Upper West Side (Central),,"Droppings, Harborage, Mice",,
PC8774750,2026-09-10T11:30:07.000,Initial,203,RIVINGTON STREET,10002,Manhattan,Failed for Other Reason,1003430050,1,343,50,40.718457784737,-73.983077397512,"{'latitude': '40.718457784737', 'longitude': '-73.983077397512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,12,1004081,Lower East Side,,Animal Nuisance,,
PC8704365,2026-09-10T11:30:39.000,Compliance,1514,SEDGWICK AVENUE,10453,Bronx,Failed for Rat Activity,2028800009,2,2880,9,40.846724250401,-73.924960508905,"{'latitude': '40.846724250401', 'longitude': '-73.924960508905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20501,2114714,University Heights (South)-Morris Heights,,"Droppings, Burrows",1005011,247773
PC8694412,2026-09-10T11:31:30.000,Compliance,774,HART STREET,11237,Brooklyn,Failed for Rat Activity,3032350017,3,3235,17,40.70079310026,-73.923834273527,"{'latitude': '40.70079310026', 'longitude': '-73.923834273527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073562,Bushwick (West),Summons Issued,"Droppings, Burrows, Runways, Rats",,
PC8773643,2026-09-10T11:31:50.000,Initial,922,SUMMIT AVENUE,10452,Bronx,Failed for Other Reason,2025240074,2,2524,74,40.831456421217,-73.93117514116,"{'latitude': '40.831456421217', 'longitude': '-73.93117514116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003454,Highbridge,,Harborage,,
PC8773573,2026-09-10T11:32:00.000,Initial,1038,WOODYCREST AVENUE,10452,Bronx,Failed for Other Reason,2025080018,2,2508,18,40.833353473679,-73.927425747193,"{'latitude': '40.833353473679', 'longitude': '-73.927425747193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003137,Highbridge,,Harborage,,
PC8770092,2026-09-10T11:32:00.000,Initial,2173,FREDRICK DOUGLASS BL,10026,Manhattan,Failed for Rat Activity,1019440030,1,1944,30,40.80525309025,-73.954768232321,"{'latitude': '40.80525309025', 'longitude': '-73.954768232321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,20102,1059067,Harlem (South),,"Droppings, Burrows, Runways, Gnawing",,
PC8773862,2026-09-10T11:32:00.000,Stoppage,347,WEST 51 STREET,10019,Manhattan,Stoppage done,1010420011,1,1042,11,40.763700280086,-73.987509671461,"{'latitude': '40.763700280086', 'longitude': '-73.987509671461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,133,1025200,Hell's Kitchen,,,,
PC8748334,2026-09-10T11:34:12.000,Compliance,512,EAST 12 STREET,10009,Manhattan,Failed for Rat Activity and Other Reason,1004050014,1,405,14,40.728840875744,-73.980780046109,"{'latitude': '40.728840875744', 'longitude': '-73.980780046109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,34,1005171,East Village,,"Droppings, Burrows, Harborage",,
PC8773441,2026-09-10T11:34:22.000,Initial,WEST,167TH STREET,10452,Bronx,Failed for Other Reason,,2,2509,53,,,,,,,,,,Harborage,,
PC8737937,2026-09-10T11:35:33.000,Treatments,3023,3 AVENUE,10455,Bronx,Bait applied,2023770056,2,2377,56,40.819663989278,-73.91343324731,"{'latitude': '40.819663989278', 'longitude': '-73.91343324731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,17,69,2001415,Melrose,,,1008210,237917
PC8700688,2026-09-10T11:36:00.000,Compliance,2334,WASHINGTON AVENUE,10458,Bronx,Failed for Rat Activity and Other Reason,2030530074,2,3053,74,40.856131974742,-73.892342917189,"{'latitude': '40.856131974742', 'longitude': '-73.892342917189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,2011631,Belmont,Summons Issued,"Burrows, Harborage",,
PC8705025,2026-09-10T11:40:14.000,Treatments,2075,Bedford Ave,11226,Brooklyn,Bait applied,3050650001,3,5065,1,40.654077470907,-73.956186572535,"{'latitude': '40.654077470907', 'longitude': '-73.956186572535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,40,822,3116221,East Flatbush-Erasmus,,,,
PC8414703,2026-09-10T11:41:00.000,Treatments,280,14 STREET,11215,Brooklyn,Bait applied,3010420018,3,1042,18,40.665706600874,-73.987888551845,"{'latitude': '40.665706600874', 'longitude': '-73.987888551845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,14101,3023701,Park Slope,,,987610,181814
PC8767201,2026-09-10T11:41:00.000,Initial,112-14,CORONA AVENUE,11368,Queens,Failed for Rat Activity and Other Reason,4019720001,4,1972,1,40.739627854983,-73.848246952768,"{'latitude': '40.739627854983', 'longitude': '-73.848246952768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,21,43701,4048509,Corona,,"Droppings, Burrows, Gnawing, Garbage, Harborage",1026303,208782
PC8773346,2026-09-10T11:42:22.000,Initial,1116,WOODYCREST AVENUE,10452,Bronx,Failed for Rat Activity and Other Reason,,2,2509,36,40.83531499892,-73.925916634833,"{'latitude': '40.83531499892', 'longitude': '-73.925916634833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,199,,Highbridge,,"Burrows, Harborage",,
PC8767343,2026-09-10T11:43:53.000,Initial,601,MARLBOROUGH ROAD,11226,Brooklyn,Failed for Rat Activity and Other Reason,3052360001,3,5236,1,40.635291942706,-73.963300365892,"{'latitude': '40.635291942706', 'longitude': '-73.963300365892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,520,3121172,Flatbush (West)-Ditmas Park-Parkville,,"Droppings, Animal Nuisance",994434,170750
PC8761511,2026-09-10T11:44:00.000,Compliance,502,EAST   81 STREET,10028,Manhattan,Failed for Rat Activity,1015770049,1,1577,49,40.772530531601,-73.949093328317,"{'latitude': '40.772530531601', 'longitude': '-73.949093328317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,13602,1000000,Upper East Side-Yorkville,,Droppings,998306,220761
PC8309674,2026-09-10T11:45:05.000,Treatments,1647,PARK PLACE,11233,Brooklyn,Bait applied,3013690053,3,1369,53,40.67192557395,-73.922749836614,"{'latitude': '40.67192557395', 'longitude': '-73.922749836614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,41,359,3036360,Crown Heights (North),,,,
PC8768837,2026-09-10T11:45:43.000,Initial,656,WATER STREET,10002,Manhattan,Failed for Rat Activity,1002600070,1,260,70,40.711441977334,-73.981906884381,"{'latitude': '40.711441977334', 'longitude': '-73.981906884381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,202,1003216,Lower East Side,,Burrows,,
PC8696066,2026-09-10T11:46:30.000,Compliance,754,HART STREET,11237,Brooklyn,Failed for Rat Activity and Other Reason,3032350010,3,3235,10,40.700516060199,-73.924108684376,"{'latitude': '40.700516060199', 'longitude': '-73.924108684376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073558,Bushwick (West),Summons Issued,"Droppings, Burrows, Runways, Harborage",,
PC8775222,2026-09-10T11:49:00.000,Stoppage,34,WEST 69 STREET,10023,Manhattan,Stoppage done,1011210048,1,1121,48,40.774774051576,-73.978575149495,"{'latitude': '40.774774051576', 'longitude': '-73.978575149495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,15301,1028467,Upper West Side-Lincoln Square,,,,
PC8768859,2026-09-10T11:50:03.000,Initial,636,WATER STREET,10002,Manhattan,Failed for Rat Activity and Other Reason,1002600001,1,260,1,40.711389941548,-73.982649956563,"{'latitude': '40.711389941548', 'longitude': '-73.982649956563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,202,1077528,Lower East Side,,"Burrows, Garbage, Harborage",,
PC8775223,2026-09-10T11:51:00.000,Stoppage,37,WEST 69 STREET,10023,Manhattan,Stoppage done,1011220015,1,1122,15,40.77483720043,-73.978679834403,"{'latitude': '40.77483720043', 'longitude': '-73.978679834403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,15301,1028499,Upper West Side-Lincoln Square,,,,
PC8746687,2026-09-10T11:52:21.000,Treatments,126,EAST 116 STREET,10029,Manhattan,Bait applied,1016430056,1,1643,56,40.798854937335,-73.942207019363,"{'latitude': '40.798854937335', 'longitude': '-73.942207019363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,182,1052263,East Harlem (North),,,,
PC8775224,2026-09-10T11:53:00.000,Stoppage,39,WEST 69 STREET,10023,Manhattan,Stoppage done,1011220014,1,1122,14,40.774861913938,-73.978737594925,"{'latitude': '40.774861913938', 'longitude': '-73.978737594925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,15301,1028498,Upper West Side-Lincoln Square,,,,
PC8770585,2026-09-10T11:56:00.000,Initial,222,WEST 136 STREET,10030,Manhattan,Failed for Rat Activity,1019410144,1,1941,144,40.816353654336,-73.944142670972,"{'latitude': '40.816353654336', 'longitude': '-73.944142670972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,1058927,Harlem (North),,Burrows,,
PC8700794,2026-09-10T11:59:00.000,Treatments,2306,CAMBRELENG AVENUE,10458,Bronx,Bait applied,2030890004,2,3089,4,40.852903576603,-73.886036749054,"{'latitude': '40.852903576603', 'longitude': '-73.886036749054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,391,2092290,Belmont,,,,
PC8698021,2026-09-10T11:59:56.000,Compliance,2764,FREDRICK DOUGLASS BL,10039,Manhattan,Failed for Rat Activity and Other Reason,1020320061,1,2032,61,40.823974269493,-73.941068638541,"{'latitude': '40.823974269493', 'longitude': '-73.941068638541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,234,1060516,Harlem (North),Summons Issued,"Burrows, Garbage",,
PC8510646,2026-09-10T12:00:53.000,Compliance,600,EAST   17 STREET,11226,Brooklyn,Failed for Rat Activity,3052370011,3,5237,11,40.635903440168,-73.961505743295,"{'latitude': '40.635903440168', 'longitude': '-73.961505743295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,518,3121207,Flatbush (West)-Ditmas Park-Parkville,Summons Issued,"Droppings, Burrows",,
PC8770579,2026-09-10T12:03:00.000,Initial,226,WEST 136 STREET,10030,Manhattan,Failed for Rat Activity,1019410046,1,1941,46,40.816386629876,-73.944222124594,"{'latitude': '40.816386629876', 'longitude': '-73.944222124594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,1058905,Harlem (North),,Gnawing,,
PC8773410,2026-09-10T12:03:20.000,Initial,155,WEST 162 STREET,10452,Bronx,Failed for Rat Activity,2025240064,2,2524,64,40.831719410768,-73.930336506524,"{'latitude': '40.831719410768', 'longitude': '-73.930336506524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003453,Highbridge,,Burrows,,
PC8682966,2026-09-10T12:03:41.000,Compliance,2319,PROSPECT AVENUE,10458,Bronx,Failed for Rat Activity,2031020054,2,3102,54,40.852088621403,-73.883529521018,"{'latitude': '40.852088621403', 'longitude': '-73.883529521018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,393,2012845,Belmont,Summons Issued,Burrows,,
PC8694107,2026-09-10T12:05:30.000,Compliance,683,HART STREET,11221,Brooklyn,Failed for Rat Activity,3032180056,3,3218,56,40.699037595679,-73.925585394749,"{'latitude': '40.699037595679', 'longitude': '-73.925585394749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,423,3073150,Bushwick (West),Summons Issued,Burrows,,
PC8774666,2026-09-10T12:05:53.000,Initial,55,PITT STREET,10002,Manhattan,Failed for Rat Activity and Other Reason,1003430066,1,343,66,40.717645299135,-73.982846729879,"{'latitude': '40.717645299135', 'longitude': '-73.982846729879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,12,1004085,Lower East Side,,"Burrows, Harborage",,
PC8775207,2026-09-10T12:06:00.000,Stoppage,215,WEST 94 STREET,10025,Manhattan,Stoppage done,1012420024,1,1242,24,40.79301699135,-73.9719385098,"{'latitude': '40.79301699135', 'longitude': '-73.9719385098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,183,1082894,Upper West Side (Central),,,,
PC8762920,2026-09-10T12:07:32.000,Compliance,156,QUINCY STREET,11216,Brooklyn,Failed for Rat Activity,3019740024,3,1974,24,40.686429740964,-73.955101545137,"{'latitude': '40.686429740964', 'longitude': '-73.955101545137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,229,3056578,Bedford-Stuyvesant (West),,"Droppings, Burrows",,
PC8735607,2026-09-10T12:09:00.000,Treatments,2230,ADAMS PLACE,10457,Bronx,Monitoring visit,2030710045,2,3071,45,40.852250745319,-73.889269457474,"{'latitude': '40.852250745319', 'longitude': '-73.889269457474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,391,2128797,Belmont,,,,
PC8774955,2026-09-10T12:10:10.000,Initial,57,PITT STREET,10002,Manhattan,Failed for Other Reason,1003430065,1,343,65,40.717716657161,-73.982807029807,"{'latitude': '40.717716657161', 'longitude': '-73.982807029807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,12,1004084,Lower East Side,,Harborage,,
PC8734069,2026-09-10T12:10:56.000,Compliance,294,WEST  147 STREET,10039,Manhattan,Failed for Rat Activity and Other Reason,1020320060,1,2032,60,40.823996032158,-73.940689232563,"{'latitude': '40.823996032158', 'longitude': '-73.940689232563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,234,1060515,Harlem (North),,"Gnawing, Harborage",1000665,239489
PC8746417,2026-09-10T12:13:16.000,Treatments,100,EAST 116 STREET,10029,Manhattan,Bait applied,1016430071,1,1643,71,40.799140729057,-73.942882186542,"{'latitude': '40.799140729057', 'longitude': '-73.942882186542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,182,1052275,East Harlem (North),,,,
PC8775152,2026-09-10T12:17:00.000,Stoppage,,,10025,Manhattan,Stoppage done,,1,1206,37,,,,,,,,,,,,
PC8762831,2026-09-10T12:17:41.000,Compliance,2356,PROSPECT AVENUE,10458,Bronx,Failed for Rat Activity,2031140097,2,3114,97,40.853067964948,-73.883010883976,"{'latitude': '40.853067964948', 'longitude': '-73.883010883976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,393,2013057,Belmont,,Droppings,,
PC8762964,2026-09-10T12:18:44.000,Compliance,368,GATES AVENUE,11216,Brooklyn,Failed for Rat Activity,3018127502,3,1812,7502,40.686041472875,-73.952004509868,"{'latitude': '40.686041472875', 'longitude': '-73.952004509868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,243,3425072,Bedford-Stuyvesant (West),,Burrows,,
PC8768549,2026-09-10T12:18:53.000,Initial,573,EAST   22 STREET,11226,Brooklyn,Failed for Rat Activity and Other Reason,3052220108,3,5222,108,40.6381936332,-73.95674111076,"{'latitude': '40.6381936332', 'longitude': '-73.95674111076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,51601,3120673,Flatbush,,"Droppings, Runways, Harborage",996256,171793
PC8770795,2026-09-10T12:20:00.000,Initial,377,SOUTH    1 STREET,11211,Brooklyn,Failed for Rat Activity and Other Reason,3023990022,3,2399,22,40.710527786662,-73.952484581197,"{'latitude': '40.710527786662', 'longitude': '-73.952484581197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,513,3062876,Williamsburg,,"Droppings, Animal Nuisance",997423,198147
PC8736978,2026-09-10T12:20:33.000,Treatments,654,SAINT ANNS AVENUE,10455,Bronx,Bait applied,2026170012,2,2617,12,40.816791600094,-73.911612526837,"{'latitude': '40.816791600094', 'longitude': '-73.911612526837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,17,75,2004320,Melrose,,,1008715,236871
PC8775154,2026-09-10T12:22:00.000,Stoppage,7,WEST 92 STREET,10025,Manhattan,Stoppage done,1012060023,1,1206,23,40.789304780335,-73.96701785757,"{'latitude': '40.789304780335', 'longitude': '-73.96701785757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,177,1080929,Upper West Side (Central),,,,
PC8697908,2026-09-10T12:22:56.000,Compliance,290,WEST 147 STREET,10039,Manhattan,Failed for Rat Activity and Other Reason,1020320058,1,2032,58,40.823974046236,-73.940635054163,"{'latitude': '40.823974046236', 'longitude': '-73.940635054163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,234,1060514,Harlem (North),Summons Issued,"Burrows, Gnawing, Harborage",,
PC8763043,2026-09-10T12:24:00.000,Compliance,366,GATES AVENUE,11216,Brooklyn,Failed for Rat Activity,3018127504,3,1812,7504,40.68603326571,-73.95206941842,"{'latitude': '40.68603326571', 'longitude': '-73.95206941842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,243,3425074,Bedford-Stuyvesant (West),,Burrows,,
PC8773451,2026-09-10T12:25:53.000,Initial,992,SUMMIT AVENUE,10452,Bronx,Failed for Other Reason,2025240049,2,2524,49,40.832888686622,-73.930364187049,"{'latitude': '40.832888686622', 'longitude': '-73.930364187049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003448,Highbridge,,Animal Nuisance,,
PC8674561,2026-09-10T12:26:32.000,Treatments,1255,FINDLAY AVENUE,10456,Bronx,Bait applied,2024360120,2,2436,120,40.833916098712,-73.911680033161,"{'latitude': '40.833916098712', 'longitude': '-73.911680033161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17701,2002375,Concourse-Concourse Village,,,,
PC8770445,2026-09-10T12:29:00.000,Initial,242,WEST 136 STREET,10030,Manhattan,Failed for Rat Activity,1019410051,1,1941,51,40.816518529743,-73.944536327076,"{'latitude': '40.816518529743', 'longitude': '-73.944536327076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,1058910,Harlem (North),,Gnawing,,
PC8763576,2026-09-10T12:30:30.000,Compliance,1325,MYRTLE AVENUE,11221,Brooklyn,Failed for Rat Activity,3032450006,3,3245,6,40.698166819751,-73.924540525811,"{'latitude': '40.698166819751', 'longitude': '-73.924540525811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,421,3073793,Bushwick (West),,"Droppings, Burrows, Runways, Gnawing",,
PC8762661,2026-09-10T12:30:32.000,Compliance,348A,GATES AVENUE,11216,Brooklyn,Failed for Rat Activity,3018120028,3,1812,28,40.685964892094,-73.952660802148,"{'latitude': '40.685964892094', 'longitude': '-73.952660802148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,243,3051061,Bedford-Stuyvesant (West),,Burrows,,
PC8761955,2026-09-10T12:30:41.000,Compliance,771,EAST 185 STREET,10460,Bronx,Failed for Rat Activity and Other Reason,2031140077,2,3114,77,40.852430988741,-73.882816811668,"{'latitude': '40.852430988741', 'longitude': '-73.882816811668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,393,2013056,Belmont,,"Droppings, Burrows, Garbage",,
PC8758230,2026-09-10T12:36:00.000,Compliance,1646,1 AVENUE,10028,Manhattan,Failed for Rat Activity,1015650001,1,1565,1,40.776606697508,-73.949555970737,"{'latitude': '40.776606697508', 'longitude': '-73.949555970737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,14401,1050529,Upper East Side-Yorkville,,Burrows,998221,222222
PC8776306,2026-09-10T12:36:13.000,Initial,105,RIVINGTON STREET,10002,Manhattan,Failed for Rat Activity,1004100047,1,410,47,40.719981761458,-73.988095103409,"{'latitude': '40.719981761458', 'longitude': '-73.988095103409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,18,1084889,Lower East Side,,Burrows,,
PC8761758,2026-09-10T12:37:03.000,Compliance,348,GATES AVENUE,11216,Brooklyn,Failed for Rat Activity,3018120027,3,1812,27,40.685964892094,-73.952660802148,"{'latitude': '40.685964892094', 'longitude': '-73.952660802148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,243,3051060,Bedford-Stuyvesant (West),,Droppings,,
PC8776484,2026-09-10T12:40:45.000,Initial,107,RIVINGTON STREET,10002,Manhattan,Failed for Rat Activity,1004100048,1,410,48,40.719959795805,-73.988022956482,"{'latitude': '40.719959795805', 'longitude': '-73.988022956482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,18,1075676,Lower East Side,,Burrows,,
PC8642674,2026-09-10T12:45:33.000,Treatments,786,CAULDWELL AVENUE,10456,Bronx,Bait applied,2026290046,2,2629,46,40.819703955742,-73.908342516,"{'latitude': '40.819703955742', 'longitude': '-73.908342516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,17,75,2004490,Melrose,,,1009619,237933
PC8774765,2026-09-10T12:47:11.000,Initial,83,1 PLACE,,Manhattan,Failed for Other Reason,3003560045,1,447,7501,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,65,3004983,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,,Harborage,,
PC8698026,2026-09-10T12:47:56.000,Compliance,2530,ADAM C POWELL BLVD,10039,Manhattan,Failed for Rat Activity,1020320033,1,2032,33,40.822622436779,-73.938363605103,"{'latitude': '40.822622436779', 'longitude': '-73.938363605103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,234,1060510,Harlem (North),Summons Issued,Burrows,,
PC8752039,2026-09-10T12:48:00.000,Compliance,160,JOHNSON AVENUE,11206,Brooklyn,Failed for Rat Activity,3030700020,3,3070,20,40.706551987719,-73.943416285149,"{'latitude': '40.706551987719', 'longitude': '-73.943416285149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,505,3325865,East Williamsburg,,"Droppings, Burrows, Runways",999938,196700
PC8763090,2026-09-10T12:48:00.000,Compliance,2359,SOUTHERN BOULEVARD,10460,Bronx,Failed for Rat Activity,2031140071,2,3114,71,40.852539849189,-73.881909313121,"{'latitude': '40.852539849189', 'longitude': '-73.881909313121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,393,2013052,Belmont,,"Droppings, Burrows",,
PC8746245,2026-09-10T12:50:30.000,Compliance,2541,AQUEDUCT AVENUE WEST,10468,Bronx,Failed for Rat Activity and Other Reason,2032140082,2,3214,82,40.865686716121,-73.901912031194,"{'latitude': '40.865686716121', 'longitude': '-73.901912031194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,265,2014667,University Heights (North)-Fordham,,"Droppings, Burrows, Runways, Harborage",,
PC8763186,2026-09-10T12:54:00.000,Compliance,183,MONROE STREET,11216,Brooklyn,Failed for Rat Activity,3018120064,3,1812,64,40.685344162465,-73.951676898293,"{'latitude': '40.685344162465', 'longitude': '-73.951676898293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,243,3051078,Bedford-Stuyvesant (West),,Droppings,,
PC8768830,2026-09-10T12:55:02.000,Initial,14,JACKSON STREET,10002,Manhattan,Failed for Rat Activity,1002630001,1,263,1,40.713508615001,-73.980838592166,"{'latitude': '40.713508615001', 'longitude': '-73.980838592166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,202,1083396,Lower East Side,,Burrows,,
PC8749482,2026-09-10T12:58:00.000,Treatments,373,PROSPECT AVENUE,11215,Brooklyn,Bait applied,3011120001,3,1112,1,40.661171965897,-73.985625845461,"{'latitude': '40.661171965897', 'longitude': '-73.985625845461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,39,14902,3325217,Windsor Terrace-South Slope,,,988238,180162
PC8773569,2026-09-10T12:59:45.000,Initial,1060,UNIVERSITY AVENUE,10452,Bronx,Failed for Other Reason,2025260044,2,2526,44,40.834870248788,-73.930134435684,"{'latitude': '40.834870248788', 'longitude': '-73.930134435684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,193,2124827,Highbridge,,Harborage,,
