job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,letter_type,observations,x_coord,y_coord
PC8645009,2026-09-07T08:07:23.000,Treatments,1768,BRYANT AVENUE,10460,Bronx,Bait applied,2029980170,2,2998,170,40.836513785073,-73.885067498642,"{'latitude': '40.836513785073', 'longitude': '-73.885067498642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,161,2117995,Crotona Park East,,,,
PC8545981,2026-09-07T08:10:52.000,Treatments,851,Hornaday Place,10460,Bronx,Bait applied,2031190050,2,3119,50,40.847043229436,-73.882970918198,"{'latitude': '40.847043229436', 'longitude': '-73.882970918198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,363,2118281,West Farms,,,,
PC8681818,2026-09-07T08:15:16.000,Treatments,000,PEARL STREET,,Manhattan,Bait applied,,1,106,22,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
PC8766583,2026-09-07T09:01:32.000,Treatments,48,EAST 1 STREET,10003,Manhattan,Bait applied,1004430053,1,443,53,40.723744980883,-73.989569997889,"{'latitude': '40.723744980883', 'longitude': '-73.989569997889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,3602,1000000,East Village,,,,
PC8701947,2026-09-07T09:14:50.000,Treatments,122,HART STREET,11206,Brooklyn,Bait applied,3017710029,3,1771,29,40.693367783811,-73.946932645952,"{'latitude': '40.693367783811', 'longitude': '-73.946932645952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3000000,Bedford-Stuyvesant (West),,,,
PC8646203,2026-09-07T09:19:06.000,Treatments,864,REV JAMES POLITE AVENUE,10459,Bronx,Bait applied,2026960079,2,2696,79,40.819545070476,-73.898898445757,"{'latitude': '40.819545070476', 'longitude': '-73.898898445757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,17,87,2000000,Longwood,,,,
PC8708114,2026-09-07T09:35:20.000,Treatments,EAST,5 STREET,10009,Manhattan,Bait applied,,1,374,14,,,,,,,,,,,,
PC8487224,2026-09-07T09:55:59.000,Treatments,700,Marcy Ave,11216,Brooklyn,Bait applied,3017890047,3,1789,47,40.690124030008,-73.948175675193,"{'latitude': '40.690124030008', 'longitude': '-73.948175675193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,251,3000000,Bedford-Stuyvesant (West),,,,
PC8658557,2026-09-07T10:03:59.000,Treatments,EAST,2 STREET,10009,Manhattan,Bait applied,,1,397,28,,,,,,,,,,,,
PC8775907,2026-09-07T10:10:00.000,Initial,0000,EAST 158 STREET,,Bronx,Failed for Rat Activity,,2,2404,9,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,City Agency Referral,Burrows,,
PC8619662,2026-09-07T10:15:15.000,Treatments,EAST,5 STREET,10009,Manhattan,Bait applied,,1,387,155,,,,,,,,,,,,
PC8640972,2026-09-07T10:22:36.000,Treatments,EAST,158 STREET,10451,Bronx,Bait applied,,2,2404,9,,,,,,,,,,,,
PC8768292,2026-09-07T11:05:24.000,Treatments,212,EAST 3 STREET,10009,Manhattan,Bait applied,1003850011,1,385,11,40.722495263601,-73.982582116051,"{'latitude': '40.722495263601', 'longitude': '-73.982582116051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2202,1000000,East Village,,,,
PC8673481,2026-09-07T11:10:13.000,Treatments,196,EAST 3 STREET,10009,Manhattan,Bait applied,1003980028,1,398,28,40.722882411759,-73.983501978513,"{'latitude': '40.722882411759', 'longitude': '-73.983501978513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,3002,1000000,East Village,,,,
PC8701929,2026-09-07T11:21:00.000,Treatments,1276,MYRTLE AVENUE,11221,Brooklyn,Bait applied,3032320040,3,3232,40,40.697997563343,-73.925950801583,"{'latitude': '40.697997563343', 'longitude': '-73.925950801583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,423,3000000,Bushwick (West),,,,
PC8702333,2026-09-07T11:23:13.000,Treatments,94,WEST 162 STREET,10452,Bronx,Bait applied,2025110030,2,2511,30,40.83140596149,-73.929437047016,"{'latitude': '40.83140596149', 'longitude': '-73.929437047016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2000000,Highbridge,,,,
PC8738152,2026-09-07T12:04:09.000,Treatments,427,EAST 157 STREET,10451,Bronx,Bait applied,2023790030,2,2379,30,40.821355291997,-73.914153651256,"{'latitude': '40.821355291997', 'longitude': '-73.914153651256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,17,69,2000000,Melrose,,,,
PC8701926,2026-09-07T12:05:37.000,Treatments,162,LEFFERTS PLACE,11238,Brooklyn,Bait applied,3020200019,3,2020,19,40.680592509323,-73.957474241945,"{'latitude': '40.680592509323', 'longitude': '-73.957474241945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,227,3000000,Bedford-Stuyvesant (West),,,,
PC8720006,2026-09-07T12:10:15.000,Treatments,209,AVENUE B,10009,Manhattan,Bait applied,1003950008,1,395,8,40.728582488646,-73.978636961846,"{'latitude': '40.728582488646', 'longitude': '-73.978636961846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,28,1000000,East Village,,,,
PC8619661,2026-09-07T12:30:39.000,Treatments,EAST,6 STREET,10009,Manhattan,Bait applied,,1,387,121,,,,,,,,,,,,
PC8719317,2026-09-07T12:55:17.000,Treatments,96,WEST 163 STREET,10452,Bronx,Bait applied,2025110065,2,2511,65,40.832108498849,-73.929248389339,"{'latitude': '40.832108498849', 'longitude': '-73.929248389339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2000000,Highbridge,,,,
PC8681773,2026-09-07T12:57:08.000,Treatments,178,Bayard Street,11222,Brooklyn,Bait applied,3027260014,3,2726,14,40.720630780277,-73.945208076269,"{'latitude': '40.720630780277', 'longitude': '-73.945208076269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,499,3000000,Greenpoint,,,,
PC8738138,2026-09-07T13:08:36.000,Treatments,1651,Madison Avenue,10029,Manhattan,Bait applied,1016160023,1,1616,23,40.796288409049,-73.947532896309,"{'latitude': '40.796288409049', 'longitude': '-73.947532896309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,17402,1000000,East Harlem (South),,,,
PC8716052,2026-09-07T13:18:20.000,Treatments,272,EAST 4 STREET,10009,Manhattan,Bait applied,1003860022,1,386,22,40.722876634721,-73.981611544211,"{'latitude': '40.722876634721', 'longitude': '-73.981611544211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2601,1000000,East Village,,,,
PC8708116,2026-09-07T13:20:06.000,Treatments,143,AVENUE C,10009,Manhattan,Bait applied,1003910030,1,391,30,40.725198081121,-73.978049974983,"{'latitude': '40.725198081121', 'longitude': '-73.978049974983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2602,1000000,East Village,,,,
PC8645011,2026-09-07T13:28:32.000,Treatments,1312,BRISTOW STREET,10459,Bronx,Bait applied,2029650199,2,2965,199,40.830956717029,-73.894736254275,"{'latitude': '40.830956717029', 'longitude': '-73.894736254275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,153,2126571,Crotona Park East,,,,
PC8727629,2026-09-07T14:07:39.000,Treatments,1315,OGDEN AVENUE,10452,Bronx,Bait applied,2025310035,2,2531,35,40.840370371998,-73.925245989194,"{'latitude': '40.840370371998', 'longitude': '-73.925245989194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,201,2000000,Highbridge,,,,
PC8598088,2026-09-07T14:10:41.000,Treatments,000,East 11 STREET,,Manhattan,Bait applied,,1,393,20,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
PC8727647,2026-09-07T15:24:00.000,Treatments,100,VAN CORTLANDT PARK E,,Bronx,Bait applied,,2,3323,100,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
PC8557851,2026-09-08T08:16:06.000,Treatments,1681,Amsterdam Ave,10031,Manhattan,Bait applied,1020590001,1,2059,1,40.824024491269,-73.948475669157,"{'latitude': '40.824024491269', 'longitude': '-73.948475669157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,227,1061269,Hamilton Heights-Sugar Hill,,,,
PC8560502,2026-09-08T08:25:06.000,Treatments,3502,Broadway,10031,Manhattan,Bait applied,1020750001,1,2075,1,40.825269083716,-73.951282216525,"{'latitude': '40.825269083716', 'longitude': '-73.951282216525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061879,Hamilton Heights-Sugar Hill,,,,
PC8560505,2026-09-08T08:30:06.000,Treatments,3512,Broadway,10031,Manhattan,Bait applied,1020750061,1,2075,61,40.825510545646,-73.951104987931,"{'latitude': '40.825510545646', 'longitude': '-73.951104987931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061895,Hamilton Heights-Sugar Hill,,,,
PC8624141,2026-09-08T08:31:05.000,Treatments,167,STOCKHOLM STREET,11237,Brooklyn,Bait applied,3032460050,3,3246,50,40.69963127773,-73.922663512869,"{'latitude': '40.69963127773', 'longitude': '-73.922663512869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073849,Bushwick (West),,,1005694,194183
PC8490614,2026-09-08T08:36:00.000,Treatments,1474,PACIFIC STREET,11213,Brooklyn,Bait applied,3012100013,3,1210,13,40.677143111803,-73.940704972131,"{'latitude': '40.677143111803', 'longitude': '-73.940704972131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,311,3030194,Crown Heights (North),,,1000697,185986
PC8557894,2026-09-08T08:36:06.000,Treatments,537,West 144 St,10031,Manhattan,Bait applied,1020760018,1,2076,18,40.825032139322,-73.94921199141,"{'latitude': '40.825032139322', 'longitude': '-73.94921199141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061904,Hamilton Heights-Sugar Hill,,,,
PC8557890,2026-09-08T08:42:06.000,Treatments,531,West 145 St,10031,Manhattan,Bait applied,1020770012,1,2077,12,40.825654922162,-73.948597253874,"{'latitude': '40.825654922162', 'longitude': '-73.948597253874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061931,Hamilton Heights-Sugar Hill,,,,
PC8697727,2026-09-08T08:46:36.000,Treatments,232,STOCKHOLM STREET,11237,Brooklyn,Bait applied,3032580016,3,3258,16,40.701178276687,-73.921118118904,"{'latitude': '40.701178276687', 'longitude': '-73.921118118904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,431,3074183,Bushwick (West),,,,
PC8706556,2026-09-08T08:51:00.000,Treatments,1509,PACIFIC STREET,11213,Brooklyn,Bait applied,3012040077,3,1204,77,40.677173423465,-73.940935679198,"{'latitude': '40.677173423465', 'longitude': '-73.940935679198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,311,3029950,Crown Heights (North),,,1000633,185997
PC8558785,2026-09-08T08:51:06.000,Treatments,3543,Broadway,10031,Manhattan,Bait applied,1020920026,1,2092,26,40.826569692997,-73.950352630669,"{'latitude': '40.826569692997', 'longitude': '-73.950352630669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062380,Hamilton Heights-Sugar Hill,,,,
PC8776136,2026-09-08T09:00:03.000,Treatments,1411,BRYANT AVENUE,10459,Bronx,Bait applied,2029940044,2,2994,44,40.830407609717,-73.888742234498,"{'latitude': '40.830407609717', 'longitude': '-73.888742234498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,123,2115738,Crotona Park East,,,,
PC8511915,2026-09-08T09:00:18.000,Treatments,1050,HOE AVENUE,10459,Bronx,Bait applied,2027490022,2,2749,22,40.824423033736,-73.890519149373,"{'latitude': '40.824423033736', 'longitude': '-73.890519149373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,17,119,2006113,Longwood,,,,
PC8746081,2026-09-08T09:00:36.000,Treatments,251,STOCKHOLM STREET,11237,Brooklyn,Bait applied,3032470045,3,3247,45,40.701532128274,-73.920793109669,"{'latitude': '40.701532128274', 'longitude': '-73.920793109669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073891,Bushwick (West),,,,
PC8768947,2026-09-08T09:00:46.000,Initial,3603,3 AVENUE,10456,Bronx,Failed for Rat Activity and Other Reason,2029100001,2,2910,1,40.833073464543,-73.904807894763,"{'latitude': '40.833073464543', 'longitude': '-73.904807894763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,14701,2092082,Claremont Village-Claremont (East),City Agency Referral,"Burrows, Garbage",,
PC8714436,2026-09-08T09:02:00.000,Treatments,2345,TIEBOUT AVENUE,10458,Bronx,Bait applied,2031460055,2,3146,55,40.857834878686,-73.89660591292,"{'latitude': '40.857834878686', 'longitude': '-73.89660591292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,15,38301,2013438,Fordham Heights,,,,
PC8689532,2026-09-08T09:02:19.000,Treatments,1566,BRYANT AVENUE,10460,Bronx,Bait applied,2030010023,2,3001,23,40.833828282892,-73.8866766581,"{'latitude': '40.833828282892', 'longitude': '-73.8866766581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2100185,Crotona Park East,,,,
PC8671305,2026-09-08T09:05:00.000,Compliance,162-01,85 AVENUE,11432,Queens,Failed for Rat Activity and Other Reason,4097860047,4,9786,47,40.712557734111,-73.802411465678,"{'latitude': '40.712557734111', 'longitude': '-73.802411465678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,24,450,4209413,Jamaica Hills-Briarwood,Summons Issued,"Droppings, Burrows, Harborage",,
PC8704703,2026-09-08T09:07:00.000,Treatments,1406,PACIFIC STREET,11216,Brooklyn,Bait applied,3012090014,3,1209,14,40.677292700168,-73.943415969387,"{'latitude': '40.677292700168', 'longitude': '-73.943415969387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,313,3030134,Crown Heights (North),,,,
PC8596826,2026-09-08T09:07:06.000,Treatments,486,Convent Ave,10031,Manhattan,Bait applied,1020660021,1,2066,21,40.828531403696,-73.94277736363,"{'latitude': '40.828531403696', 'longitude': '-73.94277736363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1061592,Hamilton Heights-Sugar Hill,,,,
PC8561574,2026-09-08T09:14:06.000,Treatments,795,ST NICHOLAS AVENUE,10031,Manhattan,Bait applied,1020640036,1,2064,36,40.827126145631,-73.942876137954,"{'latitude': '40.827126145631', 'longitude': '-73.942876137954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061550,Hamilton Heights-Sugar Hill,,,,
PC8745040,2026-09-08T09:14:45.000,Treatments,253,STOCKHOLM STREET,11237,Brooklyn,Bait applied,3032470044,3,3247,44,40.701567787859,-73.920760608228,"{'latitude': '40.701567787859', 'longitude': '-73.920760608228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073890,Bushwick (West),,,,
PC8771721,2026-09-08T09:15:46.000,Initial,1076,BROADWAY,11221,Brooklyn,Failed for Other Reason,3016000006,3,1600,6,40.694580732178,-73.931010455678,"{'latitude': '40.694580732178', 'longitude': '-73.931010455678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3043191,Bedford-Stuyvesant (East),,Garbage,,
PC8689673,2026-09-08T09:17:27.000,Treatments,1538,BRYANT AVENUE,10460,Bronx,Bait applied,2030010012,2,3001,12,40.833608832261,-73.886807127687,"{'latitude': '40.833608832261', 'longitude': '-73.886807127687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2010874,Crotona Park East,,,,
PC8772616,2026-09-08T09:19:22.000,Initial,401,PUTNAM AVENUE,11216,Brooklyn,Failed for Other Reason,3018240056,3,1824,56,40.684580980002,-73.945270262329,"{'latitude': '40.684580980002', 'longitude': '-73.945270262329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,267,3051695,Bedford-Stuyvesant (West),COTA,Harborage,,
PC8748912,2026-09-08T09:19:42.000,Treatments,608,WEST 176 STREET,10033,Manhattan,Bait applied,1021440066,1,2144,66,40.846250856999,-73.936462128792,"{'latitude': '40.846250856999', 'longitude': '-73.936462128792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,263,1063556,Washington Heights (South),,,1001829,247598
PC8561570,2026-09-08T09:21:06.000,Treatments,757,ST NICHOLAS AVENUE,10031,Manhattan,Bait applied,1020630029,1,2063,29,40.826055917227,-73.943321498412,"{'latitude': '40.826055917227', 'longitude': '-73.943321498412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061510,Hamilton Heights-Sugar Hill,,,,
PC8772534,2026-09-08T09:22:24.000,Initial,1096,BROADWAY,11221,Brooklyn,Failed for Other Reason,3016007502,3,1600,7502,40.694234520384,-73.930397770299,"{'latitude': '40.694234520384', 'longitude': '-73.930397770299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3043197,Bedford-Stuyvesant (East),,Harborage,,
PC8705306,2026-09-08T09:23:00.000,Treatments,1374,PACIFIC STREET,11216,Brooklyn,Bait applied,3012080036,3,1208,36,40.677384086208,-73.945077903497,"{'latitude': '40.677384086208', 'longitude': '-73.945077903497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,313,3030109,Crown Heights (North),,,999484,186073
PC8771744,2026-09-08T09:25:24.000,Initial,1104,BROADWAY,11221,Brooklyn,Failed for Rat Activity,3016000019,3,1600,19,40.694108122727,-73.930170715924,"{'latitude': '40.694108122727', 'longitude': '-73.930170715924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3043200,Bedford-Stuyvesant (East),,Burrows,,
PC8745424,2026-09-08T09:28:57.000,Treatments,259,STOCKHOLM STREET,11237,Brooklyn,Bait applied,3032470041,3,3247,41,40.701672016795,-73.920655893876,"{'latitude': '40.701672016795', 'longitude': '-73.920655893876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073887,Bushwick (West),,,,
PC8738023,2026-09-08T09:28:58.000,Treatments,580,WEST  176 STREET,10033,Manhattan,Bait applied,1021330010,1,2133,10,40.845866085006,-73.935548054873,"{'latitude': '40.845866085006', 'longitude': '-73.935548054873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,261,1063218,Washington Heights (South),,,1002082,247458
PC8748635,2026-09-08T09:29:58.000,Compliance,508,EAST 6 STREET,10009,Manhattan,Failed for Rat Activity,1004010014,1,401,14,40.725253887549,-73.98348335001,"{'latitude': '40.725253887549', 'longitude': '-73.98348335001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,32,1005047,East Village,,"Droppings, Burrows, Runways",,
PC8699879,2026-09-08T09:30:18.000,Treatments,571,EAST 170 STREET,10456,Bronx,Bait applied,2029320015,2,2932,15,40.834599715187,-73.901755667677,"{'latitude': '40.834599715187', 'longitude': '-73.901755667677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,15,149,2009720,Morrisania,,,,
PC8554035,2026-09-08T09:31:06.000,Treatments,1734,Amsterdam Ave,10031,Manhattan,Bait applied,1020770036,1,2077,36,40.82574213954,-73.947242198366,"{'latitude': '40.82574213954', 'longitude': '-73.947242198366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061946,Hamilton Heights-Sugar Hill,,,,
PC8771071,2026-09-08T09:31:24.000,Initial,797,BUSHWICK AVENUE,11221,Brooklyn,Failed for Rat Activity,3032420001,3,3242,1,40.695048324832,-73.928139441715,"{'latitude': '40.695048324832', 'longitude': '-73.928139441715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3073761,Bushwick (West),,Burrows,,
PC8689527,2026-09-08T09:32:47.000,Treatments,1522,BRYANT AVENUE,10460,Bronx,Bait applied,2030010006,2,3001,6,40.833482645589,-73.886879617705,"{'latitude': '40.833482645589', 'longitude': '-73.886879617705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2010870,Crotona Park East,,,,
PC8557850,2026-09-08T09:34:30.000,Treatments,1681,Amsterdam Ave,10031,Manhattan,Bait applied,1020590001,1,2059,1,40.824024491269,-73.948475669157,"{'latitude': '40.824024491269', 'longitude': '-73.948475669157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,227,1061269,Hamilton Heights-Sugar Hill,,,,
PC8710431,2026-09-08T09:35:00.000,Treatments,1366,PACIFIC STREET,11216,Brooklyn,Bait applied,3012080032,3,1208,32,40.677395168759,-73.945294208288,"{'latitude': '40.677395168759', 'longitude': '-73.945294208288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,313,3030105,Crown Heights (North),,,,
PC8612080,2026-09-08T09:37:00.000,Treatments,17,EAST 204 STREET,10468,Bronx,Bait applied,2033110008,2,3311,8,40.87490943064,-73.887401888782,"{'latitude': '40.87490943064', 'longitude': '-73.887401888782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,411,2017322,Bedford Park,,,,
PC8770161,2026-09-08T09:38:00.000,Initial,1187,CLAY AVENUE,10456,Bronx,Failed for Rat Activity,2024300035,2,2430,35,40.832007847642,-73.910829756068,"{'latitude': '40.832007847642', 'longitude': '-73.910829756068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17701,2002155,Concourse-Concourse Village,COTA,Droppings,,
PC8558789,2026-09-08T09:40:06.000,Treatments,675,Riverside Drive,10031,Manhattan,Bait applied,1021010055,1,2101,55,40.826809268533,-73.952198877717,"{'latitude': '40.826809268533', 'longitude': '-73.952198877717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1000000,Hamilton Heights-Sugar Hill,,,,
PC8751212,2026-09-08T09:40:10.000,Treatments,574,WEST 176 STREET,10033,Manhattan,Bait applied,1021330013,1,2133,13,40.845822108395,-73.935439665758,"{'latitude': '40.845822108395', 'longitude': '-73.935439665758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,261,1063219,Washington Heights (South),,,1002112,247442
PC8748166,2026-09-08T09:41:02.000,Treatments,600,WEST  175 STREET,10033,Manhattan,Bait applied,1021430055,1,2143,55,40.845496220687,-73.93676284578,"{'latitude': '40.845496220687', 'longitude': '-73.93676284578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,263,1063534,Washington Heights (South),,,1001746,247323
PC8744787,2026-09-08T09:42:05.000,Treatments,263,STOCKHOLM STREET,11237,Brooklyn,Bait applied,3032470039,3,3247,39,40.701740591107,-73.920590893956,"{'latitude': '40.701740591107', 'longitude': '-73.920590893956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073885,Bushwick (West),,,,
PC8721502,2026-09-08T09:43:24.000,Compliance,1155,BOSTON ROAD,10456,Bronx,Failed for Other Reason,2026140053,2,2614,53,40.828483187238,-73.903524484793,"{'latitude': '40.828483187238', 'longitude': '-73.903524484793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,18502,2000000,Morrisania,Summons Issued,Harborage,,
PC8770418,2026-09-08T09:45:00.000,Initial,1171,CLAY AVENUE,10456,Bronx,Failed for Other Reason,2024300043,2,2430,43,40.831662159218,-73.911021743271,"{'latitude': '40.831662159218', 'longitude': '-73.911021743271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17701,2002159,Concourse-Concourse Village,COTA,Harborage,,
PC8732103,2026-09-08T09:46:38.000,Treatments,10,WEST   65 STREET,10023,Manhattan,Bait applied,1011170039,1,1117,39,40.772018539397,-73.979799956294,"{'latitude': '40.772018539397', 'longitude': '-73.979799956294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,149,1028139,Upper West Side-Lincoln Square,,,989845,220547
PC8690101,2026-09-08T09:47:13.000,Treatments,1313,WEST FARMS ROAD,10459,Bronx,Bait applied,2030070043,2,3007,43,40.829568992147,-73.887233194183,"{'latitude': '40.829568992147', 'longitude': '-73.887233194183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,123,2010912,Crotona Park East,,,,
PC8770040,2026-09-08T09:48:00.000,Initial,1160,TELLER AVENUE,10456,Bronx,Failed for Other Reason,2024300045,2,2430,45,40.831561366523,-73.912012010313,"{'latitude': '40.831561366523', 'longitude': '-73.912012010313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17701,2002160,Concourse-Concourse Village,,Harborage,,
PC8758707,2026-09-08T09:50:13.000,Compliance,24,LAUREL HILL TERRACE,10033,Manhattan,Failed for Rat Activity,1021490056,1,2149,56,40.848774571781,-73.929295656079,"{'latitude': '40.848774571781', 'longitude': '-73.929295656079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,267,1063581,Washington Heights (North),,"Droppings, Burrows",1003803,248519
PC8561569,2026-09-08T09:50:16.000,Treatments,757,ST NICHOLAS AVENUE,10031,Manhattan,Bait applied,1020630029,1,2063,29,40.826055917227,-73.943321498412,"{'latitude': '40.826055917227', 'longitude': '-73.943321498412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061510,Hamilton Heights-Sugar Hill,,,,
PC8699675,2026-09-08T09:50:18.000,Treatments,595,EAST 170 STREET,10456,Bronx,Bait applied,2029320004,2,2932,4,40.834379400708,-73.900899529927,"{'latitude': '40.834379400708', 'longitude': '-73.900899529927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,15,149,2009719,Morrisania,,,,
