inspection_type,job_id,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,location,community_board,council_district,census_tract,nta,bbl,bin,x_coord,y_coord
Treatments,PC8659757,3,5162,20,816,Ocean Ave,11226,40.642635737906,-73.959610087305,Brooklyn,2026-08-11T10:40:05.000,Bait applied,"{'latitude': '40.642635737906', 'longitude': '-73.959610087305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,514,Flatbush,3051620020,3118799,,
Initial,PC8760823,2,4347,7,2344,BOSTON ROAD,10467,40.860650753447,-73.867029120028,Bronx,2026-08-11T10:40:06.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.860650753447', 'longitude': '-73.867029120028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,13,330,Allerton,2043470007,2050046,1021031,252866
Compliance,PC8697067,1,1823,26,107,WEST 113 STREET,10026,40.800311258948,-73.951614789413,Manhattan,2026-08-11T10:40:54.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.800311258948', 'longitude': '-73.951614789413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,Harlem (South),1018230026,1055012,,
Stoppage,PC8722616,1,435,43,117,EAST 7 STREET,10009,40.726486438356,-73.984565412736,Manhattan,2026-08-11T10:41:00.000,Stoppage done,"{'latitude': '40.726486438356', 'longitude': '-73.984565412736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,32,East Village,1004350043,1005848,,
Initial,PC8741790,1,1055,29,645,9 AVENUE,10036,40.760527675145,-73.991109188394,Manhattan,2026-08-11T10:41:33.000,Failed for Other Reason,"{'latitude': '40.760527675145', 'longitude': '-73.991109188394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12102,Hell's Kitchen,1010550029,1026453,986713,216360
Treatments,PC8716102,1,1056,41,418,WEST 47 STREET,10036,40.761927502097,-73.991112610643,Manhattan,2026-08-11T10:41:44.000,Bait applied,"{'latitude': '40.761927502097', 'longitude': '-73.991112610643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,127,Hell's Kitchen,1010560041,1026498,,
Stoppage,PC8760872,2,2466,44,125,EAST 168 STREET,10452,40.836237209734,-73.91781329847,Bronx,2026-08-11T10:42:00.000,Stoppage done,"{'latitude': '40.836237209734', 'longitude': '-73.91781329847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,22102,Mount Eden-Claremont (West),2024660044,2002864,,
Initial,PC8761222,1,1621,35,81,EAST 115 STREET,10029,40.798757049299,-73.944070809327,Manhattan,2026-08-11T10:45:00.000,Failed for Rat Activity,"{'latitude': '40.798757049299', 'longitude': '-73.944070809327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,East Harlem (North),1016210035,1051645,,
Compliance,PC8721429,2,2633,14,1074,CAULDWELL AVENUE,10456,40.826497654286,-73.905521940417,Bronx,2026-08-11T10:45:01.000,Failed for Other Reason,"{'latitude': '40.826497654286', 'longitude': '-73.905521940417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,18502,Morrisania,2026330014,2004503,,
Compliance,PC8737050,3,3443,40,335,MOFFAT STREET,11237,40.691351555541,-73.902695962094,Brooklyn,2026-08-11T10:47:00.000,Failed for Other Reason,"{'latitude': '40.691351555541', 'longitude': '-73.902695962094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,409,Bushwick (East),3034430040,3080062,,
Treatments,PC8699995,1,279,7502,11,EAST BROADWAY,10038,40.713427846211,-73.997532683187,Manhattan,2026-08-11T10:47:07.000,Bait applied,"{'latitude': '40.713427846211', 'longitude': '-73.997532683187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,27,Chinatown-Two Bridges,1002797502,1003379,,
Compliance,PC8712358,1,1891,34,320,WEST  105 STREET,10025,40.801132591685,-73.969497002688,Manhattan,2026-08-11T10:47:18.000,Failed for Rat Activity,"{'latitude': '40.801132591685', 'longitude': '-73.969497002688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,191,Upper West Side-Manhattan Valley,1018910034,1057224,992695,231155
Treatments,PC8596245,2,4506,1,2732,BRONX PARK EAST,10467,40.865836681376,-73.870420887872,Bronx,2026-08-11T10:48:09.000,Bait applied,"{'latitude': '40.865836681376', 'longitude': '-73.870420887872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,12,33601,Allerton,2045060001,2093450,1020090,254754
Initial,PC8760965,1,1621,14,1760,MADISON AVENUE,10029,40.799693489508,-73.945066898849,Manhattan,2026-08-11T10:49:00.000,Failed for Rat Activity,"{'latitude': '40.799693489508', 'longitude': '-73.945066898849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,East Harlem (North),1016210014,1074185,,
Compliance,PC8700337,1,1711,46,2294,1 AVENUE,10035,40.79720395681,-73.93451182691,Manhattan,2026-08-11T10:49:08.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.79720395681', 'longitude': '-73.93451182691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,178,East Harlem (North),1017110046,1053134,,
Initial,PC8760533,1,1940,1,2510,FREDRICK DOUGLASS BL,10030,40.815918571053,-73.946950156455,Manhattan,2026-08-11T10:50:00.000,Failed for Rat Activity,"{'latitude': '40.815918571053', 'longitude': '-73.946950156455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,Harlem (North),1019400001,1000000,,
Treatments,PC8701436,1,1789,10,221,EAST 124 STREET,10035,40.802757227996,-73.935651361807,Manhattan,2026-08-11T10:50:02.000,Bait applied,"{'latitude': '40.802757227996', 'longitude': '-73.935651361807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,242,East Harlem (North),1017890010,1054662,,
Initial,PC8764477,1,1142,34,102,WEST   71 STREET,10023,40.776808087309,-73.979520478898,Manhattan,2026-08-11T10:52:05.000,Failed for Rat Activity,"{'latitude': '40.776808087309', 'longitude': '-73.979520478898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,157,Upper West Side-Lincoln Square,1011420034,1029762,989922,222292
Initial,PC8763708,3,3323,68,101,LINDEN STREET,11221,40.692912908427,-73.91988383913,Brooklyn,2026-08-11T10:53:57.000,Failed for Rat Activity,"{'latitude': '40.692912908427', 'longitude': '-73.91988383913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,417,Bushwick (East),3033230068,3076113,,
Compliance,PC8749503,4,4464,135,13-31,146 STREET,11357,40.788236655579,-73.820932083147,Queens,2026-08-11T10:55:00.000,Failed for Other Reason,"{'latitude': '40.788236655579', 'longitude': '-73.820932083147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,19,1039,Whitestone-Beechhurst,4044640135,4101656,1033836,226506
Treatments,PC8455412,2,2522,43,1360,OGDEN AVENUE,10452,40.841838370654,-73.924579324235,Bronx,2026-08-11T10:55:00.000,Bait applied,"{'latitude': '40.841838370654', 'longitude': '-73.924579324235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,211,Highbridge,2025220043,2003376,,
Compliance,PC8684160,4,6799,85,71-48,161 STREET,11365,40.728594215476,-73.808150999455,Queens,2026-08-11T10:55:00.000,Failed for Rat Activity,"{'latitude': '40.728594215476', 'longitude': '-73.808150999455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,24,122704,Pomonok-Electchester-Hillcrest,4067990085,4147263,1037426,204762
Compliance,PC8721193,2,2633,18,1082,BOSTON ROAD,10456,40.827007901817,-73.905188782957,Bronx,2026-08-11T10:55:10.000,Failed for Rat Activity,"{'latitude': '40.827007901817', 'longitude': '-73.905188782957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,18502,Morrisania,2026330018,2004505,,
Stoppage,PC8760869,2,2783,72,1309,FINDLAY AVENUE,10456,40.835345461713,-73.910843334607,Bronx,2026-08-11T10:56:00.000,Stoppage done,"{'latitude': '40.835345461713', 'longitude': '-73.910843334607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17702,Mount Eden-Claremont (West),2027830072,2007212,,
Compliance,PC8696785,1,1823,25,109,WEST 113 STREET,10026,40.80034697716,-73.951701449361,Manhattan,2026-08-11T10:57:54.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.80034697716', 'longitude': '-73.951701449361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,Harlem (South),1018230025,1055011,,
Stoppage,PC8740409,1,1578,45,510,EAST 82 STREET,10028,40.773109407498,-73.948493552026,Manhattan,2026-08-11T10:58:00.000,Stoppage done,"{'latitude': '40.773109407498', 'longitude': '-73.948493552026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,13602,Upper East Side-Yorkville,1015780045,1051153,,
Compliance,PC8734672,3,3045,5,194,SCHOLES STREET,11206,40.70896635559,-73.941365482039,Brooklyn,2026-08-11T11:00:00.000,Failed for Other Reason,"{'latitude': '40.70896635559', 'longitude': '-73.941365482039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,49302,East Williamsburg,3030450005,3071010,,
Treatments,PC8632093,3,5162,22,822,OCEAN AVENUE,11226,40.642523194259,-73.959588535647,Brooklyn,2026-08-11T11:00:05.000,Bait applied,"{'latitude': '40.642523194259', 'longitude': '-73.959588535647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,514,Flatbush,3051620022,3118800,,
Initial,PC8761091,1,461,22,228,EAST 6 STREET,10003,40.727766052651,-73.989450303185,Manhattan,2026-08-11T11:00:34.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.727766052651', 'longitude': '-73.989450303185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,38,East Village,1004610022,1006620,,
Treatments,PC8623006,2,4506,40,2859,BARKER AVENUE,10467,40.867419032227,-73.869221036401,Bronx,2026-08-11T11:00:59.000,Bait applied,"{'latitude': '40.867419032227', 'longitude': '-73.869221036401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,12,33601,Allerton,2045060040,2093463,1020421,255331
Initial,PC8751487,1,1037,52,334,WEST   47 STREET,10036,40.760862313156,-73.98859313585,Manhattan,2026-08-11T11:01:00.000,Failed for Rat Activity,"{'latitude': '40.760862313156', 'longitude': '-73.98859313585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,127,Hell's Kitchen,1010370052,1025067,987410,216482
Initial,PC8765143,3,1355,71,1201,ST MARKS AVENUE,11213,40.674087304353,-73.92947435317,Brooklyn,2026-08-11T11:01:00.000,Failed for Rat Activity,"{'latitude': '40.674087304353', 'longitude': '-73.92947435317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,307,Crown Heights (North),3013550071,3035888,,
Initial,PC8756630,3,899,11,248,22 STREET,11215,40.660415119161,-73.993411320177,Brooklyn,2026-08-11T11:01:08.000,Failed for Other Reason,"{'latitude': '40.660415119161', 'longitude': '-73.993411320177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,39,145,Sunset Park (West),3008990011,3017620,986078,179886
Initial,PC8763266,3,5175,71,461,STRATFORD ROAD,11218,40.636989459349,-73.967403292138,Brooklyn,2026-08-11T11:01:34.000,Failed for Other Reason,"{'latitude': '40.636989459349', 'longitude': '-73.967403292138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,526,Flatbush (West)-Ditmas Park-Parkville,3051750071,3119289,993297,171353
Treatments,PC8701433,1,1788,44,208,EAST 124 STREET,10035,40.802820468319,-73.93584996331,Manhattan,2026-08-11T11:02:59.000,Bait applied,"{'latitude': '40.802820468319', 'longitude': '-73.93584996331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,194,East Harlem (North),1017880044,1054654,,
Compliance,PC8737095,3,3448,118,338,MOFFAT STREET,11237,40.691170522955,-73.902840466574,Brooklyn,2026-08-11T11:03:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.691170522955', 'longitude': '-73.902840466574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,409,Bushwick (East),3034480118,3080180,,
Treatments,PC8734350,1,292,8,27,FORSYTH STREET,10002,40.715368286352,-73.99437622905,Manhattan,2026-08-11T11:03:07.000,Bait applied,"{'latitude': '40.715368286352', 'longitude': '-73.99437622905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,16,Chinatown-Two Bridges,1002920008,1003758,,
Treatments,PC8671642,4,2103,1,98-39,65 ROAD,11374,40.728645445868,-73.856314336384,Queens,2026-08-11T11:03:49.000,Bait applied,"{'latitude': '40.728645445868', 'longitude': '-73.856314336384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,29,71304,Forest Hills,4021030001,4432002,1024074,204777
Compliance,PC8610855,1,1823,23,113,WEST  113 STREET,10026,40.800421156622,-73.951871155624,Manhattan,2026-08-11T11:05:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.800421156622', 'longitude': '-73.951871155624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,Harlem (South),1018230023,1055010,997575,230898
Stoppage,PC8740061,1,1580,4,1584,YORK AVENUE,10028,40.774284079695,-73.948308504564,Manhattan,2026-08-11T11:05:00.000,Stoppage done,"{'latitude': '40.774284079695', 'longitude': '-73.948308504564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,13604,Upper East Side-Yorkville,1015800004,1051181,,
Initial,PC8760756,2,3346,10,3210,PERRY AVENUE,10467,40.87491513818,-73.876904671314,Bronx,2026-08-11T11:05:58.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.87491513818', 'longitude': '-73.876904671314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,42901,Norwood,2033460010,2018333,1018292,258059
Stoppage,PC8763394,2,2426,2,1100,CLAY AVENUE,10456,40.829695000117,-73.912086758262,Bronx,2026-08-11T11:06:00.000,Stoppage done,"{'latitude': '40.829695000117', 'longitude': '-73.912086758262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,143,Concourse-Concourse Village,2024260002,2002066,,
Initial,PC8761225,1,1621,63,16,EAST 116 STREET,10029,40.800363549516,-73.945785115472,Manhattan,2026-08-11T11:06:00.000,Failed for Rat Activity,"{'latitude': '40.800363549516', 'longitude': '-73.945785115472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,East Harlem (North),1016210063,1051656,,
Treatments,PC8733528,1,1952,29,2329,8 AVENUE,10027,40.810271728689,-73.951101776332,Manhattan,2026-08-11T11:06:51.000,Bait applied,"{'latitude': '40.810271728689', 'longitude': '-73.951101776332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,257,Harlem (South),1019520029,1089315,,
Initial,PC8756555,1,128,2,240B,GREENWICH STREET,10007,40.714047602658,-74.011611647628,Manhattan,2026-08-11T11:07:00.000,Failed for Other Reason,"{'latitude': '40.714047602658', 'longitude': '-74.011611647628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,1,21,Tribeca-Civic Center,1001280002,1001416,981031,199426
Initial,PC8763220,1,1182,143,330,WEST   71 STREET,10023,40.779389085176,-73.985643557147,Manhattan,2026-08-11T11:07:00.000,Failed for Rat Activity,"{'latitude': '40.779389085176', 'longitude': '-73.985643557147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,159,Upper West Side-Lincoln Square,1011820143,1081070,988226,223232
Initial,PC8762346,1,464,58,5,ST MARKS PLACE,10003,40.729333308216,-73.989388717216,Manhattan,2026-08-11T11:08:00.000,Failed for Rat Activity,"{'latitude': '40.729333308216', 'longitude': '-73.989388717216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,38,East Village,1004640058,1006761,,
Treatments,PC8629653,2,2514,1,1060,OGDEN AVENUE,10452,40.834589233434,-73.928425412148,Bronx,2026-08-11T11:09:00.000,Bait applied,"{'latitude': '40.834589233434', 'longitude': '-73.928425412148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,193,Highbridge,2025140001,2000000,,
Initial,PC8761018,1,461,18,220,EAST 6 STREET,10003,40.727870376705,-73.989702844725,Manhattan,2026-08-11T11:09:07.000,Failed for Other Reason,"{'latitude': '40.727870376705', 'longitude': '-73.989702844725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,38,East Village,1004610018,1006616,,
Stoppage,PC8761507,2,2425,7,1050,CLAY AVENUE,10456,40.828570134097,-73.91271337817,Bronx,2026-08-11T11:10:00.000,Stoppage done,"{'latitude': '40.828570134097', 'longitude': '-73.91271337817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,143,Concourse-Concourse Village,2024250007,2002054,,
Treatments,PC8727375,3,3441,35,644,WILSON AVENUE,11207,40.688982136667,-73.9051622375,Brooklyn,2026-08-11T11:10:00.000,Bait applied,"{'latitude': '40.688982136667', 'longitude': '-73.9051622375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,411,Bushwick (East),3034410035,3080022,,
Initial,PC8751995,3,1361,38,1238,ST MARKS AVENUE,11213,40.674031956178,-73.928742586665,Brooklyn,2026-08-11T11:10:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.674031956178', 'longitude': '-73.928742586665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,347,Crown Heights (North),3013610038,3036096,1004016,184855
Treatments,PC8719967,1,1750,50,1969,MADISON AVENUE,10035,40.806297677249,-73.94022102371,Manhattan,2026-08-11T11:10:00.000,Bait applied,"{'latitude': '40.806297677249', 'longitude': '-73.94022102371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,198,East Harlem (North),1017500050,1079422,1000799,233041
Initial,PC8758267,2,4389,26,1464,ASTOR AVENUE,10469,40.859570559158,-73.843991935205,Bronx,2026-08-11T11:10:00.000,Failed for Other Reason,"{'latitude': '40.859570559158', 'longitude': '-73.843991935205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,13,314,Pelham Gardens,2043890026,2050741,1027404,252483
Treatments,PC8407491,3,5162,26,832,OCEAN AVENUE,11226,40.64233653643,-73.959552615822,Brooklyn,2026-08-11T11:10:05.000,Bait applied,"{'latitude': '40.64233653643', 'longitude': '-73.959552615822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,514,Flatbush,3051620026,3118801,995475,173302
Compliance,PC8746896,1,1182,38,310,West 71 street,10023,40.779279262224,-73.985383605518,Manhattan,2026-08-11T11:10:07.000,Failed for Rat Activity,"{'latitude': '40.779279262224', 'longitude': '-73.985383605518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,159,Upper West Side-Lincoln Square,1011820038,1030933,,
Treatments,PC8614889,2,2511,44,901,WOODYCREST AVENUE,10452,40.830511300937,-73.929640358929,Bronx,2026-08-11T11:10:56.000,Bait applied,"{'latitude': '40.830511300937', 'longitude': '-73.929640358929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025110044,2003181,,
Initial,PC8761107,1,1621,66,10,EAST 116 STREET,10029,40.800443235714,-73.945972870291,Manhattan,2026-08-11T11:13:58.000,Failed for Rat Activity,"{'latitude': '40.800443235714', 'longitude': '-73.945972870291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,East Harlem (North),1016210066,1051659,,
Treatments,PC8716153,1,1055,41,412,WEST 46 STREET,10036,40.761244079061,-73.99139787543,Manhattan,2026-08-11T11:14:44.000,Bait applied,"{'latitude': '40.761244079061', 'longitude': '-73.99139787543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12102,Hell's Kitchen,1010550041,1026462,,
Initial,PC8749073,1,1039,48,324,WEST   49 STREET,10019,40.762152263936,-73.987762651491,Manhattan,2026-08-11T11:14:56.000,Failed for Rat Activity,"{'latitude': '40.762152263936', 'longitude': '-73.987762651491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,127,Hell's Kitchen,1010390048,1025152,987640,216952
Initial,PC8761211,1,461,17,218,EAST 6 STREET,10003,40.727897830175,-73.98976778401,Manhattan,2026-08-11T11:14:56.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.727897830175', 'longitude': '-73.98976778401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,38,East Village,1004610017,1006615,,
Initial,PC8764398,4,1364,16,90-18,ASTORIA BOULEVARD,11369,40.763573761065,-73.878732098227,Queens,2026-08-11T11:15:00.000,Failed for Rat Activity,"{'latitude': '40.763573761065', 'longitude': '-73.878732098227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,22,329,East Elmhurst,4013640016,4032420,1017843,217493
Initial,PC8755520,1,1158,7506,200,WEST END AVENUE,10023,40.778184081416,-73.985196089929,Manhattan,2026-08-11T11:15:21.000,Failed for Other Reason,"{'latitude': '40.778184081416', 'longitude': '-73.985196089929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,15501,Upper West Side-Lincoln Square,1011587506,1030352,988350,222793
Initial,PC8763158,1,464,57,7,ST MARKS PLACE,10003,40.729297618221,-73.989302129704,Manhattan,2026-08-11T11:15:28.000,Failed for Rat Activity,"{'latitude': '40.729297618221', 'longitude': '-73.989302129704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,38,East Village,1004640057,1006760,,
Stoppage,PC8740410,1,1570,5,403,EAST 90 STREET,10128,40.779281741922,-73.947131109658,Manhattan,2026-08-11T11:17:00.000,Stoppage done,"{'latitude': '40.779281741922', 'longitude': '-73.947131109658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,152,Upper East Side-Yorkville,1015700005,1050723,,
Initial,PC8764433,3,6760,58,1589,EAST   13 STREET,11230,40.610760886922,-73.96053705489,Brooklyn,2026-08-11T11:17:22.000,Failed for Other Reason,"{'latitude': '40.610760886922', 'longitude': '-73.96053705489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,48,542,Midwood,3067600058,3181777,995207,161798
Initial,PC8765139,3,3519,2,,,11212,,,Brooklyn,2026-08-11T11:17:51.000,Failed for Other Reason,,,,,,,,,
Compliance,PC8751059,3,5156,58,385,Argyle Road,11218,40.639796976449,-73.966043511656,Brooklyn,2026-08-11T11:18:00.000,Failed for Rat Activity,"{'latitude': '40.639796976449', 'longitude': '-73.966043511656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,520,Flatbush (West)-Ditmas Park-Parkville,3051560058,3118669,,
Treatments,PC8728054,1,164,16,60,MULBERRY STREET,10013,40.715563301562,-73.999466118958,Manhattan,2026-08-11T11:20:07.000,Bait applied,"{'latitude': '40.715563301562', 'longitude': '-73.999466118958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,2902,Chinatown-Two Bridges,1001640016,1079236,984398,199978
Treatments,PC8674477,2,4507,1,663,ALLERTON AVENUE,10467,40.865403777656,-73.868675463754,Bronx,2026-08-11T11:20:43.000,Bait applied,"{'latitude': '40.865403777656', 'longitude': '-73.868675463754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,12,33601,Allerton,2045070001,2053527,1020573,254597
Initial,PC8761306,1,1621,69,1415,5 AVENUE,10029,40.800487432208,-73.946572413814,Manhattan,2026-08-11T11:21:44.000,Failed for Rat Activity,"{'latitude': '40.800487432208', 'longitude': '-73.946572413814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,East Harlem (North),1016210069,1051660,,
Treatments,PC8701582,1,1953,21,327,WEST 126 STREET,10027,40.811161163926,-73.951426245908,Manhattan,2026-08-11T11:22:56.000,Bait applied,"{'latitude': '40.811161163926', 'longitude': '-73.951426245908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,215,Harlem (North),1019530021,1059333,,
Initial,PC8763421,2,3333,52,3063,HULL AVENUE,10467,40.8717722581,-73.879336723645,Bronx,2026-08-11T11:22:58.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.8717722581', 'longitude': '-73.879336723645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,425,Norwood,2033330052,2017957,1017621,256913
Stoppage,PC8760762,2,2268,22,540,EAST 142 STREET,10454,40.809878297286,-73.916223988564,Bronx,2026-08-11T11:23:00.000,Stoppage done,"{'latitude': '40.809878297286', 'longitude': '-73.916223988564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,8,41,Mott Haven-Port Morris,2022680022,2128984,,
Initial,PC8760315,1,1940,112,253,WEST 134 STREET,10030,40.815272973963,-73.945704281062,Manhattan,2026-08-11T11:23:00.000,Failed for Rat Activity,"{'latitude': '40.815272973963', 'longitude': '-73.945704281062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,Harlem (North),1019400112,1075469,,
Treatments,PC8715480,2,2504,6,936,WOODYCREST AVENUE,10452,40.830717045514,-73.929459461884,Bronx,2026-08-11T11:25:56.000,Bait applied,"{'latitude': '40.830717045514', 'longitude': '-73.929459461884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025040006,2090416,,
Initial,PC8759360,1,1709,40,416,EAST  116 STREET,10029,40.795628495989,-73.934556722644,Manhattan,2026-08-11T11:26:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.795628495989', 'longitude': '-73.934556722644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,178,East Harlem (North),1017090040,1053060,1002370,229155
Treatments,PC8688519,3,3397,36,502,WILSON AVENUE,11221,40.692145828664,-73.910711013352,Brooklyn,2026-08-11T11:27:57.000,Bait applied,"{'latitude': '40.692145828664', 'longitude': '-73.910711013352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,413,Bushwick (East),3033970036,3000000,,
Initial,PC8761291,1,461,12,208,EAST 6 STREET,10003,40.728029606507,-73.990081658113,Manhattan,2026-08-11T11:29:46.000,Failed for Rat Activity,"{'latitude': '40.728029606507', 'longitude': '-73.990081658113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,38,East Village,1004610012,1006613,,
