inspection_type,job_id,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,location,community_board,council_district,census_tract,nta,bbl,bin,x_coord,y_coord
Treatments,PC8741087,4,2289,38,48-16,46 STREET,11377,40.739011068424,-73.919535900503,Queens,2026-08-13T12:15:00.000,Bait applied,"{'latitude': '40.739011068424', 'longitude': '-73.919535900503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,18501,Sunnyside,4022890038,4053027,1006548,208531
Treatments,PC8690633,3,3352,20,256,PALMETTO STREET,11221,40.695739061484,-73.91474155335,Brooklyn,2026-08-13T12:15:07.000,Bait applied,"{'latitude': '40.695739061484', 'longitude': '-73.91474155335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,435,Bushwick (East),3033520020,3076631,,
Compliance,PC8743283,1,1928,44,224,WEST 123 STREET,10027,40.808059096438,-73.950247284212,Manhattan,2026-08-13T12:15:16.000,Failed for Other Reason,"{'latitude': '40.808059096438', 'longitude': '-73.950247284212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,222,Harlem (South),1019280044,1000000,,
Initial,PC8764852,4,3469,49,1883,WOODBINE STREET,11385,40.704056491544,-73.905230876593,Queens,2026-08-13T12:16:04.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.704056491544', 'longitude': '-73.905230876593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,34,549,Ridgewood,4034690049,4082982,,
Initial,PC8761368,1,2157,50,412,AUDOBON AVENUE,10033,40.851687278581,-73.930185382905,Manhattan,2026-08-13T12:18:10.000,Failed for Other Reason,"{'latitude': '40.851687278581', 'longitude': '-73.930185382905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,269,Washington Heights (North),1021570050,1084351,1003564,249580
Compliance,PC8712797,2,3185,1,2150,JEROME AVENUE,10453,40.855838888485,-73.90550902,Bronx,2026-08-13T12:20:19.000,Failed for Rat Activity,"{'latitude': '40.855838888485', 'longitude': '-73.90550902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,239,Fordham Heights,2031850001,2094671,,
Treatments,PC8583459,2,3922,19,1531,LELAND AVENUE,10460,40.838788972516,-73.864716646095,Bronx,2026-08-13T12:21:45.000,Bait applied,"{'latitude': '40.838788972516', 'longitude': '-73.864716646095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,21601,Soundview-Bruckner-Bronx River,2039220019,2028653,,
Initial,PC8761891,1,556,48,120,EAST 12 STREET,10003,40.732484302331,-73.989427903964,Manhattan,2026-08-13T12:24:31.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.732484302331', 'longitude': '-73.989427903964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,42,East Village,1005560048,1087924,,
Compliance,PC8612763,4,880,28,21-11,21 STREET,11105,40.781990681345,-73.914930393561,Queens,2026-08-13T12:25:00.000,Failed for Rat Activity,"{'latitude': '40.781990681345', 'longitude': '-73.914930393561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,103,Astoria (North)-Ditmars-Steinway,4008800028,4431124,,
Treatments,PC8729080,2,2434,10,1130,COLLEGE AVENUE,10456,40.83098678424,-73.914412195552,Bronx,2026-08-13T12:25:45.000,Bait applied,"{'latitude': '40.83098678424', 'longitude': '-73.914412195552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,Concourse-Concourse Village,2024340010,2002256,,
Compliance,PC8675062,1,1941,38,202,WEST 136 STREET,10030,40.816186031064,-73.943745406377,Manhattan,2026-08-13T12:26:40.000,Failed for Other Reason,"{'latitude': '40.816186031064', 'longitude': '-73.943745406377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,Harlem (North),1019410038,1081615,,
Compliance,PC8749806,2,2792,28,1682,WEEKS AVENUE,10457,40.843903757823,-73.907625942583,Bronx,2026-08-13T12:31:55.000,Failed for Other Reason,"{'latitude': '40.843903757823', 'longitude': '-73.907625942583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,15,22902,Mount Eden-Claremont (West),2027920028,2000000,,
Initial,PC8756683,2,2512,90,124,WEST 165 STREET,10452,40.834284414256,-73.928180005159,Bronx,2026-08-13T12:32:51.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.834284414256', 'longitude': '-73.928180005159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025120090,2000000,,
Initial,PC8755985,1,2170,16,658,WEST  188 STREET,10040,40.854287627311,-73.931997301727,Manhattan,2026-08-13T12:33:40.000,Failed for Rat Activity,"{'latitude': '40.854287627311', 'longitude': '-73.931997301727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,279,Washington Heights (North),1021700016,1064039,1003062,250527
Treatments,PC8731166,2,2434,12,1134,COLLEGE AVENUE,10456,40.831036167979,-73.914383223056,Bronx,2026-08-13T12:40:45.000,Bait applied,"{'latitude': '40.831036167979', 'longitude': '-73.914383223056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,Concourse-Concourse Village,2024340012,2002257,,
Initial,PC8757149,2,2512,26,122,WEST 165 STREET,10452,40.834273417232,-73.928151106942,Bronx,2026-08-13T12:40:58.000,Failed for Rat Activity,"{'latitude': '40.834273417232', 'longitude': '-73.928151106942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025120026,2000000,,
Compliance,PC8746901,1,1562,40,412,EAST   83 STREET,10028,40.774691172622,-73.950275920878,Manhattan,2026-08-13T12:45:31.000,Failed for Rat Activity,"{'latitude': '40.774691172622', 'longitude': '-73.950275920878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,13604,Upper East Side-Yorkville,1015620040,1050438,998022,221524
Compliance,PC8727985,4,894,101,20-45,SHORE BOULEVARD,11105,40.784870931446,-73.916295296975,Queens,2026-08-13T12:46:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.784870931446', 'longitude': '-73.916295296975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,105,Astoria (North)-Ditmars-Steinway,4008940101,4594766,1007430,225240
Compliance,PC8713369,2,3181,38,2187,MORRIS AVENUE,10453,40.85606480298,-73.903227660434,Bronx,2026-08-13T12:50:19.000,Failed for Rat Activity,"{'latitude': '40.85606480298', 'longitude': '-73.903227660434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,239,Fordham Heights,2031810038,2013983,,
Compliance,PC8749367,1,2243,358,235,SEAMAN AVENUE,10034,40.871356713532,-73.918717060812,Manhattan,2026-08-13T12:50:37.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.871356713532', 'longitude': '-73.918717060812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,303,Inwood,1022430358,1065033,1006730,256749
Treatments,PC8262965,3,823,9,410,54 STREET,11220,40.643885343683,-74.014363209358,Brooklyn,2026-08-13T12:51:00.000,Bait applied,"{'latitude': '40.643885343683', 'longitude': '-74.014363209358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,76,Sunset Park (West),3008230009,3014576,980264,173864
Initial,PC8755556,1,2180,13,500,FT WASHINGTON AVENUE,10033,40.851881092409,-73.937899005727,Manhattan,2026-08-13T12:52:12.000,Failed for Rat Activity,"{'latitude': '40.851881092409', 'longitude': '-73.937899005727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,273,Washington Heights (North),1021800013,1064386,,
Initial,PC8756925,2,2512,27,1047,NELSON AVENUE,10452,40.833738145977,-73.928075798725,Bronx,2026-08-13T12:52:55.000,Failed for Rat Activity,"{'latitude': '40.833738145977', 'longitude': '-73.928075798725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025120027,2003216,,
Initial,PC8753037,1,1940,3,2518,8 AVENUE,10030,40.816077714368,-73.946838033104,Manhattan,2026-08-13T12:54:40.000,Failed for Other Reason,"{'latitude': '40.816077714368', 'longitude': '-73.946838033104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,Harlem (North),1019400003,1084051,998965,236603
Initial,PC8758289,3,1105,50,437,16 STREET,11215,40.660916098993,-73.981434055878,Brooklyn,2026-08-13T12:55:00.000,Failed for Rat Activity,"{'latitude': '40.660916098993', 'longitude': '-73.981434055878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,39,169,Windsor Terrace-South Slope,3011050050,3026717,989401,180069
Initial,PC8766966,1,1563,32,444,East 84 street,10028,40.775107947249,-73.949297151342,Manhattan,2026-08-13T12:59:31.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.775107947249', 'longitude': '-73.949297151342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,13604,Upper East Side-Yorkville,1015630032,1050470,,
Initial,PC8760536,1,1933,20,245,WEST 129 STREET,10027,40.811867495684,-73.947314652445,Manhattan,2026-08-13T13:00:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.811867495684', 'longitude': '-73.947314652445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,224,Harlem (North),1019330020,1089330,,
Compliance,PC8728274,3,1778,8,977,BEDFORD AVENUE,11205,40.690621105716,-73.955343916526,Brooklyn,2026-08-13T13:01:44.000,Failed for Rat Activity,"{'latitude': '40.690621105716', 'longitude': '-73.955343916526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,241,Bedford-Stuyvesant (West),3017780008,3049598,,
Treatments,PC8742532,3,1206,31,1236,PACIFIC STREET,11216,40.677702334211,-73.950799170819,Brooklyn,2026-08-13T13:02:19.000,Bait applied,"{'latitude': '40.677702334211', 'longitude': '-73.950799170819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,Crown Heights (North),3012060031,3029996,,
Initial,PC8763303,3,1163,43,592,PROSPECT PLACE,11238,40.675165917691,-73.957019866347,Brooklyn,2026-08-13T13:06:26.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.675165917691', 'longitude': '-73.957019866347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,305,Crown Heights (North),3011630043,3029007,996172,185263
Compliance,PC8735638,2,3096,61,724,EAST 181 STREET,10457,40.848529790832,-73.887378038943,Bronx,2026-08-13T13:07:55.000,Failed for Rat Activity,"{'latitude': '40.848529790832', 'longitude': '-73.887378038943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,371,Tremont,2030960061,2012701,,
Initial,PC8756964,2,2512,36,1021,NELSON AVENUE,10452,40.833282709197,-73.928379844828,Bronx,2026-08-13T13:08:23.000,Failed for Rat Activity,"{'latitude': '40.833282709197', 'longitude': '-73.928379844828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025120036,2003218,,
Initial,PC8754183,1,619,7,516,HUDSON STREET,10014,40.733571542754,-74.006310886965,Manhattan,2026-08-13T13:10:16.000,Failed for Rat Activity,"{'latitude': '40.733571542754', 'longitude': '-74.006310886965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,3,73,West Village,1006190007,1084957,982501,206539
Treatments,PC8357942,3,792,20,544,50 STREET,11220,40.644475994219,-74.009304098349,Brooklyn,2026-08-13T13:13:00.000,Bait applied,"{'latitude': '40.644475994219', 'longitude': '-74.009304098349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,98,Sunset Park (Central),3007920020,3013316,981668,174079
Initial,PC8758230,1,1565,1,1646,1 AVENUE,10028,40.776606697508,-73.949555970737,Manhattan,2026-08-13T13:13:31.000,Failed for Rat Activity,"{'latitude': '40.776606697508', 'longitude': '-73.949555970737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,14401,Upper East Side-Yorkville,1015650001,1050529,998221,222222
Initial,PC8756669,2,2512,37,1019,NELSON AVENUE,10452,40.833247041124,-73.928401565636,Bronx,2026-08-13T13:16:44.000,Failed for Rat Activity,"{'latitude': '40.833247041124', 'longitude': '-73.928401565636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025120037,2003219,,
Treatments,PC8693958,3,1200,69,1235,PACIFIC STREET,11216,40.677782360062,-73.951804977258,Brooklyn,2026-08-13T13:17:33.000,Bait applied,"{'latitude': '40.677782360062', 'longitude': '-73.951804977258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,Crown Heights (North),3012000069,3029780,,
Compliance,PC8735373,2,3096,62,726,EAST 181 STREET,10457,40.848505038644,-73.887327477388,Bronx,2026-08-13T13:21:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.848505038644', 'longitude': '-73.887327477388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,371,Tremont,2030960062,2012702,,
Compliance,PC8713351,2,3170,40,2191,CRESTON AVENUE,10453,40.855591987951,-73.902375227434,Bronx,2026-08-13T13:22:19.000,Failed for Other Reason,"{'latitude': '40.855591987951', 'longitude': '-73.902375227434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23704,Fordham Heights,2031700040,2013858,,
Compliance,PC8742336,3,1233,9,101,ROGERS AVENUE,11216,40.674134995563,-73.952871114487,Brooklyn,2026-08-13T13:22:32.000,Failed for Rat Activity,"{'latitude': '40.674134995563', 'longitude': '-73.952871114487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,31701,Crown Heights (North),3012330009,3031192,,
Compliance,PC8751404,3,7066,23,3212,SURF AVENUE,11224,40.57275236701,-73.998340601879,Brooklyn,2026-08-13T13:26:12.000,Failed for Rat Activity,"{'latitude': '40.57275236701', 'longitude': '-73.998340601879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,47,340,Coney Island-Sea Gate,3070660023,3000000,984711,147948
Compliance,PC8731537,3,1240,20,786,PARK PLACE,11216,40.673486719377,-73.951649472468,Brooklyn,2026-08-13T13:30:18.000,Failed for Rat Activity,"{'latitude': '40.673486719377', 'longitude': '-73.951649472468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,31701,Crown Heights (North),3012400020,3000000,,
Compliance,PC8730078,3,1234,51,897,PARK PLACE,11216,40.673315013056,-73.948149131708,Brooklyn,2026-08-13T13:39:34.000,Failed for Rat Activity,"{'latitude': '40.673315013056', 'longitude': '-73.948149131708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,31701,Crown Heights (North),3012340051,3031258,,
Treatments,PC8569854,3,802,1,5123,7 AVENUE,11220,40.64170120424,-74.006666097364,Brooklyn,2026-08-13T13:45:00.000,Bait applied,"{'latitude': '40.64170120424', 'longitude': '-74.006666097364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,43,10801,Sunset Park (Central),3008020001,3013726,982400,173068
Compliance,PC8742292,3,1242,35,972,PARK PLACE,11213,40.673151824739,-73.945463532381,Brooklyn,2026-08-13T13:53:20.000,Failed for Rat Activity,"{'latitude': '40.673151824739', 'longitude': '-73.945463532381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,341,Crown Heights (North),3012420035,3031599,,
Compliance,PC8738125,3,5268,10,184,SEELEY STREET,11218,40.654865498417,-73.975535982267,Brooklyn,2026-08-13T14:00:00.000,Failed for Other Reason,"{'latitude': '40.654865498417', 'longitude': '-73.975535982267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,39,50202,Windsor Terrace-South Slope,3052680010,3122179,991038,177865
Initial,PC8750643,3,5265,28,648,19 STREET,11218,40.653090179519,-73.978282817855,Brooklyn,2026-08-13T14:30:00.000,Failed for Other Reason,"{'latitude': '40.653090179519', 'longitude': '-73.978282817855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,39,1502,Windsor Terrace-South Slope,3052650028,3122117,990276,177218
Compliance,PC8702865,3,1179,96,41,EASTERN PARKWAY,11238,40.672866341622,-73.966942276667,Brooklyn,2026-08-13T14:34:58.000,Failed for Rat Activity,"{'latitude': '40.672866341622', 'longitude': '-73.966942276667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,215,Prospect Heights,3011790096,3029636,,
Initial,PC8760146,1,859,26,30,EAST 30 STREET,10016,40.745117893068,-73.984532208396,Manhattan,2026-08-13T14:37:01.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.745117893068', 'longitude': '-73.984532208396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,2,74,Midtown South-Flatiron-Union Square,1008590026,1080777,,
Compliance,PC8740237,3,4604,52,599,UTICA AVENUE,11203,40.6590194907,-73.931151897325,Brooklyn,2026-08-13T15:21:12.000,Failed for Other Reason,"{'latitude': '40.6590194907', 'longitude': '-73.931151897325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,41,878,East Flatbush-Rugby,3046040052,3398461,,
Initial,PC8762810,3,1865,36,54,HERKIMER STREET,11216,40.679722773049,-73.951464665809,Brooklyn,2026-08-13T23:32:16.000,Failed for Rat Activity,"{'latitude': '40.679722773049', 'longitude': '-73.951464665809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,247,Bedford-Stuyvesant (West),3018650036,3053903,,
Initial,PC8763747,4,3468,6,683,ONDERDONK AVENUE,11385,40.703986749904,-73.907214648787,Queens,2026-08-14T07:53:07.000,Failed for Other Reason,"{'latitude': '40.703986749904', 'longitude': '-73.907214648787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,34,549,Ridgewood,4034680006,4082924,,
Initial,PC8760368,1,2031,14,235,WEST 145 STREET,10039,40.822129370529,-73.940232038486,Manhattan,2026-08-14T08:00:00.000,Failed for Rat Activity,"{'latitude': '40.822129370529', 'longitude': '-73.940232038486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,232,Harlem (North),1020310014,1060476,,
Initial,PC8766068,2,3211,1,2201,AQUEDUCT AVENUE,10453,40.857263270099,-73.908738817743,Bronx,2026-08-14T08:00:10.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.857263270099', 'longitude': '-73.908738817743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,251,University Heights (South)-Morris Heights,2032110001,2000000,,
Initial,PC8766071,2,2868,3,1810,UNIVERSITY AVENUE,10453,40.850779608273,-73.915116792038,Bronx,2026-08-14T08:00:10.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.850779608273', 'longitude': '-73.915116792038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,243,University Heights (South)-Morris Heights,2028680003,2000000,,
Initial,PC8766066,2,3212,71,000,WEST FORDHAM ROAD,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-08-14T08:00:10.000,Failed for Rat Activity and Other Reason,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
Initial,PC8766067,2,3212,67,000,WEST FORDHAM ROAD,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-08-14T08:00:10.000,Failed for Rat Activity and Other Reason,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
Initial,PC8766070,2,2868,5,000,UNIVERSITY AVENUE,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-08-14T08:00:10.000,Failed for Rat Activity and Other Reason,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
Initial,PC8766065,2,3212,1,000,AQUEDUCT AVENUE EAST,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-08-14T08:00:10.000,Failed for Rat Activity and Other Reason,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
Initial,PC8766069,2,3210,1,000,WEST BURNSIDE AVENUE,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-08-14T08:00:10.000,Failed for Rat Activity and Other Reason,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
Initial,PC8766086,1,1254,1,000,RIVERSIDE DRIVE,,0.00000000000000000000,0.00000000000000000000,Manhattan,2026-08-14T08:00:45.000,Failed for Rat Activity and Other Reason,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
Initial,PC8766087,1,1254,10,000,HENRY HUDSON PARKWAY,,0.00000000000000000000,0.00000000000000000000,Manhattan,2026-08-14T08:00:56.000,Failed for Rat Activity,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
Initial,PC8760096,1,2031,17,227,WEST 145 STREET,10039,40.822063413913,-73.940073121525,Manhattan,2026-08-14T08:05:00.000,Failed for Rat Activity,"{'latitude': '40.822063413913', 'longitude': '-73.940073121525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,232,Harlem (North),1020310017,1060478,,
Initial,PC8763944,4,3468,1,689,ONDERDONK AVENUE,11385,40.703909791223,-73.907084916073,Queens,2026-08-14T08:06:23.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.703909791223', 'longitude': '-73.907084916073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,34,549,Ridgewood,4034680001,4082921,,
Initial,PC8756681,2,2392,66,1112,BROOK AVENUE,10456,40.829655301007,-73.910439047829,Bronx,2026-08-14T08:08:11.000,Failed for Other Reason,"{'latitude': '40.829655301007', 'longitude': '-73.910439047829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,143,Concourse-Concourse Village,2023920066,2001632,,
Compliance,PC8748994,1,467,56,211,EAST 11 STREET,10003,40.73094706316,-73.987714282118,Manhattan,2026-08-14T08:11:31.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.73094706316', 'longitude': '-73.987714282118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,4002,East Village,1004670056,1006848,,
Initial,PC8756893,2,2392,56,1094,BROOK AVENUE,10456,40.82938376604,-73.910688746287,Bronx,2026-08-14T08:12:11.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.82938376604', 'longitude': '-73.910688746287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,143,Concourse-Concourse Village,2023920056,2000000,,
Initial,PC8760216,1,2031,20,219,WEST 145 STREET,10039,40.821997458966,-73.939917817975,Manhattan,2026-08-14T08:14:00.000,Failed for Rat Activity,"{'latitude': '40.821997458966', 'longitude': '-73.939917817975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,232,Harlem (North),1020310020,1085371,,
Initial,PC8761165,1,1687,104,305,EAST 115 STREET,10029,40.796212325968,-73.938059488037,Manhattan,2026-08-14T08:15:00.000,Failed for Rat Activity,"{'latitude': '40.796212325968', 'longitude': '-73.938059488037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,188,East Harlem (North),1016870104,1052934,,
Initial,PC8757184,2,2392,51,1088,BROOK AVENUE,10456,40.829293251455,-73.910768365159,Bronx,2026-08-14T08:17:11.000,Failed for Other Reason,"{'latitude': '40.829293251455', 'longitude': '-73.910768365159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,143,Concourse-Concourse Village,2023920051,2001630,,
Initial,PC8761209,1,1687,5,309,EAST 115 STREET,10029,40.796160111391,-73.937940351056,Manhattan,2026-08-14T08:19:00.000,Failed for Rat Activity,"{'latitude': '40.796160111391', 'longitude': '-73.937940351056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,188,East Harlem (North),1016870005,1052901,,
Initial,PC8757327,4,9846,11,86-47,164 STREET,11432,40.71064335364,-73.8000942244,Queens,2026-08-14T08:20:00.000,Failed for Other Reason,"{'latitude': '40.71064335364', 'longitude': '-73.8000942244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,24,448,Jamaica Hills-Briarwood,4098460011,4210625,1039671,198249
Compliance,PC8748916,1,467,55,213,EAST 11 STREET,10003,40.730933336239,-73.987685419542,Manhattan,2026-08-14T08:21:41.000,Failed for Rat Activity,"{'latitude': '40.730933336239', 'longitude': '-73.987685419542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,4002,East Village,1004670055,1006847,,
Initial,PC8761077,1,1687,8,313,EAST 115 STREET,10029,40.796094151427,-73.937781498607,Manhattan,2026-08-14T08:22:00.000,Failed for Rat Activity,"{'latitude': '40.796094151427', 'longitude': '-73.937781498607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,188,East Harlem (North),1016870008,1052902,,
Initial,PC8757085,2,2392,42,1068,BROOK AVENUE,10456,40.828632200408,-73.911325727897,Bronx,2026-08-14T08:23:11.000,Failed for Other Reason,"{'latitude': '40.828632200408', 'longitude': '-73.911325727897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,143,Concourse-Concourse Village,2023920042,2001628,,
Initial,PC8760354,1,2031,29,2500,ADAM C POWELL BLVD,10039,40.821736230621,-73.939011170944,Manhattan,2026-08-14T08:26:00.000,Failed for Rat Activity,"{'latitude': '40.821736230621', 'longitude': '-73.939011170944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,232,Harlem (North),1020310029,1060482,,
Compliance,PC8748934,1,467,35,175,2 AVENUE,10003,40.730472060292,-73.986314421583,Manhattan,2026-08-14T08:27:05.000,Failed for Rat Activity,"{'latitude': '40.730472060292', 'longitude': '-73.986314421583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,4002,East Village,1004670035,1006837,,
Initial,PC8756776,2,2392,41,1066,BROOK AVENUE,10456,40.828604766969,-73.911343831889,Bronx,2026-08-14T08:27:11.000,Failed for Other Reason,"{'latitude': '40.828604766969', 'longitude': '-73.911343831889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,143,Concourse-Concourse Village,2023920041,2127471,,
