inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
Compliance,14236125,PC8260951,5,3023310005,3,02331,0005,292,NORTH SEVENTH STREET,11211,40.715194316176,-73.953512925132,Brooklyn,2026-02-02T09:42:00.000,Rat Activity,2026-02-03T11:13:00.000,"{'latitude': '40.715194316176', 'longitude': '-73.953512925132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,519,3062138,Williamsburg,997137,199847
Treatments,3062456,PC8595221,5,2039387501,2,03938,7501,1410,PARKCHESTER ROAD,10462,40.835670583101,-73.859833477639,Bronx,2026-02-02T09:43:43.000,Bait applied,2026-02-03T10:32:36.000,"{'latitude': '40.835670583101', 'longitude': '-73.859833477639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096666,Parkchester,1023036,243768
Compliance,14235658,PC8309428,15,3051610022,3,05161,0022,350,EAST   19 STREET,11226,40.641859339657,-73.960687947217,Brooklyn,2026-02-02T09:53:27.000,Rat Activity,2026-02-03T11:17:51.000,"{'latitude': '40.641859339657', 'longitude': '-73.960687947217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,514,3118788,Flatbush,995159,173138
Initial,14235868,PC8654076,1,1020760031,1,02076,0031,1704,AMSTERDAM AVENUE,10031,40.824765338318,-73.947958398868,Manhattan,2026-02-02T09:54:00.000,Rat Activity,2026-02-03T15:13:59.000,"{'latitude': '40.824765338318', 'longitude': '-73.947958398868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061913,Hamilton Heights-Sugar Hill,,
Compliance,14236126,PC8332434,7,3023190017,3,02319,0017,164,BEDFORD AVENUE,11249,40.718302840715,-73.957230033332,Brooklyn,2026-02-02T10:00:00.000,Rat Activity,2026-02-03T11:12:27.000,"{'latitude': '40.718302840715', 'longitude': '-73.957230033332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,553,3061921,Williamsburg,996106,200979
Compliance,14236688,PC8642484,2,1020890120,1,02089,0120,621,WEST 142 STREET,10031,40.824775520954,-73.952453271695,Manhattan,2026-02-02T10:07:04.000,Rat Activity,2026-02-04T10:09:23.000,"{'latitude': '40.824775520954', 'longitude': '-73.952453271695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062354,Hamilton Heights-Sugar Hill,,
Treatments,3062460,PC8518112,4,2039470040,2,03947,0040,2145,STARLING AVENUE,10462,40.83620365935,-73.853706831104,Bronx,2026-02-02T10:12:32.000,Bait applied,2026-02-03T10:32:33.000,"{'latitude': '40.83620365935', 'longitude': '-73.853706831104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,222,2041222,Parkchester,1024731,243965
Initial,14235703,PC8660561,1,2029770134,2,02977,0134,1538,MINFORD PLACE,10460,40.834762362992,-73.890400883664,Bronx,2026-02-02T10:14:00.000,Failed for Other R,2026-02-05T15:19:02.000,"{'latitude': '40.834762362992', 'longitude': '-73.890400883664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,155,2010510,Crotona Park East,,
Compliance,14236127,PC8449226,4,3023140020,3,02314,0020,264,NORTH NINTH STREET,11211,40.716780608413,-73.953060893096,Brooklyn,2026-02-02T10:15:00.000,Rat Activity,2026-02-03T11:05:07.000,"{'latitude': '40.716780608413', 'longitude': '-73.953060893096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,519,3061845,Williamsburg,997262,200425
Initial,14236495,PC8664237,1,,1,01757,0169,000,5 AVENUE,,0.00000000000000000000,0.00000000000000000000,Manhattan,2026-02-02T10:22:00.000,Rat Activity,2026-02-05T08:57:54.000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
Initial,14236221,PC8652517,1,2043190040,2,04319,0040,2187,HOLLAND AVENUE,10462,40.856013366395,-73.865711738462,Bronx,2026-02-02T10:25:56.000,Failed for Rat Act,2026-02-03T10:57:28.000,"{'latitude': '40.856013366395', 'longitude': '-73.865711738462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,13,22403,2049408,Pelham Parkway-Van Nest,1021398,251177
Initial,14235877,PC8654000,1,1020760053,1,02076,0053,532,WEST 145 STREET,10031,40.825654944786,-73.948647840004,Manhattan,2026-02-02T10:28:00.000,Rat Activity,2026-02-03T15:18:51.000,"{'latitude': '40.825654944786', 'longitude': '-73.948647840004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061920,Hamilton Heights-Sugar Hill,,
Treatments,3062481,PC8520241,15,1008820031,1,882,0031,137,EAST 26 STREET,10010,40.741310707099,-73.983111266375,Manhattan,2026-02-02T10:35:23.000,Bait applied,2026-02-03T11:53:49.000,"{'latitude': '40.741310707099', 'longitude': '-73.983111266375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,68,1018135,Gramercy,,
Compliance,14235661,PC8431511,12,3051220062,3,05122,0062,201,EAST   18 STREET,11226,40.646169235557,-73.962443924829,Brooklyn,2026-02-02T10:36:27.000,Rat Activity,2026-02-03T11:10:39.000,"{'latitude': '40.646169235557', 'longitude': '-73.962443924829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,512,3117606,Flatbush,994672,174698
Treatments,3062458,PC8617500,4,2039387501,2,03938,7501,1949,MCGRAW AVENUE,10462,40.834729165684,-73.859857151404,Bronx,2026-02-02T10:37:30.000,Bait applied,2026-02-03T10:32:35.000,"{'latitude': '40.834729165684', 'longitude': '-73.859857151404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096668,Parkchester,1023030,243425
Initial,14236213,PC8661007,1,2029760092,2,02976,0092,1327,SOUTHERN BOULEVARD,10459,40.831093672671,-73.89148380144,Bronx,2026-02-02T10:39:00.000,Rat Activity,2026-02-06T08:08:36.000,"{'latitude': '40.831093672671', 'longitude': '-73.89148380144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,123,2010493,Crotona Park East,,
Compliance,14236690,PC8642270,2,1020740059,1,02074,0059,536,WEST 143 STREET,10031,40.8246868074,-73.950368493896,Manhattan,2026-02-02T10:44:22.000,Failed for Rat Act,2026-02-04T10:11:39.000,"{'latitude': '40.8246868074', 'longitude': '-73.950368493896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061872,Hamilton Heights-Sugar Hill,,
Initial,14236214,PC8660723,1,2029760087,2,02976,0087,1345,SOUTHERN BOULEVARD,10459,40.831236320456,-73.891400455029,Bronx,2026-02-02T10:45:00.000,Rat Activity,2026-02-06T08:14:48.000,"{'latitude': '40.831236320456', 'longitude': '-73.891400455029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,123,2010492,Crotona Park East,,
Treatments,3062489,PC8640642,3,1009070010,1,00907,0010,213,EAST   26 STREET,10010,40.740407346911,-73.980982389969,Manhattan,2026-02-02T10:47:23.000,Bait applied,2026-02-03T11:50:04.000,"{'latitude': '40.740407346911', 'longitude': '-73.980982389969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,66,1077021,Murray Hill-Kips Bay,989520,209030
Initial,14235879,PC8653816,1,1020760061,1,02076,0061,3534,BROADWAY,10031,40.826215722794,-73.950587762032,Manhattan,2026-02-02T10:48:00.000,Rat Activity,2026-02-03T15:20:43.000,"{'latitude': '40.826215722794', 'longitude': '-73.950587762032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061922,Hamilton Heights-Sugar Hill,,
Compliance,14236303,PC8644913,2,2038730015,2,03873,0015,1322,NOBLE AVENUE,10472,40.833086603748,-73.870524668222,Bronx,2026-02-02T10:50:00.000,Failed for Other R,2026-02-03T11:09:27.000,"{'latitude': '40.833086603748', 'longitude': '-73.870524668222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,76,2027737,Soundview-Bruckner-Bronx River,1020079,242822
Compliance,14236308,PC8638231,2,2030320007,2,03032,0007,2422,WEBSTER AVENUE,10458,40.859338952589,-73.893556006544,Bronx,2026-02-02T10:50:00.000,Failed for Rat Act,2026-02-03T11:11:33.000,"{'latitude': '40.859338952589', 'longitude': '-73.893556006544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,38304,2011220,Belmont,,
Compliance,14236691,PC8623059,2,1020900019,1,02090,0019,619,WEST 143 STREET,10031,40.825351686306,-73.95190002663,Manhattan,2026-02-02T10:52:22.000,Failed for Rat Act,2026-02-04T10:13:00.000,"{'latitude': '40.825351686306', 'longitude': '-73.95190002663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062358,Hamilton Heights-Sugar Hill,,
Treatments,3062459,PC8613396,4,2039387501,2,03938,7501,1949,MCGRAW,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-02-02T10:52:36.000,Bait applied,2026-02-03T10:32:34.000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096668,Parkchester,,
Compliance,14235972,PC8402423,7,3018920070,3,01892,0070,515,MYRTLE AVENUE,11205,40.693602316755,-73.964277857587,Brooklyn,2026-02-02T10:55:00.000,Failed for Rat Act,2026-02-03T13:16:01.000,"{'latitude': '40.693602316755', 'longitude': '-73.964277857587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,191,3332261,Clinton Hill,,
Initial,14236130,PC8658761,1,3027500003,3,02750,0003,388,GRAHAM AVENUE,11211,40.716181240433,-73.944645396031,Brooklyn,2026-02-02T10:58:00.000,Rat Activity,2026-02-03T12:37:10.000,"{'latitude': '40.716181240433', 'longitude': '-73.944645396031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,497,3068453,East Williamsburg,999595,200208
Treatments,3062485,PC8617592,4,1009060041,1,00906,0041,226,EAST   26 STREET,10010,40.740195925107,-73.98053497879,Manhattan,2026-02-02T11:00:23.000,Bait applied,2026-02-03T11:52:17.000,"{'latitude': '40.740195925107', 'longitude': '-73.98053497879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,66,1019841,Murray Hill-Kips Bay,989644,208953
Initial,14235884,PC8654057,1,1020760013,1,02076,0013,549,WEST 144 STREET,10031,40.825131053576,-73.949446778019,Manhattan,2026-02-02T11:08:00.000,Rat Activity,2026-02-03T15:26:42.000,"{'latitude': '40.825131053576', 'longitude': '-73.949446778019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061900,Hamilton Heights-Sugar Hill,,
Compliance,14236301,PC8642037,2,2038180034,2,03818,0034,2260,HAVILAND AVENUE,10462,40.83071888259,-73.848862289726,Bronx,2026-02-02T11:10:00.000,Failed for Other R,2026-02-03T11:08:22.000,"{'latitude': '40.83071888259', 'longitude': '-73.848862289726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,92,2026722,Castle Hill-Unionport,1026075,241969
Initial,14236222,PC8661137,1,2050340017,2,05034,0017,4325,CARPENTER AVENUE,10466,40.897216878658,-73.858560153724,Bronx,2026-02-02T11:10:56.000,Failed for Other R,2026-02-03T10:52:54.000,"{'latitude': '40.897216878658', 'longitude': '-73.858560153724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,11,418,2069581,Wakefield-Woodlawn,1023352,266192
Initial,14236258,PC8660722,1,2029800001,2,02980,0001,1284,SOUTHERN BOULEVARD,10459,40.830347410917,-73.891810243118,Bronx,2026-02-02T11:13:00.000,Rat Activity,2026-02-06T08:55:04.000,"{'latitude': '40.830347410917', 'longitude': '-73.891810243118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,123,2010545,Crotona Park East,,
Compliance,14236702,PC8642571,2,1020590033,1,02059,0033,475,WEST 144 STREET,10031,40.824287516561,-73.94743847008,Manhattan,2026-02-02T11:13:22.000,Rat Activity,2026-02-04T10:14:24.000,"{'latitude': '40.824287516561', 'longitude': '-73.94743847008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,227,1061301,Hamilton Heights-Sugar Hill,,
Initial,14236350,PC8659870,1,1014520041,1,01452,0041,314,EAST 78 STREET,10075,40.772393004021,-73.954967546686,Manhattan,2026-02-02T11:14:00.000,Failed for Rat Act,2026-02-04T11:32:09.000,"{'latitude': '40.772393004021', 'longitude': '-73.954967546686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,134,1045222,Upper East Side-Lenox Hill-Roosevelt Island,,
Compliance,14236229,PC8636417,2,2028210032,2,02821,0032,1560,GRAND CONCOURSE,10457,40.842452614058,-73.912174645875,Bronx,2026-02-02T11:18:01.000,Failed for Other R,2026-02-03T10:27:19.000,"{'latitude': '40.842452614058', 'longitude': '-73.912174645875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,225,2007852,Mount Eden-Claremont (West),,
Initial,14236259,PC8660526,1,2029800004,2,02980,0004,1288,SOUTHERN BOULEVARD,10459,40.83039406124,-73.891799326301,Bronx,2026-02-02T11:22:08.000,Failed for Other R,2026-02-06T08:55:31.000,"{'latitude': '40.83039406124', 'longitude': '-73.891799326301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,123,2000000,Crotona Park East,,
Initial,14236132,PC8653384,1,3028930153,3,02893,0153,43,MASPETH AVENUE,11211,40.715600224112,-73.940897888328,Brooklyn,2026-02-02T11:24:00.000,Failed for Other R,2026-02-03T12:38:44.000,"{'latitude': '40.715600224112', 'longitude': '-73.940897888328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,477,3348031,East Williamsburg,1000634,199997
Compliance,14235909,PC8236452,7,2027190092,2,02719,0092,1124,FOX STREET,10459,40.827568882841,-73.893841897216,Bronx,2026-02-02T11:24:26.000,Rat Activity,2026-02-03T11:00:21.000,"{'latitude': '40.827568882841', 'longitude': '-73.893841897216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,125,2005718,Crotona Park East,1013629,240803
Compliance,14236309,PC8634319,2,2032140013,2,03214,0013,2532,UNIVERSITY AVENUE,10468,40.865923560923,-73.902851709016,Bronx,2026-02-02T11:25:00.000,Failed for Rat Act,2026-02-03T11:12:09.000,"{'latitude': '40.865923560923', 'longitude': '-73.902851709016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,265,2014651,University Heights (North)-Fordham,1011120,254774
Compliance,14236964,PC8642271,2,1020770013,1,02077,0013,529,WEST 145 STREET,10031,40.825638435928,-73.94855752041,Manhattan,2026-02-02T11:29:22.000,Rat Activity,2026-02-06T13:27:17.000,"{'latitude': '40.825638435928', 'longitude': '-73.94855752041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061932,Hamilton Heights-Sugar Hill,,
Initial,14236349,PC8660086,1,1014520040,1,01452,0040,328,EAST 78 STREET,10075,40.772291354348,-73.95472932998,Manhattan,2026-02-02T11:29:40.000,Rat Activity,2026-02-04T11:28:39.000,"{'latitude': '40.772291354348', 'longitude': '-73.95472932998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,134,1045221,Upper East Side-Lenox Hill-Roosevelt Island,,
Initial,14236262,PC8660905,1,2029800010,2,02980,0010,1304,SOUTHERN BOULEVARD,10459,40.830970203869,-73.891530980235,Bronx,2026-02-02T11:31:00.000,Failed for Other R,2026-02-06T08:58:46.000,"{'latitude': '40.830970203869', 'longitude': '-73.891530980235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,123,2010549,Crotona Park East,,
Compliance,14236223,PC8642035,2,2050060034,2,05006,0034,1742,PITMAN AVENUE,10466,40.89526198505,-73.851510986529,Bronx,2026-02-02T11:32:56.000,Failed for Other R,2026-02-03T11:03:08.000,"{'latitude': '40.89526198505', 'longitude': '-73.851510986529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,11,430,2101794,Wakefield-Woodlawn,1025302,265483
Compliance,14236230,PC8636511,2,2028210061,2,02821,0061,1551,SHERIDAN AVENUE,10457,40.842012614323,-73.911080129629,Bronx,2026-02-02T11:34:01.000,Failed for Other R,2026-02-03T11:22:30.000,"{'latitude': '40.842012614323', 'longitude': '-73.911080129629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,225,2007854,Mount Eden-Claremont (West),,
Compliance,14236965,PC8642592,2,1020770012,1,02077,0012,531,WEST 145 STREET,10031,40.825654922162,-73.948597253874,Manhattan,2026-02-02T11:38:22.000,Rat Activity,2026-02-06T13:27:51.000,"{'latitude': '40.825654922162', 'longitude': '-73.948597253874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061931,Hamilton Heights-Sugar Hill,,
Compliance,14235974,PC8512018,7,3019030016,3,01903,0016,167,WAVERLY AVENUE,11205,40.692771678061,-73.967743734492,Brooklyn,2026-02-02T11:40:00.000,Rat Activity,2026-02-03T13:20:27.000,"{'latitude': '40.692771678061', 'longitude': '-73.967743734492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,195,3054809,Clinton Hill,993189,191713
Compliance,14236113,PC8653673,2,4006510036,4,00651,0036,30-25,36 STREET,11103,40.764215145599,-73.918025253686,Queens,2026-02-02T11:40:00.000,Rat Activity,2026-02-03T11:57:11.000,"{'latitude': '40.764215145599', 'longitude': '-73.918025253686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,63,4010003,Astoria (Central),,
Initial,14235654,PC8664221,1,1020160101,1,02016,0101,2619,ADAM C POWELL BOULEVARD,10039,40.825327663413,-73.93636655978,Manhattan,2026-02-02T11:40:21.000,Rat Activity,2026-02-03T09:34:12.000,"{'latitude': '40.825327663413', 'longitude': '-73.93636655978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,236,1000000,Harlem (North),,
Compliance,14236190,PC8567375,8,2031980110,2,03198,0110,15,EVELYN PLACE,10468,40.859219251147,-73.904123219746,Bronx,2026-02-02T11:40:37.000,Rat Activity,2026-02-03T12:32:08.000,"{'latitude': '40.859219251147', 'longitude': '-73.904123219746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,239,2014287,Fordham Heights,1010771,252331
Compliance,14235970,PC8646976,2,4006280021,4,00628,0021,28-08,35 STREET,11103,40.766734172928,-73.917105178789,Queens,2026-02-02T11:42:30.000,Rat Activity,2026-02-03T10:17:00.000,"{'latitude': '40.766734172928', 'longitude': '-73.917105178789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,6501,4009167,Astoria (Central),,
Treatments,3062482,PC8528711,14,1009010038,1,901,0038,240,EAST 21 STREET,10010,40.737119453509,-73.983112332827,Manhattan,2026-02-02T11:47:23.000,Bait applied,2026-02-03T11:53:23.000,"{'latitude': '40.737119453509', 'longitude': '-73.983112332827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,64,1019623,Gramercy,,
Compliance,14236968,PC8642381,2,1020770010,1,02077,0010,533,WEST 145 STREET,10031,40.825671408382,-73.948636987358,Manhattan,2026-02-02T11:50:22.000,Rat Activity,2026-02-06T13:28:35.000,"{'latitude': '40.825671408382', 'longitude': '-73.948636987358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061930,Hamilton Heights-Sugar Hill,,
Initial,14235910,PC8651474,1,2029810001,2,02981,0001,1460,SOUTHERN BOULEVARD,10460,40.832640826639,-73.890556166417,Bronx,2026-02-02T11:52:26.000,Rat Activity,2026-02-03T11:14:29.000,"{'latitude': '40.832640826639', 'longitude': '-73.890556166417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2010568,Crotona Park East,,
Compliance,14235649,PC8613391,4,1003480027,1,00348,0027,97,CLINTON STREET,10002,40.718460847855,-73.985393387226,Manhattan,2026-02-02T11:54:47.000,Rat Activity,2026-02-03T09:14:07.000,"{'latitude': '40.718460847855', 'longitude': '-73.985393387226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,1402,1004183,Lower East Side,988295,201026
Initial,14235671,PC8661153,1,1015780006,1,01578,0006,509,EAST   81 STREET,10028,40.772503034358,-73.948981426982,Manhattan,2026-02-02T11:55:00.000,Rat Activity,2026-02-04T07:02:15.000,"{'latitude': '40.772503034358', 'longitude': '-73.948981426982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,13602,1078714,Upper East Side-Yorkville,998400,220716
Initial,14236310,PC8659130,1,2032500005,2,03250,0005,2830,SEDGWICK AVENUE,10468,40.873028899168,-73.901951780852,Bronx,2026-02-02T11:55:00.000,Rat Activity,2026-02-03T11:16:55.000,"{'latitude': '40.873028899168', 'longitude': '-73.901951780852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,26702,2015396,Kingsbridge Heights-Van Cortlandt Village,1011366,257363
Compliance,14236305,PC8644838,2,2034560034,2,03456,0034,254,SOUNDVIEW AVENUE,10473,40.810756820716,-73.855634249473,Bronx,2026-02-02T12:00:00.000,Rat Activity,2026-02-03T11:10:21.000,"{'latitude': '40.810756820716', 'longitude': '-73.855634249473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,4,2020207,Soundview-Clason Point,,
Initial,14236351,PC8660268,1,1014520047,1,01452,0047,308,EAST 78 STREET,10075,40.772434214963,-73.955068609835,Manhattan,2026-02-02T12:01:40.000,Failed for Rat Act,2026-02-04T11:33:15.000,"{'latitude': '40.772434214963', 'longitude': '-73.955068609835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,134,1045223,Upper East Side-Lenox Hill-Roosevelt Island,,
Initial,14236253,PC8653972,1,1020790057,1,02079,0057,558,WEST 148 STREET,10031,40.827789951653,-73.947757286424,Manhattan,2026-02-02T12:02:06.000,Rat Activity,2026-02-03T16:26:51.000,"{'latitude': '40.827789951653', 'longitude': '-73.947757286424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,233,1062005,Hamilton Heights-Sugar Hill,,
